image_name,image_path,retrieved_captions_b16,retrieved_scores_b16,retrieved_image_names_b16,hit@5_b16,raw_b16,answer_b16,retrieved_captions_b32,retrieved_scores_b32,retrieved_image_names_b32,hit@5_b32,raw_b32,answer_b32
6887014469.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/6887014469.jpg,"[' A woman with five kids all around her with a smile on her face .', ' A woman is pictured with three small children .', ' A group of children with hands on each other shoulders forming a line and smiling', ' A small child wearing blue smiles as he stands behind a group of people .', ' A woman and three children .']","[0.32449236512184143, 0.28976064920425415, 0.28925997018814087, 0.2888842225074768, 0.2873214781284332]","['229944849.jpg', '500190886.jpg', '6556869643.jpg', '2757803246.jpg', '3647826834.jpg']",0,A woman with five kids all around her with a smile on her face.,A woman with five kids all around her with a smile on her face.,"[' A woman with five kids all around her with a smile on her face .', ' Two ladies in jeans stood in front of three young children with fair hair .', ' A woman and four children stand side by side against a wall .', ' A woman is pictured with three small children .', ' A woman and three children .']","[0.34932205080986023, 0.34311139583587646, 0.33420494198799133, 0.3316374719142914, 0.32238802313804626]","['229944849.jpg', '2079499010.jpg', '2716310886.jpg', '500190886.jpg', '3647826834.jpg']",0,A woman and four children stand side by side against a wall.,A woman and four children stand side by side against a wall.
4074803780.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/4074803780.jpg,"[' A man in a bight yellow shirt carries his wears to market in a large basket on his head .', ' A per wearing a yellow shirt is walking down the street carrying a large basket .', ' A man in a rice hat is carrying a lot of objects .', ' A man carrying many woven baskets next to a man carrying a stack of rugs on his back .', ' A man approaches a street corner with carrying a basket of fruit on his head .']","[0.3766760528087616, 0.314975768327713, 0.2937029004096985, 0.2927101254463196, 0.28366518020629883]","['4074803780.jpg', '4074803780.jpg', '2563766793.jpg', '86412576.jpg', '4637704411.jpg']",1,A man in a bight yellow shirt carries his wears to market in a large basket on his head.,A man in a bight yellow shirt carries his wears to market in a large basket on his head.,"[' A man in a bight yellow shirt carries his wears to market in a large basket on his head .', ' A per wearing a yellow shirt is walking down the street carrying a large basket .', ' A man carrying many bags of cans probably going to sell the for scraps .', ' A man approaches a street corner with carrying a basket of fruit on his head .', ' A man in a rice hat is carrying a lot of objects .']","[0.41262322664260864, 0.3250495195388794, 0.31953927874565125, 0.31001758575439453, 0.3093727231025696]","['4074803780.jpg', '4074803780.jpg', '4503962385.jpg', '4637704411.jpg', '2563766793.jpg']",1,A man in a bight yellow shirt carries his wears to market in a large basket on his head.,A man in a bight yellow shirt carries his wears to market in a large basket on his head.
3444982197.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/3444982197.jpg,"[' Two blond guys sightseeing .', ' Two guys acting goofy while they drink beer and pose for a camera .', ' 2 guys are eating at a party .', ' Man making kissing face for the camera , while another man looks on .', ' Two guys sitting on the couch .']","[0.30101481080055237, 0.3000221848487854, 0.293620765209198, 0.2935856282711029, 0.29153162240982056]","['4809864612.jpg', '167282806.jpg', '86289696.jpg', '3444982197.jpg', '83755390.jpg']",1,Two guys sitting on the couch.,Two guys sitting on the couch.,"[' Two men staring into space .', ' A man in a purple shirt looking at a man in a black shirt making a silly face .', ' Two men are sitting and its a nighttime .', ' A curly-haired man is talking or possibly debating with a blond-haired man in front of a table .', ' two gay guys having fun with a weiner']","[0.3299550712108612, 0.312794029712677, 0.29990553855895996, 0.2996545433998108, 0.29826676845550537]","['450138714.jpg', '3444982197.jpg', '2821352858.jpg', '2332806484.jpg', '2705920066.jpg']",1,Two men in shirts are sitting and looking at each other.,Two men in shirts are sitting and looking at each other.
1806580620.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/1806580620.jpg,"[' A blond woman holds an umbrella over a race car driver .', ' A young blond women smiling at something .', ' A blond woman with glasses shops at an outdoor market .', ' A woman is about to race around a track .', ' A woman is smiling at an outdoor market .']","[0.27052295207977295, 0.26423704624176025, 0.2613755166530609, 0.2576349973678589, 0.2484591156244278]","['2845691057.jpg', '3654276875.jpg', '138235288.jpg', '3387542157.jpg', '4675748463.jpg']",0,A blond woman with glasses smiles at an outdoor market.,A blond woman with glasses smiles at an outdoor market.,"[' A girl with sunglasses is standing by an airplane .', ' A blond woman with glasses shops at an outdoor market .', ' A young blond women smiling at something .', ' A woman is smiling at an outdoor market .', ' A blond woman holds an umbrella over a race car driver .']","[0.3074268400669098, 0.3050159811973572, 0.2990702688694, 0.29258233308792114, 0.28651997447013855]","['4550058704.jpg', '138235288.jpg', '3654276875.jpg', '4675748463.jpg', '2845691057.jpg']",0,A blond woman with glasses smiles at something.,A blond woman with glasses smiles at something.
1105137588.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/1105137588.jpg,"[' Asians are sitting at a table and eating beside a green and white wall .', ' Three men working concessions in front of a restaurant .', ' A group eating lunch on break .', ' Three people eating in a cafeteria .', ' Kids sit in the street at a market .']","[0.3342020511627197, 0.2967124581336975, 0.2919261157512665, 0.2781197130680084, 0.2781065106391907]","['1105137588.jpg', '4697634866.jpg', '199149017.jpg', '4814305797.jpg', '2092197560.jpg']",1,Three men eating at a table in front of a green and white wall.,Three men eating at a table in front of a green and white wall.,"[' Asians are sitting at a table and eating beside a green and white wall .', ' Three men in long clothes sit and spend the day together .', ' Workers rest against the wall after a long day .', ' A group eating lunch on break .', ' A teenager getting his haircut while his friends wait .']","[0.40452635288238525, 0.32595008611679077, 0.3253210484981537, 0.3245261013507843, 0.3239995539188385]","['1105137588.jpg', '4711587439.jpg', '2735517817.jpg', '199149017.jpg', '4146513330.jpg']",1,Three men in long clothes sit and spend the day together.,Three men in long clothes sit and spend the day together.
2656110989.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/2656110989.jpg,"[' A worker is at the bottom of an outdoor flight of steps using power tools on a makeshift work surface which consists of wood boards that are on top of a couple of a-frame stands .', ' Lemonade stander worker setting up shop for the day .', ' A man sitting at a picnic table with a tray and partially consumed beer in front of him .', ' Man in yellow shirt performing maintenance on Schwinn bicycle near a picnic table .', ' A man working in a yard using power tools .']","[0.2970358729362488, 0.2641334533691406, 0.263521671295166, 0.2559724748134613, 0.24723964929580688]","['32184285.jpg', '4580064094.jpg', '2445442929.jpg', '700718201.jpg', '2656941282.jpg']",0,A man working in a yard using power tools.,A man working in a yard using power tools.,"[' An elderly man cuts lumber outdoors .', ' A worker is at the bottom of an outdoor flight of steps using power tools on a makeshift work surface which consists of wood boards that are on top of a couple of a-frame stands .', ' A man working in a yard using power tools .', ' A man in a dark green shirt is splitting wood next to a tree .', ' A youngster plays in the yard while his dad does lawn work .']","[0.3000118136405945, 0.2983166575431824, 0.2979899048805237, 0.29574617743492126, 0.28807613253593445]","['344356406.jpg', '32184285.jpg', '2656941282.jpg', '4842516865.jpg', '4530519681.jpg']",0,An elderly man cuts lumber outdoors.,An elderly man cuts lumber outdoors.
7576330234.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/7576330234.jpg,"[' A boy in black pants and green t-shirt jumps high with his skateboard .', ' The man in a black suit and helmet , with green spots here and there , rides a skateboard around a racetrack .', ' A boy doing a trick on top of a guard rail on inline skates .', ' A man rollerblading on a ramp', ' A skateboarder is doing a stunt .']","[0.28498613834381104, 0.27304041385650635, 0.2692365348339081, 0.26915696263313293, 0.26727619767189026]","['3304030264.jpg', '7576330234.jpg', '2846785268.jpg', '3625049113.jpg', '3223606402.jpg']",1,A skateboarder is doing a stunt.,A skateboarder is doing a stunt.,"[' The man in a black suit and helmet , with green spots here and there , rides a skateboard around a racetrack .', ' A person wearing a helmet begins to ride a skateboard down a street hill .', ' a child in a helmet and gloves on a skateboard is airborne', ' a boy wearing rollerblades jumping over a barrel', ' Inline skater taking a jump .']","[0.3615042269229889, 0.3390878736972809, 0.33578839898109436, 0.32747864723205566, 0.3258682191371918]","['7576330234.jpg', '2863180332.jpg', '3523874798.jpg', '64327797.jpg', '3234890865.jpg']",1,A person wearing a helmet and rollerblades is taking a jump on a skateboard.,A person wearing a helmet and rollerblades is taking a jump on a skateboard.
4942012087.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/4942012087.jpg,"[' A city street with a few passersby , featuring a cinder-block wall with graffiti on it .', ' a lone bicyclist jumping on his bike in front of a graffitied wall .', ' A guy is approaching a graffiti covered garage labeled UTOPIA next to a shop called Sevilla Tattoo while a woman walks a dog by the same location .', ' An urban street corner features a white van and a bicycle rider to the left of a brown building which has a variety of objects on display in front of it .', ' A man kneeling on the street in front of a graffiti laden car and some poster boards with artwork on them .']","[0.2987252473831177, 0.2908441126346588, 0.2831568121910095, 0.27757325768470764, 0.27659767866134644]","['4858721754.jpg', '3487378989.jpg', '5241628958.jpg', '4808316459.jpg', '4661255059.jpg']",0,"A city street with a few passersby, featuring a cinder-block wall with graffiti on it.","A city street with a few passersby, featuring a cinder-block wall with graffiti on it.","[' A city street with a few passersby , featuring a cinder-block wall with graffiti on it .', ' A cyclist is riding past a decorated building .', ' a lone bicyclist jumping on his bike in front of a graffitied wall .', ' A man with a red bag rides his bike down a damp city street in front of a building covered in scaffolding .', ' Micky mouse mural and graffiti on the side of multiple story buildings .']","[0.3120862543582916, 0.31012266874313354, 0.30892887711524963, 0.2911165952682495, 0.2904760539531708]","['4858721754.jpg', '4639504313.jpg', '3487378989.jpg', '4513514840.jpg', '4942012087.jpg']",1,A man with a red bag rides his bike down a damp city street in front of a building covered in sc,A man with a red bag rides his bike down a damp city street in front of a building covered in sc
2609133063.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/2609133063.jpg,"[' A boy is oddly attentive to shoes .', ' A woman is getting her shoes shined by a boy while an older man is sweeping up around , in an urban setting .', ' His nanny watches as a young boy rides his toy down the sidewalk .', ' A woman and a young boy .', ' A mother and her daughter are both wearing heels standing outside in a crowd on a brick pavement looking out at the street in amazement .']","[0.3192934989929199, 0.30639055371284485, 0.30580422282218933, 0.3056439757347107, 0.3034461438655853]","['155560281.jpg', '2758942112.jpg', '2961320666.jpg', '3520321387.jpg', '4514304589.jpg']",0,A woman is standing on a sidewalk with a boy who is playing with a toy car.,A woman is standing on a sidewalk with a boy who is playing with a toy car.,"[' The women is holding the boy while looking across the street .', ' His nanny watches as a young boy rides his toy down the sidewalk .', ' A young boy is sitting on asphalt in front of a young girl who is standing up .', ' A woman and a little girl turning a corner on a city street .', ' A young boy watching a woman walk though blocks .']","[0.35618534684181213, 0.3548327088356018, 0.3536332845687866, 0.3423396944999695, 0.3409936726093292]","['467514961.jpg', '2961320666.jpg', '3966311887.jpg', '651277216.jpg', '1212131969.jpg']",0,A woman in a black dress is standing next to a young boy who is playing with a toy car.,A woman in a black dress is standing next to a young boy who is playing with a toy car.
3336374196.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/3336374196.jpg,"[' A man rollerblading on a metal bar .', ' A man doing a skate trick on a metal railing .', ' An inline skater doing a jump on a ramp .', ' A man is skating on a rail .', ' A man rollerblading on a ramp']","[0.32663461565971375, 0.3212509751319885, 0.31832218170166016, 0.31769177317619324, 0.31736838817596436]","['2992658871.jpg', '2911107495.jpg', '3323988406.jpg', '2696636252.jpg', '3625049113.jpg']",0,A man is skating on a rail.,A man is skating on a rail.,"[' A skateboarder is riding on a red ramp by the ocean .', ' Skateboarder in a red shirt grinding along the edge of a concrete ramp .', ' A boy wearing skates sliding down concrete railing of steps near a pole .', ' A man is grinding his skateboard on a guard rail .', ' A boy does a skateboard jump at a skateboard park .']","[0.3579944670200348, 0.3547203838825226, 0.35411638021469116, 0.3444410264492035, 0.34379705786705017]","['3218861747.jpg', '3647283075.jpg', '3578477508.jpg', '7498906026.jpg', '2974501005.jpg']",0,A skateboarder in a red shirt is grinding his skateboard on a guard rail.,A skateboarder in a red shirt is grinding his skateboard on a guard rail.
4718615348.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/4718615348.jpg,"[' Advertisement for Bronislaw Komorowski .', ' Shows a crowd of people in front of a glass building with three country flags flying high .', ' People standing together under a "" start "" banner in the street .', ' A young man is walking past a large banner reading "" CE "" .', ' A crowd is standing in front of a building while holding newspapers and holding flags .']","[0.3903937041759491, 0.2452317774295807, 0.23783423006534576, 0.22684277594089508, 0.22389301657676697]","['4718615348.jpg', '3074265400.jpg', '4688194296.jpg', '4406616207.jpg', '3509575615.jpg']",1,A large banner for Bronislaw Komorowski is displayed on a building.,A large banner for Bronislaw Komorowski is displayed on a building.,"[' Advertisement for Bronislaw Komorowski .', ' A large building with the number four displayed at the top sits in an urban setting .', ' The man with spiky hair sits by a colorful poster .', "" A man in a pinstriped suit walks down the street and does n't notice the quirky poster on his left ."", ' A man sits on a blue stool at a booth underneath a banner .']","[0.43370500206947327, 0.2557664215564728, 0.24526633322238922, 0.24136795103549957, 0.23676259815692902]","['4718615348.jpg', '4862927799.jpg', '3380134872.jpg', '3992847618.jpg', '4811895630.jpg']",1,A large building with the number four displayed at the top sits in an urban setting.,A large building with the number four displayed at the top sits in an urban setting.
5635975939.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/5635975939.jpg,"[' A man and a woman , both musicians , stand on stage behind a keyboard .', ' The keyboardist and a female vocalist share a microphone while a second man looks on .', ' Two female singers on stage with a guitarist , keyboardist and drummer accompanying .', ' A band playing on stage , with one man on keyboards and the other playing a red guitar .', ' A man playing guitar , a man playing the keyboard , and a woman singing are on a smokey-hazed stage .']","[0.30264803767204285, 0.28371763229370117, 0.2788146138191223, 0.2777216136455536, 0.2716936469078064]","['5440115287.jpg', '5440115287.jpg', '48909006.jpg', '4508668804.jpg', '5240342253.jpg']",0,"A man and a woman, both musicians, stand on stage behind a keyboard.","A man and a woman, both musicians, stand on stage behind a keyboard.","[' A woman plays a keyboard in front of an audience .', ' A man and a woman , both musicians , stand on stage behind a keyboard .', ' Two female singers on stage with a guitarist , keyboardist and drummer accompanying .', ' A woman playing the keyboard and singing awash in a blue light .', ' The keyboardist and a female vocalist share a microphone while a second man looks on .']","[0.3009052872657776, 0.3004521429538727, 0.29652756452560425, 0.29609644412994385, 0.29402995109558105]","['3005979237.jpg', '5440115287.jpg', '48909006.jpg', '5831994264.jpg', '5440115287.jpg']",0,A woman plays a keyboard in front of an audience.,A woman plays a keyboard in front of an audience.
3574962735.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/3574962735.jpg,"[' People at an outdoor bar .', ' People talking outside drinking beer .', ' Many people look over a railing to see what is below them in a busy area .', ' A few people are sitting around having a drinks .', ' People are sitting outside at tables .']","[0.3196311593055725, 0.2879585027694702, 0.28509026765823364, 0.28116029500961304, 0.27975234389305115]","['3668734264.jpg', '23922298.jpg', '3476882061.jpg', '488437959.jpg', '493274509.jpg']",0,People are sitting outside at tables under a canopy.,People are sitting outside at tables under a canopy.,"[' People at an outdoor bar .', ' People are sitting outside at tables .', ' People talking outside drinking beer .', ' A few people are sitting around having a drinks .', ' People enjoying lunch outside with a bridge in the background .']","[0.33408722281455994, 0.3125224709510803, 0.3004770278930664, 0.29131433367729187, 0.2910395562648773]","['3668734264.jpg', '493274509.jpg', '23922298.jpg', '488437959.jpg', '4725002777.jpg']",0,People are sitting outside at tables under a bridge.,People are sitting outside at tables under a bridge.
3251648670.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/3251648670.jpg,"[' Children play with large hoops .', ' A young boy watching a woman walk though blocks .', ' Distorted photograph of a child at the bottom of a slide .', ' Children play on a giant work of art .', ' Children playing on an outdoor sculpture .']","[0.3067588210105896, 0.2914761006832123, 0.27992355823516846, 0.27737146615982056, 0.2750416100025177]","['3217266166.jpg', '1212131969.jpg', '2448793019.jpg', '3715635007.jpg', '4171204436.jpg']",0,A young boy playing on a giant hoop at a playground.,A young boy playing on a giant hoop at a playground.,"[' Distorted photograph of a child at the bottom of a slide .', ' A young boy is playing with a slinky in the street', ' A child is sliding down a spiral slide on a playground .', ' a little girl ends up at the bottom of the slide .', ' A blond child in a jacket is sitting at the top of a slide at a playground .']","[0.3541581332683563, 0.3491377830505371, 0.33570700883865356, 0.33350542187690735, 0.33217230439186096]","['2448793019.jpg', '2771802800.jpg', '170100272.jpg', '2730819220.jpg', '3284695268.jpg']",0,A blond child in a jacket is sitting at the top of a slide at a playground.,A blond child in a jacket is sitting at the top of a slide at a playground.
3487820317.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/3487820317.jpg,"[' One man drinking an alcoholic beverage .', ' A man in a yellow shirt walking and drinking a beer .', ' A man with brown hair drinking a soda .', ' A man in a dark jacket drinks from a small glass bottle .', ' A man drinking out of a glass bottle .']","[0.3199642300605774, 0.31391987204551697, 0.3047194480895996, 0.3001558482646942, 0.29178887605667114]","['3515378674.jpg', '4717521897.jpg', '4634549541.jpg', '3515378674.jpg', '3379896474.jpg']",0,A man in a tan jacket and black pants is drinking from a yellow bottle.,A man in a tan jacket and black pants is drinking from a yellow bottle.,"[' An old man is drinking a bottle of amber liquid .', ' A man in a yellow shirt walking and drinking a beer .', ' One man drinking an alcoholic beverage .', ' A man in a dark jacket drinks from a small glass bottle .', ' A man with brown hair drinking a soda .']","[0.3300465941429138, 0.3253278136253357, 0.3226516842842102, 0.3221413493156433, 0.3183322548866272]","['3515378674.jpg', '4717521897.jpg', '3515378674.jpg', '3515378674.jpg', '4634549541.jpg']",0,A man in a tan jacket and black pants is drinking from a yellow bottle.,A man in a tan jacket and black pants is drinking from a yellow bottle.
3698944019.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/3698944019.jpg,"[' A blond toddler in a white shirt and green pants standing at a wooden fence .', ' A boy plays outside near a wooden fence .', ' A little boy is standing in front of an old fashioned fence with his hand up in the air .', ' A child stands near a fence .', ' A little boy climbing over a chain fence .']","[0.40885108709335327, 0.329428493976593, 0.3208561837673187, 0.32075077295303345, 0.31313374638557434]","['3698944019.jpg', '1456630952.jpg', '2690538407.jpg', '811662356.jpg', '2419591925.jpg']",1,A blond toddler in a white shirt and green pants standing at a wooden fence.,A blond toddler in a white shirt and green pants standing at a wooden fence.,"[' A blond toddler in a white shirt and green pants standing at a wooden fence .', ' A little boy is standing in front of an old fashioned fence with his hand up in the air .', ' A boy plays outside near a wooden fence .', ' A child stands near a fence .', ' A child hiding behind a post .']","[0.4248334467411041, 0.3634068965911865, 0.3594333827495575, 0.3480271100997925, 0.34169501066207886]","['3698944019.jpg', '2690538407.jpg', '1456630952.jpg', '811662356.jpg', '482642539.jpg']",1,A blond toddler in a white shirt and green pants standing at a wooden fence.,A blond toddler in a white shirt and green pants standing at a wooden fence.
4168954238.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/4168954238.jpg,"[' Warehouse workers enjoying a company luncheon during a meeting .', ' A long dinner table with rows of people talking waiting for their food .', ' A group of people sitting at long tables .', ' Men turn to the camera to smile on the middle of three long tables in a refectory .', ' A big room of people is sitting at a mass lunch .']","[0.280053049325943, 0.2691081166267395, 0.26356345415115356, 0.2621970772743225, 0.2617071866989136]","['503486811.jpg', '209101256.jpg', '3085592876.jpg', '2284991229.jpg', '4808887200.jpg']",0,A group of people sitting at long tables in a warehouse.,A group of people sitting at long tables in a warehouse.,"[' Warehouse workers enjoying a company luncheon during a meeting .', ' A group of people sitting at long tables .', ' A group of people sitting at some sort of gathering .', ' A big room of people is sitting at a mass lunch .', ' Several parties of people are seated in a dining room , eating food .']","[0.3438718914985657, 0.30596446990966797, 0.2979549467563629, 0.29394298791885376, 0.2938346862792969]","['503486811.jpg', '3085592876.jpg', '4509482298.jpg', '4808887200.jpg', '4473562541.jpg']",0,A group of people sitting at long tables in a warehouse.,A group of people sitting at long tables in a warehouse.
5807099586.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/5807099586.jpg,"[' A woman in a black and white checkered shirt is coloring in a coloring book with a little blond girl .', "" a woman buttoning a small child 's shirt at a formal event ."", ' A woman is talking to a little girl playing a game .', ' A woman helping a young blond girl .', ' A young girl learns how electrical circuits work .']","[0.311183899641037, 0.31105688214302063, 0.2999895215034485, 0.29574546217918396, 0.2933911979198456]","['5807099586.jpg', '3821187649.jpg', '3424861467.jpg', '3245504245.jpg', '7024547461.jpg']",1,A woman in a black and white checkered shirt is coloring in a coloring book with a little blond girl,A woman in a black and white checkered shirt is coloring in a coloring book with a little blond girl,"["" a woman buttoning a small child 's shirt at a formal event ."", ' A woman in a black and white checkered shirt is coloring in a coloring book with a little blond girl .', ' A woman is talking to a little girl playing a game .', ' A young girl learns how electrical circuits work .', ' A woman helping a young blond girl .']","[0.3353955149650574, 0.3242320120334625, 0.32087236642837524, 0.31230199337005615, 0.30970025062561035]","['3821187649.jpg', '5807099586.jpg', '3424861467.jpg', '7024547461.jpg', '3245504245.jpg']",1,A woman in a plaid shirt is coloring in a coloring book with a young girl.,A woman in a plaid shirt is coloring in a coloring book with a young girl.
4961508842.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/4961508842.jpg,"[' A man in the forefront running a marathon while others follow behind and a group spectates .', ' A man looks as if he is in a competition is running or jogging on a road .', ' The young man is getting into position for the start of the run .', ' Two men are racing and they are neck and neck .', ' A runner dressed in red , white , and blue is running .']","[0.28217262029647827, 0.27641499042510986, 0.2717229723930359, 0.2711031436920166, 0.27000993490219116]","['3540768808.jpg', '6893463876.jpg', '4538926478.jpg', '7870403558.jpg', '2925158918.jpg']",0,Two men are racing and they are neck and neck.,Two men are racing and they are neck and neck.,"[' A runner dressed in red , white , and blue is running .', ' Seven people are running and one of them is a man wearing a blue t-shirt and red shorts', ' fastest running individual in a competition .', ' The young man is getting into position for the start of the run .', ' A man looks as if he is in a competition is running or jogging on a road .']","[0.3033108711242676, 0.29907429218292236, 0.2857791483402252, 0.2852526903152466, 0.28394144773483276]","['2925158918.jpg', '105685221.jpg', '6225276982.jpg', '4538926478.jpg', '6893463876.jpg']",0,A man in a red tank top and shorts is running in a race.,A man in a red tank top and shorts is running in a race.
3302986588.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/3302986588.jpg,"[' a boy enjoys a rain shower .', ' A child is reading a book in front of a store .', ' A young boy holding a blue umbrella .', ' A person is riding a bicycle in a city past a shop called "" Kenji "" .', ' A little boy smiles as he holds a blue umbrella above him .']","[0.30019062757492065, 0.28435030579566956, 0.2750401496887207, 0.2660562992095947, 0.26525092124938965]","['1317292658.jpg', '3602603745.jpg', '3302986588.jpg', '4808316459.jpg', '371522748.jpg']",1,A little boy smiles as he holds a blue umbrella above him.,A little boy smiles as he holds a blue umbrella above him.,"[' A person is riding a bicycle in a city past a shop called "" Kenji "" .', ' A geisha stands outside of a store peering to her side .', ' A young boy holding a blue umbrella .', ' A boy sitting on a newspaper machine , hides behind an insurance sign .', ' A boy stands near a structure outside .']","[0.32610076665878296, 0.3138120770454407, 0.3129710555076599, 0.3083239793777466, 0.30459561944007874]","['4808316459.jpg', '4918525947.jpg', '3302986588.jpg', '72922543.jpg', '1207159468.jpg']",1,A young boy holding a blue umbrella.,A young boy holding a blue umbrella.
6953298252.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/6953298252.jpg,"[' Two men are competing for the ball in a game of soccer .', ' One footballer is tackling another for the football .', ' These two men are going for the ball at a soccer match .', ' Two young men on opposing soccer teams are competing to get the ball on a soccer field .', ' Two men playing soccer on a field .']","[0.2948111593723297, 0.290133535861969, 0.28578194975852966, 0.28408166766166687, 0.28394827246665955]","['7309410500.jpg', '6338544926.jpg', '6337899496.jpg', '2987121689.jpg', '7973583420.jpg']",0,Two men are competing for the ball in a game of soccer.,Two men are competing for the ball in a game of soccer.,"[' Two young men on opposing soccer teams are competing to get the ball on a soccer field .', ' A soccer player tackles a player from the other team .', ' A soccer player pushes another player as he catches the ball .', ' Two men scrimmage in soccer , as a referee looks on .', ' These two men are going for the ball at a soccer match .']","[0.31613948941230774, 0.30650171637535095, 0.3043684661388397, 0.3020614683628082, 0.3001580834388733]","['2987121689.jpg', '3667822570.jpg', '3046949818.jpg', '5369771639.jpg', '6337899496.jpg']",0,Two young men on opposing soccer teams are competing to get the ball on a soccer field.,Two young men on opposing soccer teams are competing to get the ball on a soccer field.
4103240621.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/4103240621.jpg,"[' School field trip with many children having fun taking pictures .', ' the class is on a field trip in the mountains hiking with their teacher .', ' A group of school children looking at a group on men wearing white shirts', ' Children are wandering about , wearing jackets .', ' A young child in white cloths is walking in front of many other people .']","[0.29271256923675537, 0.2872842848300934, 0.27660974860191345, 0.2713821530342102, 0.2650325894355774]","['5246144737.jpg', '5921223189.jpg', '7341402886.jpg', '4567351389.jpg', '4619879173.jpg']",0,A group of school children are on a field trip in the mountains hiking with their teacher.,A group of school children are on a field trip in the mountains hiking with their teacher.,"[' the class is on a field trip in the mountains hiking with their teacher .', ' School field trip with many children having fun taking pictures .', ' Some people are walking through a tourist attraction .', ' Children cluster together , toting their luggage .', ' Kids pass the time while others watch .']","[0.3063052296638489, 0.30511894822120667, 0.29569533467292786, 0.29153841733932495, 0.29021891951560974]","['5921223189.jpg', '5246144737.jpg', '2644302353.jpg', '2115525592.jpg', '5742849511.jpg']",0,A group of children on a field trip with their teacher in a desert landscape.,A group of children on a field trip with their teacher in a desert landscape.
367248403.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/367248403.jpg,"[' Three small children are making a giant pile of snow .', ' A group of people laying in the snow .', ' After falling down into the snow , a young woman takes a photo of her friends in the distance .', ' One person holds a giant snowball over two others on the ground in a snowy background .', ' Three people are standing on a hill that is partly covered in snow .']","[0.3023814558982849, 0.3016253709793091, 0.30004656314849854, 0.2986029386520386, 0.2985614538192749]","['5274828176.jpg', '4324845330.jpg', '450476929.jpg', '367248403.jpg', '2319808437.jpg']",1,One person holds a giant snowball over two others on the ground in a snowy background.,One person holds a giant snowball over two others on the ground in a snowy background.,"[' One person holds a giant snowball over two others on the ground in a snowy background .', ' After falling down into the snow , a young woman takes a photo of her friends in the distance .', ' A young couple enjoys a snowball fight .', ' Three people , 2 male and one female are in the snow sitting down .', ' Two young girls having a snowball fight near a pine forest .']","[0.3613671064376831, 0.3253059685230255, 0.324486643075943, 0.3227834701538086, 0.31899482011795044]","['367248403.jpg', '450476929.jpg', '2392281446.jpg', '6914819541.jpg', '646453606.jpg']",1,Two young girls having a snowball fight near a pine forest.,Two young girls having a snowball fight near a pine forest.
