image_name,image_path,retrieved_captions,retrieved_scores,retrieved_image_names,hit@1,hit@5,hit@10,raw_phi,answer_phi,raw_llava,answer_llava
5648321.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/5648321.jpg,"[' A middle-aged balding white man wearing blue jeans and a black sweater stands in the snow with a snow shovel looking up at the camera while a golden retriever dog watches on his left .', ' A man is outside with his dog shoveling the snow off of his steps .', ' A man is standing outside in the snow while holding a shovel with his dog in the background .', ' A balding man is holding a snow shovel in a blanket of snow with a golden retriever looking on .', ' A man who is partly bald with sunglasses on , a black sweater and jeans , has a shovel and is shoveling the sidewalk and some stairs while a golden retriever watches him .']","[0.3903351128101349, 0.3810337781906128, 0.37703511118888855, 0.3746930658817291, 0.37312600016593933]","['5648321.jpg', '5648321.jpg', '5648321.jpg', '5648321.jpg', '5648321.jpg']",1,1,1,A man is standing outside in the snow while holding a shovel with his dog in the background.,A man is standing outside in the snow while holding a shovel with his dog in the background.,A man in a black sweater and jeans is shoveling snow off of his steps while a dog watches.,A man in a black sweater and jeans is shoveling snow off of his steps while a dog watches.
511400700.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/511400700.jpg,"[' man kneeling in the street taking a photograph .', ' Man taking a smoke break from photography .', "" Spectators enjoy the music of this street performer 's harmonica ."", ' A man talking on his cellphone at a street corner .', ' A man eats on the street as he walks .']","[0.3480551242828369, 0.3360917568206787, 0.33482998609542847, 0.32971131801605225, 0.32935911417007446]","['2447052614.jpg', '4623271967.jpg', '4572766663.jpg', '4507048434.jpg', '4638657067.jpg']",0,0,0,A man taking a photograph of a yellow car.,A man taking a photograph of a yellow car.,A man taking a picture of a truck.,A man taking a picture of a truck.
7779718252.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/7779718252.jpg,"[' A military dentist and his camouflage-clad assistant do dental work on a patient .', ' A woman is having a dental procedure performed by two men in military attire .', ' Two dental practitioners , one male and one female , working on a patient .', ' A military surgical team , one in camouflage , is performing an operation in a field hospital .', ' A solider , "" Wagar , "" peers into a microscope as someone in a white smock looks on .']","[0.43778035044670105, 0.409094899892807, 0.3525491952896118, 0.3472772240638733, 0.34683284163475037]","['7779718252.jpg', '7779718252.jpg', '2291536922.jpg', '6300225700.jpg', '4668973374.jpg']",1,1,1,A military dentist and his camouflage-clad assistant do dental work on a patient.,A military dentist and his camouflage-clad assistant do dental work on a patient.,A military dentist and his camouflage-clad assistant do dental work on a patient.,A military dentist and his camouflage-clad assistant do dental work on a patient.
4724995701.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/4724995701.jpg,"[' A large mechanical claw reaching for something with people watching .', ' A woman is sitting down doing some sort of craft work while another person operates a large wooden loom device in the background .', ' Kid in red shirt playing on bars while another boy watches .', ' Someone playing a Japanese drumming game while another person watches .', ' Man spinning on his head while performing for adults and children .']","[0.34270912408828735, 0.32069435715675354, 0.32000502943992615, 0.3183179199695587, 0.31626322865486145]","['200553102.jpg', '5563345549.jpg', '4122645918.jpg', '3057126570.jpg', '4898846532.jpg']",0,0,0,A man playing an accordion in a store while a young girl watches.,A man playing an accordion in a store while a young girl watches.,A man plays a musical instrument while a little girl watches.,A man plays a musical instrument while a little girl watches.
3825049160.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/3825049160.jpg,"[' Two workers in orange vests are cleaning the windows outside while other look on .', ' Guys working on the outside of building', ' Two city workers working on something outside .', ' Two black and one white construction workers work outside .', ' Three workers with orange clothes are working on a building .']","[0.3787091076374054, 0.3693479895591736, 0.35941749811172485, 0.35200998187065125, 0.3501370847225189]","['1807463181.jpg', '6906541132.jpg', '2331539171.jpg', '2536985499.jpg', '2216631622.jpg']",0,0,0,Two workers in orange vests are cleaning the windows outside while other look on.,Two workers in orange vests are cleaning the windows outside while other look on.,Two workers in orange vests are cleaning the windows outside while other look on.,Two workers in orange vests are cleaning the windows outside while other look on.
4744759921.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/4744759921.jpg,"[' A long-haired man is holding a card board sign saying he will work and that anything helps .', ' A middle-aged unemployed man hold up a sign requesting work .', ' A homeless man holding up a sign with his request for money and his reasons for asking .', ' A guy holding a sign saying will work , while giving the peace sign .', ' A man holds a sign reading "" HOMELESS ANYTHING HELPS "" near a construction site .']","[0.4256538152694702, 0.3823094666004181, 0.3732772469520569, 0.3726485073566437, 0.3713317811489105]","['4744759921.jpg', '4744759921.jpg', '1192725687.jpg', '4744759921.jpg', '2612488996.jpg']",1,1,1,"A man holding a sign that says ""Will Work Yard Work Etc... Any thing Helps! Thanks!!"".","A man holding a sign that says ""Will Work Yard Work Etc...","A man holding a sign that says ""Will work, anything helps!""","A man holding a sign that says ""Will work, anything helps!"""
6954663021.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/6954663021.jpg,"[' A little girl in a yellow summer sundress is in something that could be a black toddler swing .', ' A small baby in a baby swing that has a yellow dress on .', ' Dark-haired little girl , with dirty bare feet , sitting in a large bucket eating a treat .', ' A young female toddler wearing a yellow dress is seated in a swing .', "" This young girl 's eyes are filled with excitement as she swings in her bright yellow dress .""]","[0.37631404399871826, 0.358344167470932, 0.3473232686519623, 0.3471210300922394, 0.33900395035743713]","['6954663021.jpg', '6954663021.jpg', '4105969146.jpg', '6954663021.jpg', '6954663021.jpg']",1,1,1,A small baby in a yellow dress is seated in a swing.,A small baby in a yellow dress is seated in a swing.,A little girl in a yellow dress is in a swing.,A little girl in a yellow dress is in a swing.
2867460039.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/2867460039.jpg,"[' A rock band plays on a Zune stage while many people watch .', ' A "" rock star "" performing a concert in front of a live audience .', ' An action photo on stage of a punk rock band .', ' A rock band is performing in front of a crowd .', ' A band playing live in front of an enthusiastic audience .']","[0.31180840730667114, 0.31063374876976013, 0.310510516166687, 0.3088268041610718, 0.3084354102611542]","['297535592.jpg', '8198089950.jpg', '5626262792.jpg', '47325915.jpg', '6927291004.jpg']",0,0,0,A rock band is performing in front of a crowd.,A rock band is performing in front of a crowd.,A rock band plays on a Zune stage while many people watch.,A rock band plays on a Zune stage while many people watch.
4796827555.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/4796827555.jpg,"[' A train stop with a band including a tuba and drum .', ' A marching band dressed in red tunics and black trousers with tall black furry headpieces are walking in pairs in cadence down a sidewalk bordering a stone wall .', ' A band prepares as they stand on a platform .', ' People playing instruments at a train station .', ' A band is playing outside on a stone walkway .']","[0.3719792664051056, 0.36719730496406555, 0.35022246837615967, 0.3491533100605011, 0.34827372431755066]","['4796827555.jpg', '4889455765.jpg', '4796827555.jpg', '4796827555.jpg', '428501119.jpg']",1,1,1,A band is playing outside on a stone walkway.,A band is playing outside on a stone walkway.,A group of people playing instruments at a train station.,A group of people playing instruments at a train station.
401649634.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/401649634.jpg,"[' A person with gray hair wears a red hat and watches it snow .', ' A man in red takes cellphone pictures at a football game .', ' A man wearing a red hat , red jacket , and red sunglasses is listening to his music player .', ' A man in a black hoodie watching a man in a red cap .', ' A person with a red hood on with his head in his hand sitting on a bench .']","[0.3654444217681885, 0.3495737612247467, 0.34583669900894165, 0.34084299206733704, 0.3395954668521881]","['2124040721.jpg', '241347700.jpg', '4887197185.jpg', '3150742439.jpg', '3922731684.jpg']",0,0,0,A man in a red hat and a brown coat is sitting on a bench.,A man in a red hat and a brown coat is sitting on a bench.,A man in a brown coat with a black hat and glasses is smoking a cigar.,A man in a brown coat with a black hat and glasses is smoking a cigar.
3234375022.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/3234375022.jpg,"[' A snowboard jumps over an upturned garbage can .', ' A child covered in foam is climbing on a black inflatable ramp .', ' The black and white dog ran down the ramp .', ' A black and white dog is climbing stairs in the snow .', ' A dog descends a ramp , teeth bared .']","[0.3430335223674774, 0.34226757287979126, 0.337942898273468, 0.3317932188510895, 0.329948753118515]","['3328397409.jpg', '1075881101.jpg', '233242340.jpg', '2226440063.jpg', '2284894733.jpg']",0,0,0,A black and white dog is climbing stairs in the snow.,A black and white dog is climbing stairs in the snow.,A snowboarder is jumping over a pile of snow.,A snowboarder is jumping over a pile of snow.
2631353232.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/2631353232.jpg,"[' Woman sitting on a ledge overlooking the water .', ' A long-haired woman leans on a stone railing , looking out at the sea .', ' A woman wearing a black tank top , jeans and black sneakers is sitting on a wall near a mountainside full of houses .', ' A girl wearing a brown jacket and jeans is sitting on a rock wall at the edge of a hill , there are several small carts in the background .', ' A woman posing near a cliff']","[0.2933279275894165, 0.29155445098876953, 0.2906712591648102, 0.2881993055343628, 0.287993848323822]","['4624636407.jpg', '4489393182.jpg', '2631353232.jpg', '4439145639.jpg', '619169586.jpg']",0,1,1,A woman sitting on a ledge overlooking the water.,A woman sitting on a ledge overlooking the water.,"A woman wearing a black tank top, jeans and black sneakers is sitting on a wall near a mountainside","A woman wearing a black tank top, jeans and black sneakers is sitting on a wall near a mountainside"
4319855412.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/4319855412.jpg,"["" The shoot around before a women 's basketball game ."", ' A group of people are sitting in a basketball arena watching a team wearing blue and yellow jerseys warm up .', ' The basketball teams are getting ready for a game .', ' Basketball players warming up on the court in a nearly empty arena .', ' A crew gets ready at the sideline in an empty basketball stadium .']","[0.36507901549339294, 0.35963109135627747, 0.3573642373085022, 0.35672011971473694, 0.35495221614837646]","['4319908902.jpg', '4319178349.jpg', '4319855412.jpg', '4319855412.jpg', '6474564205.jpg']",0,1,1,A crew gets ready at the sideline in an empty basketball stadium.,A crew gets ready at the sideline in an empty basketball stadium.,A basketball court with players warming up before a game.,A basketball court with players warming up before a game.
4566219691.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/4566219691.jpg,"[' An older white-haired woman in a blue jacket , brown boots , with a ring on her finger looks at samples of a drink next to a sign in a different language .', ' tourists look at merchandise on a street vendors display in England riffling through cards and maps .', ' A nun hands out materials to passersby at their table .', ' People in a street sharing their opinions on oil .', ' An elderly checks out the samples .']","[0.3335956335067749, 0.331258624792099, 0.3052608370780945, 0.3051634132862091, 0.30228209495544434]","['4566219691.jpg', '4871649486.jpg', '5761877589.jpg', '4717658442.jpg', '4566219691.jpg']",1,1,1,An older white-haired woman in a blue jacket looks at samples of a drink next to a sign in a different,An older white-haired woman in a blue jacket looks at samples of a drink next to a sign in a different,A woman in a blue coat is looking at a sign and samples of a drink.,A woman in a blue coat is looking at a sign and samples of a drink.
64086350.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/64086350.jpg,"[' A woman feeds cake to an elderly man at a wedding celebration .', ' Married couple of many years enjoy their cake together and eat it too as uncle Brian embarrasses himself in the background .', ' An older woman feeds cake to an older man .', ' An older woman feeds cake to a man .', ' A woman dressed in a white dress and holding a bouquet of pink roses , placing a rose stem on the lapel of a man dressed in a dark blue dinner jacket and white tie .']","[0.35621893405914307, 0.3451153039932251, 0.3324795365333557, 0.3280022442340851, 0.3266945481300354]","['64086350.jpg', '64086350.jpg', '64086350.jpg', '64086350.jpg', '3037108254.jpg']",1,1,1,A woman feeds cake to an elderly man at a wedding celebration.,A woman feeds cake to an elderly man at a wedding celebration.,A man and woman are feeding each other cake at a wedding.,A man and woman are feeding each other cake at a wedding.
4845542946.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/4845542946.jpg,"[' Waiters bringing people food in outside vendor restaurant market .', ' Three men are standing outside on a patio of a restaurant selling some kind of food .', "" Three chefs ' taking a break ."", ' Two African American men laughing with aprons on , while a third man wearing a chef jacket is on a cellular phone .', ' Three men working concessions in front of a restaurant .']","[0.3343309462070465, 0.3338937759399414, 0.33199408650398254, 0.3314487934112549, 0.32887107133865356]","['2737544815.jpg', '4697634866.jpg', '2790329126.jpg', '439348091.jpg', '4697634866.jpg']",0,0,0,Three men are standing outside on a patio of a restaurant selling some kind of food.,Three men are standing outside on a patio of a restaurant selling some kind of food.,Three men are standing outside on a patio of a restaurant selling some kind of food.,Three men are standing outside on a patio of a restaurant selling some kind of food.
1660269454.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/1660269454.jpg,"[' Woman runs on kelp strewn sandy beach .', ' Woman in sports bra and bikini bottoms running on beach .', ' A woman runs along the shore .', ' A woman in a black top and blue shorts runs down the beach .', ' A girl runs down a beach .']","[0.3486180603504181, 0.33738476037979126, 0.335149347782135, 0.3350779712200165, 0.332035630941391]","['1660269454.jpg', '2238925844.jpg', '3532200762.jpg', '1660269454.jpg', '3229282764.jpg']",1,1,1,A woman runs down a beach.,A woman runs down a beach.,A woman in a black top and blue shorts runs down the beach.,A woman in a black top and blue shorts runs down the beach.
3109124656.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/3109124656.jpg,"[' A lady with long brown hair is wearing a tan sweater and is sitting on a couch with a man .', ' A woman wearing a pale shirt and jeans is sitting on a couch next to a man in a maroon shirt .', ' A young couple posing on a couch .', ' A young couple sit on the couch , the woman wearing a blue work shirt , her eyes half closed , while the man sits with his arm around her , looking towards the camera , in a gray shirt .', ' A young couple sits on a couch and smiles for the camera .']","[0.35631638765335083, 0.33373066782951355, 0.33245742321014404, 0.3291110694408417, 0.32548385858535767]","['77740577.jpg', '77740577.jpg', '344205744.jpg', '344205744.jpg', '344205744.jpg']",0,0,0,A young couple sits on a couch and smiles for the camera.,A young couple sits on a couch and smiles for the camera.,A man and woman sitting on a couch.,A man and woman sitting on a couch.
3193029429.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/3193029429.jpg,"[' A dancer wearing a red ballroom dancing competition outfit strikes a pose .', ' A woman is performing a Latin dance in a red glistening costume on a large dance floor , with a small crowd behind her in the distance .', ' A lady dressed in a leotard is crouching on a dance floor with a red ribbon twirling .', ' A lady tango dancer in red , finishing her routine .', ' A dancer posing for the camera in a red and white dress .']","[0.3673320412635803, 0.35717207193374634, 0.3414381444454193, 0.340053915977478, 0.33595460653305054]","['3193029429.jpg', '3193029429.jpg', '5502929205.jpg', '3193029429.jpg', '3301822808.jpg']",1,1,1,A dancer wearing a red ballroom dancing competition outfit strikes a pose.,A dancer wearing a red ballroom dancing competition outfit strikes a pose.,A woman in a red dress is dancing on a stage.,A woman in a red dress is dancing on a stage.
4694601786.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/4694601786.jpg,"[' An outside few of some houses .', ' People shimmy along a narrow pathway .', ' There are people walking down a sidewalk in a Japanese city .', ' Various people are walking along a path towards a fenced-in area that is surrounded by small buildings .', ' a person is walking down an alley lined with trees']","[0.32795578241348267, 0.318696528673172, 0.316499263048172, 0.3149195909500122, 0.31139251589775085]","['4941244018.jpg', '31764678.jpg', '4755772583.jpg', '2251277216.jpg', '4855749823.jpg']",0,0,0,A person is walking down an alley lined with trees.,A person is walking down an alley lined with trees.,People walking down a sidewalk in a Japanese city.,People walking down a sidewalk in a Japanese city.
6198563920.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/6198563920.jpg,"[' A street performer is using a hula hoop surrounded by fire and performing on the street .', ' A street performer spinning fire .', ' A street performer is twirling fiery sticks as an act .', ' A dog is jumping through a flaming hoop .', ' Female fire dancer performing in the middle of a city street with a crowd watching .']","[0.3828793168067932, 0.37647780776023865, 0.3667502701282501, 0.3588484227657318, 0.3560169041156769]","['3467376543.jpg', '83482568.jpg', '6198563920.jpg', '3560125106.jpg', '83482568.jpg']",0,1,1,A female fire dancer is performing in the middle of a city street with a crowd watching.,A female fire dancer is performing in the middle of a city street with a crowd watching.,A street performer is using a hula hoop surrounded by fire and performing on the street.,A street performer is using a hula hoop surrounded by fire and performing on the street.
4347559524.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/4347559524.jpg,"[' A man shoveling snow off of his stoop .', ' A man is out shoveling snow off of the stairs and sidewalk from the front of his home .', ' A man shoveling his front steps after a snowstorm .', ' Person in black coat shoveling snow off of a walkway .', ' A person dressed in black shoveling a path to the road from the stairs .']","[0.3601931035518646, 0.3591231107711792, 0.35805246233940125, 0.3577788472175598, 0.35655301809310913]","['4209480025.jpg', '4209480025.jpg', '4209480025.jpg', '4347559524.jpg', '4347559524.jpg']",0,1,1,A man in a black coat shovels snow off of a walkway.,A man in a black coat shovels snow off of a walkway.,A man in a black coat is shoveling snow off of his front steps.,A man in a black coat is shoveling snow off of his front steps.
3827161885.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/3827161885.jpg,"[' A man lifting up a woman by the waist dancing ballroom in the middle of a little town .', ' A pair of dancers appear to be dancing in an alley between to buildings , the man dressed in a fine pair of clothes is holding up a woman who is dressed equally as well .', ' A couple dancing alfresco dressed in turquoise tops , the lady is held up in the air with her hands stretched upwards .', ' A male dancer is lifting a female dancer by the waist and leg .', ' A young couple dancing outside in the courtyard .']","[0.3785741627216339, 0.35525327920913696, 0.3546987771987915, 0.3457390069961548, 0.34112584590911865]","['3827161885.jpg', '3827161885.jpg', '3827161885.jpg', '6307281128.jpg', '4246033943.jpg']",1,1,1,A male dancer is lifting a female dancer by the waist and leg.,A male dancer is lifting a female dancer by the waist and leg.,A man and woman are dancing together in the street.,A man and woman are dancing together in the street.
4445607388.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/4445607388.jpg,"[' A van with flags advertising floats , boogie boards , umbrellas , chairs , and surfboards .', "" Bronislaw Komorowski 's campaign sign floats above a McDonald 's ."", ' A float representing the times of hanging is shown in the back of a truck .', ' A man wearing a thong and furry boots walks down a crowded street towing a political agenda sign on wheels .', ' A man yields a slow sign at a docking area .']","[0.3123100697994232, 0.3043057918548584, 0.28500083088874817, 0.2845137119293213, 0.27577605843544006]","['4445607388.jpg', '4718615348.jpg', '2661294969.jpg', '258089565.jpg', '1626116016.jpg']",1,1,1,"A van with flags advertising floats, boogie boards, umbrellas, chairs, and sur","A van with flags advertising floats, boogie boards, umbrellas, chairs, and sur","A van with flags advertising floats, boogie boards, umbrellas, chairs, and sur","A van with flags advertising floats, boogie boards, umbrellas, chairs, and sur"
3469584002.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/3469584002.jpg,"[' This girl is jumping off of a rock onto the sand .', ' A man wearing shorts leaps off a rock into the ocean .', ' Someone leaps across the beach in a sign of joy !', ' A boy is jumping on rocks by the beach', ' A girl on the beach jumping from a boulder onto the sand with one hand in the air .']","[0.3501153588294983, 0.3491520583629608, 0.34464940428733826, 0.34391307830810547, 0.34074434638023376]","['2414352262.jpg', '7579008108.jpg', '238046200.jpg', '1345907464.jpg', '3469584002.jpg']",0,1,1,A girl is jumping off a rock onto the sand at the beach.,A girl is jumping off a rock onto the sand at the beach.,A girl is jumping off a rock into the ocean.,A girl is jumping off a rock into the ocean.
356478206.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/356478206.jpg,"[' A girl dressed all in pink is jumping up in the air with her arms spread wide at a bowling alley .', ' A young girl in a pink outfit jumping at a bowling alley .', ' A girl in all pink is jumping into the air at a bowling alley .', ' A celebratory girl wearing pink at a bowling alley .', ' A woman in a pink shirt has just thrown a bowling ball down the aisle .']","[0.444330096244812, 0.439863383769989, 0.43526023626327515, 0.4148862659931183, 0.3734920024871826]","['356478206.jpg', '356478206.jpg', '356478206.jpg', '356478206.jpg', '67110478.jpg']",1,1,1,A girl dressed all in pink is jumping up in the air with her arms spread wide at a bowling alley,A girl dressed all in pink is jumping up in the air with her arms spread wide at a bowling alley,A girl in a pink shirt is jumping in the air at a bowling alley.,A girl in a pink shirt is jumping in the air at a bowling alley.
370614351.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/370614351.jpg,"[' A bald man wearing a Native American costume is dancing .', ' A little boy wears a Native American outfit .', ' A person poses for the camera wearing tribal dress .', ' An older woman standing in tribal clothing .', ' A younger man dressed in tribal attire .']","[0.3484501540660858, 0.3482021689414978, 0.34536996483802795, 0.3368266522884369, 0.3351580798625946]","['5911782297.jpg', '4762301168.jpg', '621668012.jpg', '7709055992.jpg', '4922450371.jpg']",0,0,0,A man in a Native American costume is dancing in a store.,A man in a Native American costume is dancing in a store.,A man wearing a Native American costume is dancing.,A man wearing a Native American costume is dancing.
85519095.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/85519095.jpg,"[' a little league boy making a hit .', ' A t-ball batter is in mid-swing with his eye focused on the ball .', ' A kid wearing red shirt , black pants and blue helmet with 2 different socks is hitting a baseball .', ' A boy winding up for a pitch .', ' A young baseball player watches the ball take flight just after contact .']","[0.34794703125953674, 0.3411582112312317, 0.3408929705619812, 0.3408145308494568, 0.33688345551490784]","['2557801204.jpg', '7238675644.jpg', '7443807824.jpg', '3744832122.jpg', '7757250094.jpg']",0,0,0,A young baseball player watches the ball take flight just after contact.,A young baseball player watches the ball take flight just after contact.,A young baseball player watches the ball take flight just after contact.,A young baseball player watches the ball take flight just after contact.
2708775214.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/2708775214.jpg,"[' A boy holds his fist in a metal trap at an exhibit .', ' A young boy holds a sword and fence with a dummy holding a similar thin sword .', ' Young happy boy in a dark shirt is pretending to stick his hand in a prop animal trap .', ' a boy in a black shirt holding a hammer .', ' A man in a tank top holds a metal bar against a wall .']","[0.3661919832229614, 0.3362608253955841, 0.3352341949939728, 0.33295580744743347, 0.32448291778564453]","['2708775214.jpg', '1175268298.jpg', '2708775214.jpg', '33728078.jpg', '247470609.jpg']",1,1,1,A young boy in a black shirt holding a sword and fence with a dummy holding a similar thin sword.,A young boy in a black shirt holding a sword and fence with a dummy holding a similar thin sword.,A boy in a black shirt holds a metal bar against a wall.,A boy in a black shirt holds a metal bar against a wall.
3565917449.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/3565917449.jpg,"[' An oriental man walking a 3-wheeled bicycle .', ' An asian man riding his bicycle down the street .', ' A man is walking his bike in China .', ' An oriental man riding a bike with a basket down a wet street .', ' A woman in a gray overcoat rides her bicycle along a street .']","[0.3654966354370117, 0.3557674288749695, 0.35518282651901245, 0.35153472423553467, 0.34763041138648987]","['215797019.jpg', '3565917449.jpg', '4709236483.jpg', '6892085645.jpg', '2083434441.jpg']",0,1,1,An oriental man riding a bike with a basket down a wet street.,An oriental man riding a bike with a basket down a wet street.,A man riding a bicycle with a basket.,A man riding a bicycle with a basket.
311380477.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/311380477.jpg,"[' A man with a mohawk is sweeping a skate park .', ' A guy with a mohawk is sweeping with a push broom .', ' A young woman with a black shirt and jeans sweeping .', ' A guy with a mohawk cleaning the skating ramp .', ' Man with a large mohawk sweeping with a broom .']","[0.3847433924674988, 0.381195992231369, 0.37252917885780334, 0.3695913553237915, 0.3611403703689575]","['311380477.jpg', '311380477.jpg', '2778313163.jpg', '311380477.jpg', '311380477.jpg']",1,1,1,A man with a mohawk is sweeping a skate park.,A man with a mohawk is sweeping a skate park.,A man with a mohawk is sweeping a skate park.,A man with a mohawk is sweeping a skate park.
56012054.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/56012054.jpg,"[' A woman cooking in a big pan outside .', ' An Asian woman is cooking in an outdoor kitchen .', ' A hispanic woman is using a outdoors wok to cook .', ' A woman cooking food on hot stove .', ' A woman is cooking with a large pot .']","[0.35928142070770264, 0.3485954999923706, 0.3402073383331299, 0.33876514434814453, 0.3335663378238678]","['3896878460.jpg', '86350713.jpg', '86350713.jpg', '2773331947.jpg', '7738684358.jpg']",0,0,0,An Asian woman is cooking in an outdoor kitchen.,An Asian woman is cooking in an outdoor kitchen.,A woman is cooking in an outdoor kitchen.,A woman is cooking in an outdoor kitchen.
7411114322.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/7411114322.jpg,"[' A player throws a ball and other tries to catch it .', ' Competitor goes for the tackle in a foreign sport .', ' A rugby player attempts to break free of an opposing player with both teams closing in .', ' A man running with a ball as his opponent tries to grab him .', ' Rugby man avoiding other man while scoring']","[0.2986128330230713, 0.2976360321044922, 0.29414406418800354, 0.2915399372577667, 0.29127854108810425]","['5972945043.jpg', '6536482681.jpg', '3485816074.jpg', '3478176372.jpg', '6864521935.jpg']",0,0,0,A rugby player attempts to break free of an opposing player with both teams closing in.,A rugby player attempts to break free of an opposing player with both teams closing in.,A man in a red jersey is running with a ball while another man in a blue jersey tries to catch,A man in a red jersey is running with a ball while another man in a blue jersey tries to catch
4623878206.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/4623878206.jpg,"[' A woman in a long green shirt , a yellow backpack , and a bottle of water is walking across a street as a couple follows close behind .', ' A tattooed woman with a green dress and yellow backpack holding a water bottle is walking across the street .', ' A runner with a turtle backpack looking exhausted at a street race .', ' A woman with a yellow backpack , a tattoo , a green dress and spandex walks past a couple .', ' A dark-haired woman wearing a green dress and carrying a yellow backpack crossing a street .']","[0.3958188593387604, 0.38869625329971313, 0.3875761032104492, 0.3838425874710083, 0.38184165954589844]","['4623878206.jpg', '4623878206.jpg', '7102122069.jpg', '4623878206.jpg', '4623878206.jpg']",1,1,1,"A woman with a yellow backpack, a tattoo, a green dress and spandex walks past a couple.","A woman with a yellow backpack, a tattoo, a green dress and spandex walks past a couple.",A woman in a green dress and yellow backpack is walking across a street.,A woman in a green dress and yellow backpack is walking across a street.
2063399864.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/2063399864.jpg,"[' A family on the shores of a beach looking for crabs wondering around on the rocks .', ' A mother teaches her two young boys to fish off of a rocky coast into very blue water .', ' Two young children and an adult are fishing on the shoreline near large rocks .', ' A father and his two young children watch seagulls on the beach .', ' A family fishes off the edge of a beach .']","[0.38677695393562317, 0.36209210753440857, 0.3612689673900604, 0.35606491565704346, 0.35523879528045654]","['2166417615.jpg', '2063399864.jpg', '2063399864.jpg', '3298908252.jpg', '2063399864.jpg']",0,1,1,A father and his two young children are fishing off the edge of a beach.,A father and his two young children are fishing off the edge of a beach.,A man and two children are fishing on the beach.,A man and two children are fishing on the beach.
