image_name,image_path,retrieved_captions,retrieved_scores,raw_rag,answer_rag,raw_no_rag,answer_no_rag
000000275791.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000275791.jpg,"['A blue and yellow train is traveling down the tracks near some water and boats.', 'A purple train with a yellow front is under neath an over path.', 'There is a water shuttle going down a canal.', 'A large trains travels past a river that contains several different boats', 'Yellow and blue train moving along its tracks near a river.']","[0.3226093351840973, 0.3155820369720459, 0.3064681887626648, 0.3054911196231842, 0.2941349744796753]",A blue and yellow train is traveling down the tracks near some water and boats.,A blue and yellow train is traveling down the tracks near some water and boats.,A train is crossing a bridge over a canal with boats.,A train is crossing a bridge over a canal with boats.
000000452784.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000452784.jpg,"['A person washing their hands near a bowl of broccoli.', 'A view of a piece of broccoli with a person holding it.', 'The cook is rinsing a draining the greens at her kitchen sink.', 'A person holding a piece of broccoli with an insect on it. ', 'Two fingers holding a  small piece of broccoli ']","[0.37408629059791565, 0.33289170265197754, 0.3316879868507385, 0.3307490050792694, 0.3236226737499237]",A person is washing their hands near a bowl of broccoli.,A person is washing their hands near a bowl of broccoli.,A person is washing vegetables in a kitchen sink.,A person is washing vegetables in a kitchen sink.
000000386912.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000386912.jpg,"['A woman sitting at a desk in her work station', 'a woman is sitting in front of a desk', 'A woman sitting in a room near some computers.', 'this woman is at a desk using a computer', 'a woman at her desk sits intently and happy']","[0.3438194990158081, 0.31083548069000244, 0.29739758372306824, 0.2971399128437042, 0.2927262485027313]",A woman sitting at a desk in front of a computer.,A woman sitting at a desk in front of a computer.,A woman sits at a desk in front of a computer with a white monitor and keyboard.,A woman sits at a desk in front of a computer with a white monitor and keyboard.
000000084431.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000084431.jpg,"['A ham pizza with grated parmesan is on a plate in front of a TV.', 'A piece of pizza sitting on a plate while a t.v. is on. ', 'a single slice of pizza with ham slices on it  on a plate', 'One of the slices of pizza on the dish is turned upside down. ', 'a slice of pizza sitting on top of a table.']","[0.3746974468231201, 0.36147475242614746, 0.35939785838127136, 0.34564486145973206, 0.33705252408981323]",A slice of pizza with ham and cheese on it sits on a plate in front of a television.,A slice of pizza with ham and cheese on it sits on a plate in front of a television.,A slice of pizza with ham and cheese on a plate in front of a television.,A slice of pizza with ham and cheese on a plate in front of a television.
000000192607.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000192607.jpg,"['A man standing next to a truck near a forest hillside.', 'A man standing next to a muddy pick up truck.', 'A man and his truck on a trail in a forest.', 'A muddied man standing next to a muddied truck.', 'A man on a beech vehicle making his way thru the sand.']","[0.34194687008857727, 0.3320246636867523, 0.30662959814071655, 0.3001016080379486, 0.27005821466445923]",A man standing next to a muddy pick up truck.,A man standing next to a muddy pick up truck.,A man standing next to a dirty blue truck in the woods.,A man standing next to a dirty blue truck in the woods.
000000326128.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000326128.jpg,"['man on his knees with his snow board still attached, hands on hips', 'A man sitting down with a snowboard strapped on', 'A person sitting on the side of a mountain with a snow board.', 'A snow boarder sits in the snow looking at the camera. ', 'Skier in full snow gear posing for a picture.']","[0.3315627872943878, 0.324966162443161, 0.3202257454395294, 0.31748783588409424, 0.31701329350471497]",A man in full snow gear poses for a picture on a snowy mountain.,A man in full snow gear poses for a picture on a snowy mountain.,A man in ski gear stands on a snowy slope with a snowboard.,A man in ski gear stands on a snowy slope with a snowboard.
000000052413.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000052413.jpg,"['A child holding a pink toy cell phone with ""Princess Aurora"" inside it.', 'A person holding up a toy cell phone.', 'A photo of someone holding a fake pink cell phone.', 'there is a adult that is holding a pink princess phone', 'Someone is holding a pick cellular flip phone. ']","[0.42574119567871094, 0.3603423833847046, 0.35944482684135437, 0.3526298701763153, 0.3419869840145111]",A person is holding a pink toy cell phone with a picture of a princess on it.,A person is holding a pink toy cell phone with a picture of a princess on it.,A person holding a pink flip phone with a picture of a woman on the screen.,A person holding a pink flip phone with a picture of a woman on the screen.
000000450399.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000450399.jpg,"['The people are selecting their donuts at the counter.', 'Women serving baked goods under a canopy ', 'Krispy Kreme donuts fill up a long table.', 'Several people are working behind the counter of a bakery.', 'Amish men and women making homemade doughnuts at a flea market.']","[0.35585474967956543, 0.34967368841171265, 0.33242422342300415, 0.33043256402015686, 0.32830503582954407]",Several people are working behind the counter of a bakery.,Several people are working behind the counter of a bakery.,A group of people are preparing doughnuts at a bakery.,A group of people are preparing doughnuts at a bakery.
000000277051.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000277051.jpg,"['Little birds on the back of chairs at an outdoor restaurant ', 'Two sparrows sit n a table with a red tablecloth at an outdoor cafe. ', 'two little sparrows standing on a table by a knife', 'This is two birds pecking at the remnants of a burger at an outdoor restaurant.', 'two gray white and brown birds a knife and a red table']","[0.3647948205471039, 0.3607003390789032, 0.35044851899147034, 0.3444921374320984, 0.3394208550453186]",Two sparrows sit on a table with a red tablecloth at an outdoor cafe.,Two sparrows sit on a table with a red tablecloth at an outdoor cafe.,Two birds are standing on a table with a can of tomatoes and a knife.,Two birds are standing on a table with a can of tomatoes and a knife.
000000235857.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000235857.jpg,"['A brown cow and two black cows eating grass in a field. ', 'Three cows two black and one brown grazing in a green field.', 'Black cows standing in the grass of a pasture.', 'some black cattle are grazing in a green field', 'Brown and black cows are eating grass by a fence.']","[0.36736729741096497, 0.356189489364624, 0.3306196331977844, 0.3300431966781616, 0.3292154371738434]",A brown cow and two black cows eating grass in a field.,A brown cow and two black cows eating grass in a field.,Two cows grazing in a field with a third cow in the background.,Two cows grazing in a field with a third cow in the background.
000000422670.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000422670.jpg,"['a close up of a child on a couch', 'A baby is reaching up toward the camera.', 'A small child is reaching for the camera.', 'A young child with a pacifier lying down in his bed', 'A baby with food on her face and her tongue sticking out.']","[0.30959394574165344, 0.30244213342666626, 0.30160126090049744, 0.2984425723552704, 0.2848232090473175]",A baby with food on her face and her tongue sticking out.,A baby with food on her face and her tongue sticking out.,A baby is looking at the camera with a curious expression.,A baby is looking at the camera with a curious expression.
000000396568.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000396568.jpg,"[""A red and black BNSF train travels along it's tracks."", 'Multiple orange train engines on tracks with trees on each side.', 'The train engine number 6309 is operated by BNSF. ', 'An orange and green train reads ""BNSF"" on the side.', 'Orange train on tracks in the country side.']","[0.327711284160614, 0.3170759975910187, 0.3157136142253876, 0.3139236867427826, 0.3105122745037079]",An orange and green BNSF train is traveling along the tracks in a rural area.,An orange and green BNSF train is traveling along the tracks in a rural area.,A train with red and black cars is on a track in a rural area.,A train with red and black cars is on a track in a rural area.
000000125572.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000125572.jpg,"['Big Ben and part of parliament from across the street.', 'The palace of Westminster, featuring Elizabeth tower that holds Big Ben.', 'A traffic light on the intersection of a city, with a large building and a bicyclist in the background.', 'A city view with buildings, bikers and walkers.  ', 'A busy street by large Gothic style buildings.']","[0.31395646929740906, 0.30448365211486816, 0.28059226274490356, 0.2746634781360626, 0.27404019236564636]",A busy street by large Gothic style buildings.,A busy street by large Gothic style buildings.,A person riding a bike in front of the Big Ben and the Houses of Parliament.,A person riding a bike in front of the Big Ben and the Houses of Parliament.
000000378116.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000378116.jpg,"['Man surfing a wave on a dull day.', 'A man in a wet suit is surfing.', 'A man is surfing on a small wave.', 'A young surfer in a wetsuit surfs a small wave.', 'A surfer takes a spill on a small wave.']","[0.3312528729438782, 0.32915014028549194, 0.3258833885192871, 0.32492056488990784, 0.32455286383628845]",A surfer in a wetsuit is riding a small wave.,A surfer in a wetsuit is riding a small wave.,A surfer rides a wave in the ocean.,A surfer rides a wave in the ocean.
000000128476.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000128476.jpg,"['A display of several elaborately decorated pink and white cakes.', 'a bunch of heart shaped cakes are on display', 'military personnel cutting up pieces of cake to be passed out.', 'Two women are selling cakes and other items inside of an outdoor stand.', 'A smiling man sitting by a very nice looking cake.']","[0.3540979325771332, 0.3149673044681549, 0.3086114823818207, 0.30493056774139404, 0.30490779876708984]",A display of several elaborately decorated pink and white cakes.,A display of several elaborately decorated pink and white cakes.,A woman is arranging cakes with flowers on them at a market.,A woman is arranging cakes with flowers on them at a market.
000000353180.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000353180.jpg,"['Over ten men pushing a charter bus with a woman watching.', 'Men are standing around on a city bus.', 'People line up to take a city bus.', 'A group of people that are behind a bus.', 'A group of people who are pushing a school bus.']","[0.33313146233558655, 0.2999441921710968, 0.2989910840988159, 0.29530590772628784, 0.294432669878006]",A group of people are pushing a charter bus with a woman watching.,A group of people are pushing a charter bus with a woman watching.,"A group of people are seen from behind, bending over and touching the back of a bus.","A group of people are seen from behind, bending over and touching the back of a bus."
000000233370.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000233370.jpg,"['A person lying under a large black suitcase near a block wall.', 'A person lying on the ground with a suit case on top of them.', 'A woman lies on the ground under a suitcase.', 'a cellophone broken into pieces by a womans feet', 'Someone who is laying down under a suitcase.']","[0.3767451345920563, 0.3513730764389038, 0.34777554869651794, 0.33775803446769714, 0.31714990735054016]",A person lying on the ground with a suit case on top of them.,A person lying on the ground with a suit case on top of them.,A person is lying on the ground with a briefcase on their back.,A person is lying on the ground with a briefcase on their back.
000000205647.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000205647.jpg,"['FedEx truck hauling two extra trailers driving through the desert.', 'A Fedex truck drives in front of hills.', 'A huge Fed Ex truck with three different containers that the truck is pulling.', 'Truck viewed from the back with vans and trucks visible in the background of the image.', 'A truck and trailer sit behind a long bench.']","[0.4512782394886017, 0.42179787158966064, 0.37763023376464844, 0.32334405183792114, 0.32244253158569336]",A FedEx truck with three trailers is driving on a highway with mountains in the background.,A FedEx truck with three trailers is driving on a highway with mountains in the background.,A FedEx truck is driving on a highway with mountains in the background.,A FedEx truck is driving on a highway with mountains in the background.
000000336265.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000336265.jpg,"['Man on a marked field holding a frisbee in his hand. ', 'A man standing on top of a grass covered field with a frisbee.', 'A man holding a red frisbee while standing on lush green field.', 'A man in a grassy field about to catch a frisbee.', 'A person trying to reach a Frisbee in a field with high brown grass.']","[0.3161596357822418, 0.3133818209171295, 0.3124748468399048, 0.30968308448791504, 0.30747175216674805]",A man in a field with a frisbee.,A man in a field with a frisbee.,A person in a field with mountains in the background.,A person in a field with mountains in the background.
000000342295.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000342295.jpg,"['A white toilet sitting next to a bath tub filled with paintings.', 'Someone put their art collection in their bath tub.', 'Framed artwork and paintings stored vertically in an old bathtub', 'a bathtub with several large paintings in it', 'A bathroom view with a toilet and picture frames inside a tub.']","[0.3813759684562683, 0.36207205057144165, 0.3541857898235321, 0.34933793544769287, 0.31612351536750793]",A bathroom view with a toilet and picture frames inside a tub.,A bathroom view with a toilet and picture frames inside a tub.,A painting of a man is leaning on a bathtub in a bathroom.,A painting of a man is leaning on a bathtub in a bathroom.
000000163746.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000163746.jpg,"['Two almost identical photos with some minor cropping show two young girls standing on the coast with people in the water in the background as a plane flies overhead', 'Girls playing on a beach with an airplane flying above them. ', 'There are 2 girls walking on the beach and a kite in the sky.', 'two girls walk off the windy beach while a kite flies overhead', 'Two people on a beach flying  akite']","[0.4489764869213104, 0.35940298438072205, 0.3081509470939636, 0.29880473017692566, 0.2919255495071411]",Two almost identical photos with some minor cropping show two young girls standing on the coast with people in the water in the background,Two almost identical photos with some minor cropping show two young girls standing on the coast with people in the water in the background,A woman in a white shirt is walking into the water with two other women following her.,A woman in a white shirt is walking into the water with two other women following her.
000000097924.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000097924.jpg,"['Three men are pushing a horse onto the back of a horse trailer.', 'Three people try to guide a horse into a trailer. ', 'Three people are loading a horse into a horse trailer.', 'This is a horse being put into a trailer.', 'Four people trying to get a black horse into the back of a blue and white truck.']","[0.32985246181488037, 0.3274458944797516, 0.3184340000152588, 0.31685206294059753, 0.30413663387298584]",Three men are pushing a horse onto the back of a horse trailer.,Three men are pushing a horse onto the back of a horse trailer.,Three people are loading a horse into a trailer in an outdoor setting.,Three people are loading a horse into a trailer in an outdoor setting.
000000164115.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000164115.jpg,"['A surfboard is stowed in a rack alongside a walkway.', 'a surf board leaning on a wheel barrel ', 'A surfboard mounted on a bicycle on the side of the road.', 'There are a lot of surf boards leaning against the building.', 'a yellow sign of a person carrying a surf board']","[0.36010435223579407, 0.35558682680130005, 0.33700037002563477, 0.3316304087638855, 0.32045355439186096]",A surfboard is stowed in a rack alongside a walkway.,A surfboard is stowed in a rack alongside a walkway.,A blue and yellow surfboard with a picture of a flower on it is leaning against a fence.,A blue and yellow surfboard with a picture of a flower on it is leaning against a fence.
000000375763.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000375763.jpg,"['A number of sheep gathered together looking around while standing on grass.', 'a large group black faced sheep with one or two white faced sheep', 'A bunch of sheep are walking around bored.', 'Sheep are standing together outside in a field', 'The sheep gathered in the meadow wait to be told where to go']","[0.33099105954170227, 0.3273736536502838, 0.32339730858802795, 0.32073697447776794, 0.3195987939834595]",A bunch of sheep are standing together outside in a field.,A bunch of sheep are standing together outside in a field.,A herd of sheep are standing in a field.,A herd of sheep are standing in a field.
000000423944.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000423944.jpg,"['a couple of people that are dressed up dancing', 'Two headless mannequins display fashionable clothing in front of a pink background.', 'a couple of people that are standing up in a room', 'Two mannequins featuring a display of fashionable clothing.', 'There are two people dressed up in formal attire']","[0.2954821288585663, 0.2940288484096527, 0.29003921151161194, 0.2812460958957672, 0.2793261408805847]",Two headless mannequins display fashionable clothing in front of a pink background.,Two headless mannequins display fashionable clothing in front of a pink background.,Two people standing on platforms with a pink background.,Two people standing on platforms with a pink background.
000000080273.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000080273.jpg,"['a young boy is standing on a snowboard ', 'A person in a green jacket skiing down a slope', 'man on his knees with his snow board still attached, hands on hips', 'A young man is snowboarding on top of some snow. ', 'A person standing in the snow near a snow board.']","[0.3516635298728943, 0.345684677362442, 0.3400335907936096, 0.3363749086856842, 0.33227473497390747]",A person in a green jacket is snowboarding down a snowy slope.,A person in a green jacket is snowboarding down a snowy slope.,A man in a green jacket and goggles is snowboarding down a snowy hill.,A man in a green jacket and goggles is snowboarding down a snowy hill.
000000356169.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000356169.jpg,"['A street going trough the center of a small town.', 'A wet road in a rural neighborhood. ', 'There are cars on the street in the distance.', 'A stormy cloud overshadows houses and a neighborhood intersection.', 'A hill of a street at a stoplight with traffic ']","[0.33927059173583984, 0.3309617042541504, 0.32985183596611023, 0.32820460200309753, 0.32658058404922485]",A street going trough the center of a small town.,A street going trough the center of a small town.,A street with houses on both sides and a car driving down the road.,A street with houses on both sides and a car driving down the road.
000000282912.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000282912.jpg,"['A giraffe standing in his enclosure at the zoo.', 'Giraffe from the zoo staring into the distance.', 'A giraffe in a pen at a zoo', 'A very cute giraffe making a funny face.', 'A giraffe in the display at the zoo.']","[0.3457034230232239, 0.3436058461666107, 0.34320199489593506, 0.3421742022037506, 0.34074515104293823]",A giraffe standing in his enclosure at the zoo.,A giraffe standing in his enclosure at the zoo.,A giraffe with a long neck and brown and white spots is leaning over a rock.,A giraffe with a long neck and brown and white spots is leaning over a rock.
000000004395.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000004395.jpg,"['A person stands and shows his tie off.', 'A man in a shirt and tie standing up.', 'A view of a man wearing a casual shirt and tie.', 'A man wearing a shirt and a pixilated looking neck tie.', 'A man is showing off his religious tie']","[0.357940673828125, 0.3452581763267517, 0.34516337513923645, 0.34437093138694763, 0.34334900975227356]",A man in a shirt and tie standing up.,A man in a shirt and tie standing up.,A man in a white shirt and striped tie.,A man in a white shirt and striped tie.
000000194940.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000194940.jpg,"['The small black bowls have peppers and carrots in them.', 'a couple of tins with some food in them', 'The blender is being used to liquify vegetables  for sauces during dinner preparation.', 'The healthy lunch is packed up and ready to be eaten. ', 'A serving of rice, carrots, green pod beans and an egg each in their own small plastic containers.']","[0.3343959152698517, 0.3197324275970459, 0.3149803578853607, 0.3125933110713959, 0.31072136759757996]",A blender is on a table next to four small bowls of vegetables.,A blender is on a table next to four small bowls of vegetables.,"A table with a Zojirushi rice cooker, a cup of carrots, a cup of brocc","A table with a Zojirushi rice cooker, a cup of carrots, a cup of brocc"
000000218439.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000218439.jpg,"['A young boy laying in bed holding Nintendo Wii controllers.', 'A guy in a green shirt casually plays the Nintendo Wii.', 'a guy playing wii in a blurry photo', 'A man holding a Wii controller making a very funny face', ' Playing Wii with the nunchuk never looked so good.']","[0.32768869400024414, 0.32392197847366333, 0.3171860873699188, 0.3161778151988983, 0.31552863121032715]","A man in a green shirt is sitting on a bed with a wall covered in photos, holding a Wii controller and","A man in a green shirt is sitting on a bed with a wall covered in photos, holding a Wii controller and",A man in a green shirt is sitting on a bed with a wall covered in photos behind him.,A man in a green shirt is sitting on a bed with a wall covered in photos behind him.
000000193162.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000193162.jpg,"['A man is using two cows to plow a field.', 'a cow walks as a man on a quad follows it ', 'a couple of cows that are dragging some metal', 'a man on a three wheeler following behind a two dogs and a cow', 'A man is right behind a cow on green grass.']","[0.3474912941455841, 0.33201730251312256, 0.32030439376831055, 0.31909123063087463, 0.3069283664226532]",A man is using two cows to plow a field.,A man is using two cows to plow a field.,A man is plowing a field with a tractor and two dogs are following him.,A man is plowing a field with a tractor and two dogs are following him.
000000279769.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000279769.jpg,"['The banana is laying next to an almost empty bowl.', 'Banana on a paper towel behind a banana shaped paper towel.', 'A banana and a nearly empty bowl of food resting on top of a table.', 'A banana resting on a paper towel atop a wooden table.', 'The plate has a banana being sliced near cookies.']","[0.3930213749408722, 0.38093650341033936, 0.3597595691680908, 0.34575679898262024, 0.34231990575790405]",A banana is laying on a paper towel next to a paper towel that is shaped like a banana,A banana is laying on a paper towel next to a paper towel that is shaped like a banana,A banana is on a napkin next to a piece of paper with a drawing of a banana on it.,A banana is on a napkin next to a piece of paper with a drawing of a banana on it.
000000216296.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000216296.jpg,"[""The tennis player's feet leave the ground as he hits the ball. "", 'The tennis player does not know what to expect with the next serve.', 'Strike a pose, you hunky young tennis player!', 'The tennis player throws the ball up to serve', 'A man hitting a tennis ball during a tennis match.']","[0.3085373044013977, 0.30703097581863403, 0.30589911341667175, 0.3018929660320282, 0.3004535436630249]",A man hitting a tennis ball during a tennis match.,A man hitting a tennis ball during a tennis match.,A tennis player in a yellow and white outfit is in the middle of a serve on a court with a digital scoreboard,A tennis player in a yellow and white outfit is in the middle of a serve on a court with a digital scoreboard
000000060886.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000060886.jpg,"['A baseball team celebrates on the field together.', 'The ump and baseball players on the field.', 'A baseball team playing a baseball game in front of a crowd.', 'Several baseball players in the middle of a game.', 'A baseball team all huddled together on the baseball field . ']","[0.34038761258125305, 0.3381611108779907, 0.32376834750175476, 0.3221268653869629, 0.31833648681640625]",A baseball team celebrates on the field together.,A baseball team celebrates on the field together.,A group of baseball players in a circle on the field.,A group of baseball players in a circle on the field.
000000044652.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000044652.jpg,"['A nice jet plane flying into some grey skies.', 'A tri-motor, vintage airplane on final approach to land.', 'An old airplane is flying through the sky.', 'A smoking jet going straight up in the sky.', 'An aircraft is flying in a cloudy sky. ']","[0.3483232259750366, 0.3438103497028351, 0.33847030997276306, 0.33232274651527405, 0.33224740624427795]",An old airplane is flying through the sky.,An old airplane is flying through the sky.,A small airplane is flying in the sky with clouds in the background.,A small airplane is flying in the sky with clouds in the background.
000000223959.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000223959.jpg,"['A man with shorts and long tube socks holds a racket', 'A man holds a tennis racket in his hand and looks up.', 'A man holding a tennis racket over his head.', 'A man holding a tennis racket is holding up his hand.', 'A young man holds up a tennis racket.']","[0.33845776319503784, 0.3360748589038849, 0.32997947931289673, 0.32686474919319153, 0.32626575231552124]",A man holding a tennis racket over his head.,A man holding a tennis racket over his head.,A tennis player in a white shirt and black shorts holding a tennis racket.,A tennis player in a white shirt and black shorts holding a tennis racket.
000000079188.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000079188.jpg,"['A couple giraffes staring in the same direction', 'a couple of giraffes are standing in a field', 'Two giraffe standing next to each other on a field.', 'Two tall giraffe standing next to each other.', 'Two giraffes standing in a field looking in the same direction.']","[0.3430541753768921, 0.3421408236026764, 0.34183216094970703, 0.3416198492050171, 0.34075480699539185]",Two giraffes standing in a field looking in the same direction.,Two giraffes standing in a field looking in the same direction.,Two giraffes are standing in a field of tall grass.,Two giraffes are standing in a field of tall grass.
000000018575.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000018575.jpg,"['Two plates containing a hamburger and chips, and one drink are sitting on a small table.', 'A plate of food which includes onions, tomato, lettuce, sauce, fries, and a sandwich.', 'A place setting, including a burger, fries, a glass and condiments..', 'A plate of food that includes pickles and a sandwich.', 'A plate that has a sandwich, some chips, and a salad on it.']","[0.32574892044067383, 0.32302331924438477, 0.32109272480010986, 0.3198925256729126, 0.31949731707572937]",A plate of food that includes pickles and a sandwich.,A plate of food that includes pickles and a sandwich.,A plate of food with a side of fries and a salad.,A plate of food with a side of fries and a salad.
000000474170.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000474170.jpg,"['An elephant in a grassy field with trees', 'An elephant in a grassy area with trees around.', 'an elephant in a field near many bushes ', 'The elephants think they are hiding behind those trees, but I can still see them.', 'Two elephants walk through a grassy area with trees.']","[0.348873496055603, 0.3472747802734375, 0.33860713243484497, 0.33804866671562195, 0.33544638752937317]",Two elephants walk through a grassy area with trees.,Two elephants walk through a grassy area with trees.,Two elephants are walking through a grassy field with trees in the background.,Two elephants are walking through a grassy field with trees in the background.
000000079034.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000079034.jpg,"['Blue fire hydrant in park near tall tree.', 'A blue fire hydrant sitting in the middle of a park.', 'a blue fire hydrant standing close to a tree ', 'A blue fire hydrant in a clearing of trees', 'A fire hydrant sits in the middle of the park']","[0.41694018244743347, 0.4092434048652649, 0.40724268555641174, 0.3877793252468109, 0.3718419373035431]",A blue fire hydrant sits in the middle of a park with a tree nearby.,A blue fire hydrant sits in the middle of a park with a tree nearby.,A blue fire hydrant stands in a field with a tree behind it.,A blue fire hydrant stands in a field with a tree behind it.
000000336658.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000336658.jpg,"['A transit center all lit up at night.', 'a photo of a bus terminal taken from a distance', 'Night picture of a car parked and some parking lights in the distance.', 'The back row of buildings of residences at night.', 'A public bus parked in a bus station at night.']","[0.33784931898117065, 0.30212587118148804, 0.2945585250854492, 0.29232436418533325, 0.28427672386169434]",A public bus parked in a bus station at night.,A public bus parked in a bus station at night.,A bus is parked at a bus stop at night.,A bus is parked at a bus stop at night.
000000459396.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000459396.jpg,"['A brown and black cow is next to a fence.', 'A brown cow and two black cows eating grass in a field. ', 'Brown and black cows are eating grass by a fence.', 'Cow eating grass while a bull watches nearby', 'One cow standing and one laying down within a fence.']","[0.35062339901924133, 0.34184327721595764, 0.3407168984413147, 0.3376483619213104, 0.3355427384376526]",Brown and black cows are eating grass by a fence.,Brown and black cows are eating grass by a fence.,A black cow is grazing in a field with a brown cow standing behind a fence in the background.,A black cow is grazing in a field with a brown cow standing behind a fence in the background.
000000050326.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000050326.jpg,"['A man standing on the beach watching some sea bird feed.', 'a man stands on a beach next to some water ', 'A man waves to people in the distance on a beach.', 'A man kneels on the beach preparing a kite.', 'Elderly man sitting on a bench facing the beach. ']","[0.35087528824806213, 0.3208314776420593, 0.3195336163043976, 0.31773191690444946, 0.31700149178504944]",A man stands on a beach next to some water.,A man stands on a beach next to some water.,A man in a hat and sunglasses is standing on a beach with his arms raised in the air.,A man in a hat and sunglasses is standing on a beach with his arms raised in the air.
000000199310.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000199310.jpg,"['A man swinging a tennis racket in a t-shirt', 'A man holding a tennis racquet in the yard ', 'a man swinging his tennis racket to he can hit a ball', 'a man with a tennis racket gets ready to swing his racket ', 'A woman holds a racket in front of a net.']","[0.3475100100040436, 0.3466223180294037, 0.3451862037181854, 0.3443327844142914, 0.33518433570861816]",A man holding a tennis racket in the yard.,A man holding a tennis racket in the yard.,A man with long hair and glasses is holding a tennis racket in his hands.,A man with long hair and glasses is holding a tennis racket in his hands.
000000006763.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000006763.jpg,"['A man and a woman posing together for a picture', 'A man and woman posing for a picture in a sports bar.', 'two people standing side by side smiling and one wearing a tie', 'A happy man and woman pose for a picture.', 'A man and woman hugging in a restaurant']","[0.31395724415779114, 0.313187837600708, 0.30001556873321533, 0.29906752705574036, 0.296659380197525]",A man and woman hugging in a restaurant.,A man and woman hugging in a restaurant.,A man and a woman hug each other at a bar.,A man and a woman hug each other at a bar.
