image_name,image_path,retrieved_captions,retrieved_scores,retrieved_image_names,hit@1,hit@5,hit@10,raw_phi,answer_phi,raw_llava,answer_llava
000000319184.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000319184.jpg,"['The player tries to block the other player from throwing a Frisbee. ', 'A person trying to throw a frisbee and another trying to block the throw.', 'One girl trying to block another girl from catching a Frisbee.', 'A Frisbee is tossed across green field to another person. ', 'A Frisbee player is about to catch a thrown Frisbee.']","[0.32874783873558044, 0.32474222779273987, 0.30571967363357544, 0.30234605073928833, 0.2987327575683594]","['000000568213.jpg', '000000442836.jpg', '000000391290.jpg', '000000511384.jpg', '000000291619.jpg']",0,0,0,A Frisbee player is about to catch a thrown Frisbee.,A Frisbee player is about to catch a thrown Frisbee.,Two girls playing Frisbee on a grassy field.,Two girls playing Frisbee on a grassy field.
000000409867.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000409867.jpg,"['A cat sitting by a window watching the rain. ', 'A cat sitting in a window watching the rain drip on the window glass.', 'Young kitten along windowpane watching the rain tap on the glass.', 'two cats sitting in the window looking up at the items on the window', 'A tall clear glass window with two cats sitting at the base of it.']","[0.35106930136680603, 0.35000964999198914, 0.34850701689720154, 0.33314090967178345, 0.33143094182014465]","['000000377000.jpg', '000000377000.jpg', '000000377000.jpg', '000000409867.jpg', '000000409867.jpg']",0,1,1,Two cats sitting at the base of a tall clear glass window with two decorative stickers on it.,Two cats sitting at the base of a tall clear glass window with two decorative stickers on it.,Two cats sitting in a window looking up at the items on the window.,Two cats sitting in a window looking up at the items on the window.
000000180101.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000180101.jpg,"['The young is enjoying his cake so much its all over him. ', 'A boy getting ready to blow out candles on a birthday cake.', 'A young boy about to blow out candles', 'A boy is blowing his candles on his ninth birthday.', 'a young kid sits in front of a birth day cake ']","[0.35749346017837524, 0.35472461581230164, 0.3484278917312622, 0.3219315707683563, 0.3199329376220703]","['000000321214.jpg', '000000180101.jpg', '000000180101.jpg', '000000180101.jpg', '000000180101.jpg']",0,1,1,A young boy is about to blow out candles on his birthday cake.,A young boy is about to blow out candles on his birthday cake.,A young boy is blowing out candles on a birthday cake.,A young boy is blowing out candles on a birthday cake.
000000447611.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000447611.jpg,"['Two people are sticking knives into a laptop.', 'A computer laying upside down with two hands holding knives prying open a section of the back.', 'a knife being stuck into a laptop and stabbed', 'People sticking knives into the back side of a laptop', 'A computer tech is getting ready to insert a DVD into his laptop.']","[0.3464524447917938, 0.33935272693634033, 0.3348236382007599, 0.3338453769683838, 0.32638049125671387]","['000000447611.jpg', '000000447611.jpg', '000000447611.jpg', '000000447611.jpg', '000000181499.jpg']",1,1,1,Two people are sticking knives into a laptop.,Two people are sticking knives into a laptop.,A person is cutting into a laptop with a knife.,A person is cutting into a laptop with a knife.
000000022755.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000022755.jpg,"['A person in a the reflection of a truck mirror.', 'A reflection of a woman driving a truck.', 'The view of this round rear-view mirror is that of a school bus. ', 'A man taking a picture of his reflection in a motorcycle mirror.', 'A girl sitting in a truck is reflected in a mirror. ']","[0.375485360622406, 0.3598901927471161, 0.3556517958641052, 0.35078099370002747, 0.3427107334136963]","['000000212226.jpg', '000000212226.jpg', '000000022755.jpg', '000000284698.jpg', '000000212226.jpg']",0,1,1,A person in a the reflection of a truck mirror.,A person in a the reflection of a truck mirror.,A person in a the reflection of a truck mirror.,A person in a the reflection of a truck mirror.
000000544519.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000544519.jpg,"['An Asian child brushes their teeth with a blue toothbrush.', 'A girl with a green shirt brushing her teeth with a blue toothbrush.', 'A young child brushes their teeth with a blue toothbrush.', 'A child holds a toothbrush halfway out of their mouth while brushing their teeth.', 'A young girl who is brushing her teeth with a toothbrush.']","[0.3874892592430115, 0.37401652336120605, 0.35776597261428833, 0.34761402010917664, 0.34644803404808044]","['000000544519.jpg', '000000544519.jpg', '000000544519.jpg', '000000544519.jpg', '000000544519.jpg']",1,1,1,An Asian child brushes their teeth with a blue toothbrush.,An Asian child brushes their teeth with a blue toothbrush.,A young girl brushes her teeth with a blue toothbrush.,A young girl brushes her teeth with a blue toothbrush.
000000071877.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000071877.jpg,"['Young man on skate board balancing on concrete barrier near sidewalk with small park area near by.', 'A skateboarder careening off concrete in a park', 'A skateboarder is grinding on a black rail.', 'A man riding a skateboard on top of a cement rail.', 'A boy doing a skateboard trick on a concrete barrier.']","[0.37486085295677185, 0.3655288815498352, 0.3653307557106018, 0.3650900721549988, 0.3649655282497406]","['000000013546.jpg', '000000013201.jpg', '000000426203.jpg', '000000015597.jpg', '000000071877.jpg']",0,1,1,A skateboarder is grinding on a black rail.,A skateboarder is grinding on a black rail.,A man is performing a skateboard trick on a concrete barrier.,A man is performing a skateboard trick on a concrete barrier.
000000243495.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000243495.jpg,"['A toilet in a restroom next to a busted toilet paper dispenser.', 'A toilet in a small room with a two-roll dispenser for toilet paper.', 'A white toilet sitting in a bathroom stall next to a TP dispenser.', 'A toilet set up in a bathroom with a sexual drawing on the flushing unit.', 'The toilet paper containers in this public restroom are empty and need to be refilled.']","[0.37497177720069885, 0.3596363663673401, 0.35189348459243774, 0.3444107472896576, 0.34272709488868713]","['000000085576.jpg', '000000243495.jpg', '000000234413.jpg', '000000557258.jpg', '000000085576.jpg']",0,1,1,A toilet in a small room with a two-roll dispenser for toilet paper.,A toilet in a small room with a two-roll dispenser for toilet paper.,A toilet in a small room with a two-roll dispenser for toilet paper.,A toilet in a small room with a two-roll dispenser for toilet paper.
000000572555.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000572555.jpg,"['A red and yellow train on a track at a platform.', 'a yellow and red trains engine on its track ', 'A yellow and red train stopped at a station.', 'A yellow and red train is on the tracks.', 'A yellow and red train riding into a station.']","[0.3001324534416199, 0.2930188775062561, 0.29205748438835144, 0.2860334813594818, 0.28487664461135864]","['000000146825.jpg', '000000177383.jpg', '000000572555.jpg', '000000200162.jpg', '000000206994.jpg']",0,1,1,A red and yellow train on a track at a platform.,A red and yellow train on a track at a platform.,A yellow and red train on a track at a platform.,A yellow and red train on a track at a platform.
000000133087.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000133087.jpg,"['Dark street with a pizza hut on the opposite corner.', 'Street at night with red stoplights and street lights with head on traffic', 'The pedestrian crosses the lit city street at nightitme.', 'Baxter street in the city at night; a ""people crossing"" sign.', 'a shop a car traffic lights and buildings\n']","[0.3487201929092407, 0.34211674332618713, 0.3256021738052368, 0.3240727186203003, 0.3213813900947571]","['000000170545.jpg', '000000354753.jpg', '000000021839.jpg', '000000410712.jpg', '000000555050.jpg']",0,0,0,A city street at night with a traffic light and a building with a green sign.,A city street at night with a traffic light and a building with a green sign.,A city street at night with a pizza hut on the opposite corner.,A city street at night with a pizza hut on the opposite corner.
000000299355.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000299355.jpg,"['Some sort of chicken dish with broccoli spears on side of plate', 'Closeup of a plate of food that includes chicken, mushrooms and broccoli.', 'Chicken and mushrooms served with broccoli garnished with parsley.', 'A nearly empty plate containing broccoli and brown sauce.', 'A plate is left sitting half eaten with mostly broccoli remaining.']","[0.34542277455329895, 0.3310979902744293, 0.3189220726490021, 0.314378023147583, 0.31112101674079895]","['000000034205.jpg', '000000034205.jpg', '000000034205.jpg', '000000231097.jpg', '000000231097.jpg']",0,0,0,A plate of food with broccoli and chicken covered in sauce.,A plate of food with broccoli and chicken covered in sauce.,"A plate of food with chicken, mushrooms and broccoli.","A plate of food with chicken, mushrooms and broccoli."
000000563648.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000563648.jpg,"['A skateboarder doing a trick at a competition.', 'A man on a skateboard on a ramp in front of spectators.  ', 'A man is high in the air as he skateboards on the ramp.', 'A skateboarder is separated from his board as he performs a jump in front of a crowd.', 'A crowd looks on as a young man does a skateboard trick.']","[0.33089402318000793, 0.3302168548107147, 0.33010566234588623, 0.32272106409072876, 0.32057803869247437]","['000000026690.jpg', '000000572620.jpg', '000000026690.jpg', '000000378673.jpg', '000000572620.jpg']",0,0,0,A skateboarder is performing a trick at a skateboarding competition.,A skateboarder is performing a trick at a skateboarding competition.,A skateboarder doing a trick at a competition.,A skateboarder doing a trick at a competition.
000000242060.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000242060.jpg,"['a plate filled with some little tiny cakes ', 'a candle next to a bunt cake on a green plate', 'Lavishly decorated cake and empty drinking glasses await their tropical guests', 'The carrot cakes look like doughnut on display.', 'Small cakes are on a piece of tinfoil.']","[0.25761696696281433, 0.2513827085494995, 0.2507885694503784, 0.24636681377887726, 0.2455700933933258]","['000000242060.jpg', '000000216636.jpg', '000000277689.jpg', '000000419379.jpg', '000000095707.jpg']",1,1,1,A plate filled with some little tiny cakes.,A plate filled with some little tiny cakes.,A plate of cakes is on a table.,A plate of cakes is on a table.
000000327617.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000327617.jpg,"['a vintage photo of a woman with a tennis racket ', 'An older photo of a woman on a tennis court posing with her raquet.', 'A woman holds a racket in front of a net.', 'A woman with a tennis racquet that is on a tennis court.', 'A woman wearing glasses holding a tennis racket. ']","[0.4125111699104309, 0.4124528765678406, 0.37445759773254395, 0.36708134412765503, 0.366955429315567]","['000000327617.jpg', '000000327617.jpg', '000000327617.jpg', '000000083172.jpg', '000000411774.jpg']",1,1,1,A woman wearing glasses holding a tennis racket.,A woman wearing glasses holding a tennis racket.,A woman holding a tennis racket in front of a net.,A woman holding a tennis racket in front of a net.
000000427034.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000427034.jpg,"['A dog resting its head on a laptop keyboard.', ""A dog has it's face on a laptop computer."", 'A dog is lying next to a laptop computer.', ""A dog is resting it's head on a laptop while watching the screen."", 'A brown and black dog standing next to a man sitting on a laptop computer.']","[0.35943660140037537, 0.3456055819988251, 0.33792898058891296, 0.3327167332172394, 0.3057391047477722]","['000000427034.jpg', '000000427034.jpg', '000000134112.jpg', '000000427034.jpg', '000000427034.jpg']",1,1,1,A dog resting it's head on a laptop while watching the screen.,A dog resting it's head on a laptop while watching the screen.,A dog is resting its head on a laptop keyboard.,A dog is resting its head on a laptop keyboard.
000000257624.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000257624.jpg,"['A girl with a baseball bat in the backyard smiles. ', 'A child standing outdoors in the yard playing with a kite', 'a little girl is standing outside with a soccer ball', 'A little girl holding a baseball bat on grass.', 'A girl throwing a boomerang in a backyard.']","[0.2986324727535248, 0.2937876284122467, 0.29337525367736816, 0.2905137538909912, 0.283041387796402]","['000000270474.jpg', '000000181303.jpg', '000000257624.jpg', '000000270474.jpg', '000000261061.jpg']",0,1,1,A little girl is standing outside with a soccer ball.,A little girl is standing outside with a soccer ball.,A young girl wearing a jacket and holding a blue kite.,A young girl wearing a jacket and holding a blue kite.
000000091779.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000091779.jpg,"['Three hotdogs are prepared and loaded in different ways.', 'A chili dog on a homemade bun is worth the wait.', 'There is a chili dog in the bun.', 'A couple of hot dogs on a paper plate.', 'A plate topped with three hot dogs on top of a table.']","[0.32592424750328064, 0.32347869873046875, 0.31681227684020996, 0.3116997480392456, 0.31138429045677185]","['000000091779.jpg', '000000548555.jpg', '000000548555.jpg', '000000283113.jpg', '000000029675.jpg']",1,1,1,Three hotdogs are prepared and loaded in different ways.,Three hotdogs are prepared and loaded in different ways.,Three hotdogs are prepared and loaded in different ways.,Three hotdogs are prepared and loaded in different ways.
000000151000.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000151000.jpg,"['People gathered taking pictures with a cell phone.', 'A person looking at their cell phone at another person taking a picture.', 'The woman wearing a costume among others is using a cell phone.', 'Woman taking her picture in a mirror with her cell phone.', 'A beautiful woman taking a picture with her smart phone.']","[0.3052152693271637, 0.30034124851226807, 0.2968235909938812, 0.29477164149284363, 0.294255793094635]","['000000147729.jpg', '000000300039.jpg', '000000006771.jpg', '000000179112.jpg', '000000001268.jpg']",0,0,0,A woman is taking a picture of herself with her cell phone.,A woman is taking a picture of herself with her cell phone.,A woman taking a picture with her cell phone.,A woman taking a picture with her cell phone.
000000022396.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000022396.jpg,"['a jumbo jet flies through the sky with the moon peeking out', 'a plane flying by a bright moon in the sky\n', 'an air plane in the sky with  a three quarter moon out', 'A airplane coming in for a landing with a full moon above it.', 'A large jet liner flying under the moon.']","[0.34692588448524475, 0.33782973885536194, 0.33637043833732605, 0.33310890197753906, 0.32872387766838074]","['000000022396.jpg', '000000022396.jpg', '000000022396.jpg', '000000214205.jpg', '000000214205.jpg']",1,1,1,An airplane flying in the sky with a three quarter moon in the background.,An airplane flying in the sky with a three quarter moon in the background.,A plane flying by a bright moon in the sky.,A plane flying by a bright moon in the sky.
000000205289.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000205289.jpg,"['A PICTURE OF A  MAN IN A TRUCK DATED 1917', 'A picture of an antique truck parked in a field.', 'An old truck in the field with three men', 'An older flat bed truck with equipment in it parked in a farm field with three men.', 'This is a picture of an old truck']","[0.32637548446655273, 0.3157738447189331, 0.3136116862297058, 0.3132120966911316, 0.31270670890808105]","['000000205289.jpg', '000000205289.jpg', '000000297022.jpg', '000000297022.jpg', '000000205289.jpg']",1,1,1,An older flat bed truck with equipment in it parked in a farm field with three men.,An older flat bed truck with equipment in it parked in a farm field with three men.,A black and white photo of an old truck with three men in it.,A black and white photo of an old truck with three men in it.
000000524742.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000524742.jpg,"['Colorful graffiti is on the side of a subway car. ', 'a city bus with some art on the side of the bus ', 'Different color paintings on the side of a building. ', 'The passenger train has elaborate spray paint on the side.', 'Empty parked train painted with large, colorful graffiti.']","[0.31385549902915955, 0.31231099367141724, 0.3086170256137848, 0.299156129360199, 0.2957424819469452]","['000000524742.jpg', '000000362682.jpg', '000000524742.jpg', '000000530466.jpg', '000000368456.jpg']",1,1,1,A colorful graffiti is on the side of a subway car.,A colorful graffiti is on the side of a subway car.,A subway car with graffiti on the side.,A subway car with graffiti on the side.
000000283113.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000283113.jpg,"['A hot dog and a bun with some mustard.', 'A hot dog with mustard and catchup on it', 'There is a chili dog in the bun.', 'there is a long hot dog that has toppings on it', 'A foot long hot dog sitting on top of a bun.']","[0.34786534309387207, 0.34240177273750305, 0.3414810597896576, 0.3359525203704834, 0.33576056361198425]","['000000464786.jpg', '000000311950.jpg', '000000548555.jpg', '000000548555.jpg', '000000523807.jpg']",0,0,0,A foot long hot dog with mustard and chili on a bun.,A foot long hot dog with mustard and chili on a bun.,A hot dog with mustard and catchup on it.,A hot dog with mustard and catchup on it.
000000575243.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000575243.jpg,"['A person walking down a street while holding an umbrella.', 'a person walking down the street holding an umbrella', 'A person is walking down a sidewalk holding an umbrella.', 'A man holding an umbrella on a sidewalk.', 'a man that is walking down the street with a umbrella']","[0.34989386796951294, 0.3471609055995941, 0.34634673595428467, 0.3459930419921875, 0.34549057483673096]","['000000575243.jpg', '000000557672.jpg', '000000575243.jpg', '000000163257.jpg', '000000575243.jpg']",1,1,1,A person is walking down a sidewalk holding an umbrella.,A person is walking down a sidewalk holding an umbrella.,A person walking down a street while holding an umbrella.,A person walking down a street while holding an umbrella.
000000137294.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000137294.jpg,"['Man placing an item in an outdoor oven on a farm', 'A man is cooking in an outdoor state of the art commercial looking oven in the midst of a farm.', 'a man holds down an oven door as he looks into the oven', 'Two men are looking inside of a giant barbecue.', 'A man brushing oil onto a pig in an outdoor oven']","[0.32956966757774353, 0.2940371036529541, 0.29228585958480835, 0.28947165608406067, 0.28412529826164246]","['000000137294.jpg', '000000137294.jpg', '000000213086.jpg', '000000263425.jpg', '000000263425.jpg']",1,1,1,A man is placing an item into an outdoor oven on a farm.,A man is placing an item into an outdoor oven on a farm.,A man is cooking in an outdoor state of the art commercial looking oven in the midst of a farm.,A man is cooking in an outdoor state of the art commercial looking oven in the midst of a farm.
000000227765.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000227765.jpg,"['Overview of a pot of vegetable soup with wooden spoon on a stainless steel stove top.', 'The pot on the stove has chopped vegetables in it.', 'A large pot of vegetable soup with a large wooden spoon.', 'There are diced vegetables inside a saucepan on top of the stove.', 'A bunch of vegetables cooking in a pot.']","[0.3085767328739166, 0.2996658980846405, 0.29814451932907104, 0.2971782982349396, 0.2898019850254059]","['000000227765.jpg', '000000393838.jpg', '000000227765.jpg', '000000393838.jpg', '000000393838.jpg']",1,1,1,A pot of vegetable soup with a wooden spoon sits on a stainless steel stove top.,A pot of vegetable soup with a wooden spoon sits on a stainless steel stove top.,A pot of vegetable soup with a wooden spoon on a stainless steel stove top.,A pot of vegetable soup with a wooden spoon on a stainless steel stove top.
000000000785.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000000785.jpg,"['A woman in a red jacket skiing down a slope', 'A woman in a black jacket with skis on a slope.', 'A woman on skis in front of people on a slope.', 'A woman is on skis on the ski slope.', 'A woman on skis on a ski slope posing for a picture.']","[0.36007601022720337, 0.34970685839653015, 0.3454313576221466, 0.3450033664703369, 0.3441663384437561]","['000000000785.jpg', '000000309655.jpg', '000000309655.jpg', '000000343453.jpg', '000000064462.jpg']",1,1,1,A woman in a red jacket is skiing down a snowy slope.,A woman in a red jacket is skiing down a snowy slope.,A woman in a red jacket is skiing down a snowy slope.,A woman in a red jacket is skiing down a snowy slope.
000000012120.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000012120.jpg,"['A doubles tennis match on a blue court', 'A tennis match of doubles is taking place in a full stadium', 'a man plays tennis in front of a large audience', 'Two women play tennis on a blue court.', 'Adult players during match play on blue court.']","[0.3434317111968994, 0.3369850516319275, 0.32903793454170227, 0.3282381296157837, 0.32222780585289]","['000000440184.jpg', '000000039405.jpg', '000000261097.jpg', '000000012120.jpg', '000000440184.jpg']",0,1,1,Two women play tennis on a blue court.,Two women play tennis on a blue court.,A doubles tennis match on a blue court.,A doubles tennis match on a blue court.
000000147729.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000147729.jpg,"['People at a public event using cell phones to take pictures of the event.', 'A young boy is recording a performance on a cellphone of several people.', 'some people sitting and one man looking at his cellphone', 'Guy sitting down and using his cell during the party', 'People in an audience taking pictures with their cell phones.']","[0.3499724268913269, 0.3481225073337555, 0.3447810709476471, 0.3446323275566101, 0.34099721908569336]","['000000326541.jpg', '000000259597.jpg', '000000147729.jpg', '000000498747.jpg', '000000326541.jpg']",0,1,1,People in an audience taking pictures with their cell phones.,People in an audience taking pictures with their cell phones.,A man is looking at his cell phone while sitting in a crowd.,A man is looking at his cell phone while sitting in a crowd.
000000400815.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000400815.jpg,"['This veteran traveler is satisfied with the lift, riding in the back of a pickup truck.', 'The older man is sitting in the bed of a truck. ', 'An old man sits in the back of a truck.', 'A man sitting in the back of a truck.', 'A man is sitting in the flatbed of a truck.']","[0.3757355511188507, 0.31098607182502747, 0.29704582691192627, 0.29357457160949707, 0.2846871614456177]","['000000400815.jpg', '000000400815.jpg', '000000400815.jpg', '000000400815.jpg', '000000400815.jpg']",1,1,1,A man in a black jacket and blue jeans is sitting in the bed of a truck.,A man in a black jacket and blue jeans is sitting in the bed of a truck.,A man is sitting in the back of a truck.,A man is sitting in the back of a truck.
000000494913.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000494913.jpg,"['A basic living with a TV, couch, and rack, ', 'An entertainment room set up with a table for two for coffee', 'The spaceous living room has a large television and a fireplace.', 'Fully decorated basement has no people in it.', 'A person is playing a Wii golf game in a living room. ']","[0.31080305576324463, 0.3034224510192871, 0.30100327730178833, 0.29876455664634705, 0.2977920472621918]","['000000233825.jpg', '000000029596.jpg', '000000195754.jpg', '000000124659.jpg', '000000454067.jpg']",0,0,0,A living room with a fireplace and a television on a stand.,A living room with a fireplace and a television on a stand.,A living room with a fireplace and a television.,A living room with a fireplace and a television.
000000136915.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000136915.jpg,"['A man is holding a baseball bat next to a Military dressed man. ', 'A service man is looking at his cel phone.', 'Two military personnel cutting and serving cake. ', 'A pair of military personnel cutting and serving a cake.', 'A man in uniform is looking at his phone.']","[0.30135345458984375, 0.27470505237579346, 0.26809313893318176, 0.2665984630584717, 0.2628001868724823]","['000000136915.jpg', '000000228214.jpg', '000000434459.jpg', '000000434459.jpg', '000000228214.jpg']",1,1,1,A man in a suit is holding a baseball bat next to a military person.,A man in a suit is holding a baseball bat next to a military person.,A man in a suit is holding a baseball bat.,A man in a suit is holding a baseball bat.
000000162035.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000162035.jpg,"['A sign with teddy bears on it is advertising a tea room.', 'A teddy bear store is decorated with signs and bears.', 'A sign on a sidewalk has a teddy bear on it.', 'a sign with teddy bears and some people walking on a wet street', 'The store front of a teddy bear shop ']","[0.44585877656936646, 0.3667255640029907, 0.3573872148990631, 0.3516336679458618, 0.34291645884513855]","['000000162035.jpg', '000000094185.jpg', '000000162035.jpg', '000000162035.jpg', '000000094185.jpg']",1,1,1,A sign with teddy bears on it is advertising a tea room.,A sign with teddy bears on it is advertising a tea room.,A sign with teddy bears on it is advertising a tea room.,A sign with teddy bears on it is advertising a tea room.
000000367569.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000367569.jpg,"['A living area congaing a couch, table, piano and fireplace.', 'A living room has a fireplace and a piano.', 'a fireplace a table couch piano lights and a picture', 'A living room with fireplace, table, and piano.', 'a living room with a couch and piano ']","[0.34266915917396545, 0.33612483739852905, 0.3337588906288147, 0.33003169298171997, 0.31152093410491943]","['000000367569.jpg', '000000367569.jpg', '000000367569.jpg', '000000367569.jpg', '000000089045.jpg']",1,1,1,"A living room with fireplace, table, and piano.","A living room with fireplace, table, and piano.","A living room with a fireplace, table, and piano.","A living room with a fireplace, table, and piano."
000000507037.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000507037.jpg,"['Many bicyclists are gathering at the taco truck', 'Crowd standing outside of a bike show event.', 'a gathering outside on the lawn of city hall', 'A group of people visit and eat food outside city hall.', 'People standing on the street by parked bicycles with a skateboard']","[0.31587937474250793, 0.3109295666217804, 0.3030394911766052, 0.30176371335983276, 0.30087822675704956]","['000000259640.jpg', '000000078748.jpg', '000000507037.jpg', '000000507037.jpg', '000000279278.jpg']",0,1,1,A group of people standing outside on the lawn of city hall.,A group of people standing outside on the lawn of city hall.,A group of people are gathered outside of a building.,A group of people are gathered outside of a building.
000000338560.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000338560.jpg,"['a blue and yellow fire hydrant sitting on the sidewalk next to a quiet street', 'A blue and yellow fire hydrant on the side of a road.', 'A blue fire hydrant posed on a street corner in a city.', 'A blue water hydrant on a pavement near the road', 'A yellow fire hydrant on a sidewalk by a storefront.']","[0.4233458936214447, 0.4103161692619324, 0.40421995520591736, 0.3917655348777771, 0.384951651096344]","['000000338560.jpg', '000000338560.jpg', '000000338560.jpg', '000000338560.jpg', '000000293474.jpg']",1,1,1,A blue and yellow fire hydrant sitting on the sidewalk next to a quiet street.,A blue and yellow fire hydrant sitting on the sidewalk next to a quiet street.,A blue and yellow fire hydrant sitting on the sidewalk next to a quiet street.,A blue and yellow fire hydrant sitting on the sidewalk next to a quiet street.
000000013004.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000013004.jpg,"['A peeled banana and sauce on a plate.', 'The banana is laying next to an almost empty bowl.', 'a bowl of food next to a very close banana', 'A bowl with something in it with a banana next to it', 'a banana is laying on a small plate']","[0.3871934115886688, 0.3704908788204193, 0.3692253828048706, 0.361088365316391, 0.35995569825172424]","['000000013004.jpg', '000000348708.jpg', '000000348708.jpg', '000000348708.jpg', '000000013004.jpg']",1,1,1,A peeled banana and sauce on a plate.,A peeled banana and sauce on a plate.,A banana and a peanut butter spread on a plate.,A banana and a peanut butter spread on a plate.
000000140076.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000140076.jpg,"['The table has been decorated with a very modern look.', 'A dining room has a dining table and chairs, wall tapestry, and bar cart.', 'A table that has a vase on it near a blanket hanging on a wall.', 'An entertainment room set up with a table for two for coffee', 'A dining table sits with a table cloth, near bright, open windows.']","[0.26228904724121094, 0.2571890652179718, 0.255267858505249, 0.2544180750846863, 0.24777933955192566]","['000000140076.jpg', '000000140076.jpg', '000000140076.jpg', '000000029596.jpg', '000000396526.jpg']",1,1,1,"A dining room with a table, chairs, a blanket hanging on the wall, and a bottle on","A dining room with a table, chairs, a blanket hanging on the wall, and a bottle on","A dining room with a table and chairs, a wall tapestry, and a bar cart.","A dining room with a table and chairs, a wall tapestry, and a bar cart."
000000331317.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000331317.jpg,"['A shot of a clock in the train station.', 'A clock in a building in front of windows.', 'there is a large gold clock at some type of station', 'The side of the building has a large clock and several windows.', 'A large ornate metal clock rests beside a miniature clock, also, featuring great detail, both of which stand behind a pane of glass that  also shows the view from outside. ']","[0.36252090334892273, 0.351960152387619, 0.3376217186450958, 0.3260161578655243, 0.32462120056152344]","['000000581482.jpg', '000000581482.jpg', '000000331317.jpg', '000000076211.jpg', '000000482487.jpg']",0,1,1,"A large ornate metal clock rests beside a miniature clock, also, featuring great detail, both of which stand behind","A large ornate metal clock rests beside a miniature clock, also, featuring great detail, both of which stand behind","A large ornate metal clock rests beside a miniature clock, both of which stand behind a pane of glass that","A large ornate metal clock rests beside a miniature clock, both of which stand behind a pane of glass that"
000000289222.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000289222.jpg,"['A signal light glows red by the street sign. ', 'A traffic light with a frowning face on the red light and a city street and buildings behind it.', 'A traffic light in front of a tall building with red lights at the top. ', 'A traffic light with an orange and a red having faces drawn on them.', 'A traffic signal next to two other traffic signals.']","[0.3485325574874878, 0.3469494879245758, 0.3343431055545807, 0.33179590106010437, 0.33001282811164856]","['000000284762.jpg', '000000531134.jpg', '000000351559.jpg', '000000531134.jpg', '000000522751.jpg']",0,0,0,A traffic light with a frowning face on the red light and a city street and buildings behind it.,A traffic light with a frowning face on the red light and a city street and buildings behind it.,A traffic light with a frowning face on the red light and a city street and buildings behind it.,A traffic light with a frowning face on the red light and a city street and buildings behind it.
