image_name,image_path,retrieved_captions,retrieved_scores,retrieved_image_names,hit@1,hit@5,hit@10,raw_rag,answer_rag
7576330234.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/7576330234.jpg,"[' The man in a black suit and helmet , with green spots here and there , rides a skateboard around a racetrack .', ' Skateboard racer competing in a race .', ' A boy with a helmet skateboards across the street .', ' The helmeted boy is doing a stunt on a skateboard .', ' A little boy wearing a helmet trying to rollerblade .', ' A young boy wearing a helmet skateboards on the street .', ' A person wearing a helmet begins to ride a skateboard down a street hill .', ' The boy in the black jacket and checkered helmet does impressive jumps on his bike .', ' Someone with a black helmet and full bodysuit is kneeling on a skateboard .', ' a child in a helmet and gloves on a skateboard is airborne']","[0.3615042269229889, 0.35978132486343384, 0.3482134938240051, 0.3464692234992981, 0.34109610319137573, 0.34014835953712463, 0.3390878736972809, 0.33823972940444946, 0.33643078804016113, 0.33578839898109436]","['7576330234.jpg', '7576330234.jpg', '2322334640.jpg', '2207244634.jpg', '3864134621.jpg', '2322334640.jpg', '2863180332.jpg', '7602898434.jpg', '3530087422.jpg', '3523874798.jpg']",1,1,1,A skateboarder in a black suit and helmet with green spots is riding a skateboard around a,A skateboarder in a black suit and helmet with green spots is riding a skateboard around a
4942012087.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/4942012087.jpg,"[' A bicyclists drive by a building covered in graffiti .', ' A gritty urban street scene shows a wall of buildings decorated with posters , street art , and graffiti , including a man in black beckoning to the viewer with the words "" more fire "" hovering next to him .', ' A storefront with poor artist rendition of street art .', ' A brown building with graffiti on it .', ' Homeless people are by a building with graffiti painted on it .', ' A city street with a few passersby , featuring a cinder-block wall with graffiti on it .', ' A cyclist in a yellow shirt and blue helmet is cycling past a building covered in graffiti .', ' A cyclist is riding past a decorated building .', ' a lone bicyclist jumping on his bike in front of a graffitied wall .', ' A building has graffiti on the side of it .']","[0.3452984690666199, 0.3213192820549011, 0.31795552372932434, 0.31432482600212097, 0.3125631511211395, 0.3120862543582916, 0.31138259172439575, 0.31012266874313354, 0.30892887711524963, 0.3079127073287964]","['4758362871.jpg', '4942571466.jpg', '2400461120.jpg', '2838612066.jpg', '4457029240.jpg', '4858721754.jpg', '4758362871.jpg', '4639504313.jpg', '3487378989.jpg', '4956587131.jpg']",0,0,0,A cyclist in a yellow shirt and blue helmet is cycling past a building covered in graffiti.,A cyclist in a yellow shirt and blue helmet is cycling past a building covered in graffiti.
2609133063.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/2609133063.jpg,"["" A little girl tying a little boy 's shoe in the street ."", ' A little girl , standing by the side of the road , is watching a little boy as he sits in the street .', ' A young girl in a dress kneels at the shoes of a younger boy in a brown shirt .', ' One girl is standing on the street , and the other is crouching looking at something on the ground .', ' A child is standing on the street and looking at some kid .', ' A woman with a blue Mohawk holding the hand of a little boy with a green striped shirt on a street corner .', ' A little girl is watching a little boy roll a ball on the pavement .', ' Children are playing in the street with a toy .', ' A small child is watched by an adult as it walks in the street .', ' A young toddler plays with his plastic toys on the sidewalk , while a woman with a shopping bag leans against a green metal bar .']","[0.3943469822406769, 0.3736041486263275, 0.37211257219314575, 0.36787140369415283, 0.3646167516708374, 0.3619014024734497, 0.3581570088863373, 0.35731860995292664, 0.3572731018066406, 0.3564521074295044]","['793558.jpg', '3966311887.jpg', '793558.jpg', '1941613807.jpg', '2577872862.jpg', '272988646.jpg', '4019373509.jpg', '2307661164.jpg', '844258711.jpg', '2609133063.jpg']",0,0,1,A woman with a blue shopping bag is standing by a green metal bar while a young boy is playing with a toy,A woman with a blue shopping bag is standing by a green metal bar while a young boy is playing with a toy
3336374196.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/3336374196.jpg,"[' A boy skateboards up a concrete ramp .', ' A male skateboarder grinds on a concrete rail in a community park .', ' a man skateboard down a railing .', ' A skateboarder skating up a cement ramp .', ' A skateboarder slides down a metal railing .', ' A skateboarder slides down a handrail .', ' A boy is skateboarding at a concrete skate park at the beach .', ' A skateboarder is riding on a red ramp by the ocean .', ' A skateboarder balances on a red rail .', ' Young male nose sliding a skateboard down a 3-step rail .']","[0.36608266830444336, 0.3623127043247223, 0.3610169589519501, 0.36047470569610596, 0.3604477047920227, 0.36019954085350037, 0.35889506340026855, 0.3579944670200348, 0.35778412222862244, 0.3577500581741333]","['2439813616.jpg', '6144893265.jpg', '3283913180.jpg', '3457964999.jpg', '3394750987.jpg', '3498354674.jpg', '6832467280.jpg', '3218861747.jpg', '3537452619.jpg', '5138237186.jpg']",0,0,0,A skateboarder grinds on a concrete rail in a community park.,A skateboarder grinds on a concrete rail in a community park.
4718615348.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/4718615348.jpg,"[' Advertisement for Bronislaw Komorowski .', "" Bronislaw Komorowski 's campaign sign floats above a McDonald 's ."", "" A poster depicting the president of Poland hangs above a McDonald 's restaurant ."", ' A man stand outdoors is wearing a sign that is advertising bratwurst .', ' A poster of a woman on the side of a building .', ' A red banner over the street in a foreign city .', ' This worker is high above the buildings changing the advertising on a bulletin board .', ' An advertisement on the side of a green building with a man in a blue shirt walking nearby .', ' A man in a raincoat puts his hand out while standing outside in front of a large advertisement on the side of a building .', ' An old man , behind him on glass is many political advertisements .']","[0.43370500206947327, 0.3833654820919037, 0.3442429006099701, 0.2896084487438202, 0.28728511929512024, 0.2852432429790497, 0.2834153175354004, 0.2692859470844269, 0.26521509885787964, 0.26332423090934753]","['4718615348.jpg', '4718615348.jpg', '4718615348.jpg', '4546399422.jpg', '4563139415.jpg', '4750415524.jpg', '5826844495.jpg', '4875358140.jpg', '414574330.jpg', '4813608480.jpg']",1,1,1,A poster of a man is hanging above a McDonald's restaurant.,A poster of a man is hanging above a McDonald's restaurant.
5635975939.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/5635975939.jpg,"[' A female musician plays a keyboard on stage , while her drummer waits behind his set .', ' two people ( man and woman in their late twenties or early thirties ) on stage with a synthesizer and microphone .', ' Woman with red-hair singing on stage with drummer in the background .', ' Girl in red and black shirt sitting in front of a keyboard performing with other band members .', ' A woman performing with a man on electric piano for an audience .', ' A girl is playing the keyboard with her band .', ' A keyboard player rocking out with a band in a white tank', ' A vocalist sings into her microphone as she plays the electronic piano .', ' Two men and a piano , one man with red wig , at a performance .', ' Woman in a green dress with a white top and red-hair singing in a room with a blue roof while band equipment is being prepared .']","[0.3380582928657532, 0.32906240224838257, 0.32574307918548584, 0.32269108295440674, 0.3132351040840149, 0.30765557289123535, 0.30746889114379883, 0.306503027677536, 0.30511796474456787, 0.30396103858947754]","['5635975939.jpg', '5440115287.jpg', '5977277290.jpg', '390894604.jpg', '2896237618.jpg', '2365507630.jpg', '8094210961.jpg', '5831994264.jpg', '5192505155.jpg', '1030041880.jpg']",1,1,1,"A female musician plays a keyboard on stage, while her drummer waits behind his set.","A female musician plays a keyboard on stage, while her drummer waits behind his set."
3574962735.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/3574962735.jpg,"[' People are sitting outside on a deck at tables .', ' People at an outdoor bar .', ' people at an outdoor restaurant on the sidewalk', ' Patrons enjoy drinks at an outdoor bar .', ' An outdoor cafe with people sitting while a man in white shirt is walking toward them .', ' The picture shows several people eating at outdoor tables .', ' People eating outside of a restaurant , enjoying themselves and drinking beer and other drinks .', ' People socializing under a canopy .', ' People at an outside bar , drinking .', ' Several people are drinking and talking at an outdoor table of a restaurant .']","[0.3375474512577057, 0.33408722281455994, 0.3328767716884613, 0.3296435475349426, 0.3295479714870453, 0.3293412923812866, 0.3261968195438385, 0.3259742259979248, 0.32279592752456665, 0.3202104866504669]","['2917248300.jpg', '3668734264.jpg', '4755080891.jpg', '4730804041.jpg', '130500771.jpg', '4896595765.jpg', '2511565376.jpg', '244360246.jpg', '52989402.jpg', '4759107378.jpg']",0,0,0,People are sitting outside on a deck at tables.,People are sitting outside on a deck at tables.
3251648670.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/3251648670.jpg,"[' A boy is running in a spinning metal tunnel in the playground .', ' A little boy stands wide-legged , each foot on each side of the tube slide .', ' Two children playing on a metal slide .', ' A blond child sliding down a metal slide .', ' A boy and girl going down a metal slide .', ' A boy and a girl go down a metal slide .', ' Distorted photograph of a child at the bottom of a slide .', ' A blond-haired boy is at the bottom of a slide .', ' Child in a gray hoodie standing on the bottom of a red plastic slide .', ' A child sliding face first down a metal tube']","[0.3700716197490692, 0.3613252341747284, 0.3595087230205536, 0.3593660891056061, 0.357857346534729, 0.357587993144989, 0.3541581332683563, 0.3532097041606903, 0.3506389558315277, 0.3498345911502838]","['3251646144.jpg', '2407091303.jpg', '766346887.jpg', '5519359130.jpg', '766346887.jpg', '766346887.jpg', '2448793019.jpg', '2542037086.jpg', '3047559556.jpg', '1798215547.jpg']",0,0,0,A blond-haired boy is at the bottom of a slide.,A blond-haired boy is at the bottom of a slide.
3487820317.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/3487820317.jpg,"[' A man drinking orange juice while walking on a sunny day .', ' A man drinking juice on a sunny day .', ' A man drinks orange juice and walks outside .', ' A man drinking orange juice while walking .', ' A man in a suit is taking a sip of something while walking outdoors .', ' A man having a drink outdoors .', ' A old man blowing bubbles in the park .', ' A bald man in a white shirt drinks a glass of beer .', ' Enjoying a cold snack on a hot summer day .', ' A man with a soft drink poses for the camera with a park in the background .']","[0.3780832588672638, 0.3694387972354889, 0.36924436688423157, 0.3619617223739624, 0.3517645299434662, 0.34780776500701904, 0.3432661294937134, 0.34283387660980225, 0.34280434250831604, 0.3425731658935547]","['3487820317.jpg', '3487820317.jpg', '3487820317.jpg', '3487820317.jpg', '3487820317.jpg', '2101729860.jpg', '4511110810.jpg', '167285940.jpg', '3451623753.jpg', '2589156742.jpg']",1,1,1,A man in a suit is taking a sip of something while walking outdoors.,A man in a suit is taking a sip of something while walking outdoors.
3698944019.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/3698944019.jpg,"[' A blond toddler in a white shirt and green pants standing at a wooden fence .', ' A toddler in green shorts is standing by a wooden fence .', ' A blond toddler in green trousers peeks through a fence .', ' A blond little boy is standing by a fence .', ' A toddler boy stands by a wooden fence .', ' A toddler in a white t-shirt is touching the wooden fence .', ' Little boy wanting to play outside of fence .', ' A little boy looling over the fence at a guard standing in front of a black shed .', ' A little boy is standing in front of an old fashioned fence with his hand up in the air .', ' A child is looking through a fence or gate .']","[0.4248334467411041, 0.40906357765197754, 0.4069722294807434, 0.3879932761192322, 0.38395455479621887, 0.3798520267009735, 0.37786737084388733, 0.37017306685447693, 0.3634068965911865, 0.3595537543296814]","['3698944019.jpg', '3698944019.jpg', '3698944019.jpg', '3698944019.jpg', '811662356.jpg', '811662356.jpg', '1031973097.jpg', '224026428.jpg', '2690538407.jpg', '4362302753.jpg']",1,1,1,A blond toddler in a white shirt and green pants standing at a wooden fence.,A blond toddler in a white shirt and green pants standing at a wooden fence.
4168954238.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/4168954238.jpg,"[' Warehouse workers enjoying a company luncheon during a meeting .', ' A group of people are sitting underneath a tin roof .', ' Local dinner attracts a large crowd of families .', ' Several men sitting at a long table .', ' Groups of men sit at banquet tables .', ' Here are a bunch of people enjoying dinner and chatting .', ' Many men sit and share a meal together .', ' some people are gathered together for family function .', ' A group of people sitting at long tables .', ' A large group of people are sitting at tables .']","[0.3438718914985657, 0.32294541597366333, 0.3227962553501129, 0.31987264752388, 0.3147125542163849, 0.31233125925064087, 0.3079613149166107, 0.3062829375267029, 0.30596446990966797, 0.3056070804595947]","['503486811.jpg', '335046671.jpg', '4808887200.jpg', '311406998.jpg', '2284991229.jpg', '3190172940.jpg', '4802945368.jpg', '141736784.jpg', '3085592876.jpg', '3798552554.jpg']",0,0,0,A large group of people are sitting at long tables in a warehouse.,A large group of people are sitting at long tables in a warehouse.
5807099586.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/5807099586.jpg,"[' A little girl in pink is standing next to a little blond and is looking at cards .', "" a woman buttoning a small child 's shirt at a formal event ."", ' A woman looking at a young blond girl with pigtails .', ' A woman in a black and white checkered shirt is coloring in a coloring book with a little blond girl .', ' A woman in a blue sweater at a child in a white shirt cutting paper .', ' A woman is talking to a little girl playing a game .', ' A woman and a young girl are sitting together at a table , playing Monopoly .', ' A middle-aged woman in a black-and-white checked shirt is sitting next to a small blond girl inside a nice room , as they are coloring together in a coloring book .', ' A woman watches a small girl with blond-hair .', ' A young woman wearing sunglasses and a blue shirt is holding a white sheet while a little girl in pigtails writes on it with a marker .']","[0.3473355174064636, 0.3353955149650574, 0.3283159136772156, 0.3242320120334625, 0.32253777980804443, 0.32087236642837524, 0.3194989264011383, 0.31642410159111023, 0.3150334656238556, 0.31473803520202637]","['4166823584.jpg', '3821187649.jpg', '4634063005.jpg', '5807099586.jpg', '3424861467.jpg', '3424861467.jpg', '2209610692.jpg', '5807099586.jpg', '179778822.jpg', '2511787709.jpg']",0,1,1,A woman in a black and white checkered shirt is coloring in a coloring book with a little blond girl,A woman in a black and white checkered shirt is coloring in a coloring book with a little blond girl
4961508842.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/4961508842.jpg,"[' A man in glasses , red tank top with the numbers displayed on it as 8026 , and blue shorts runs a race on the street .', ' A male runner wearing a red shirt grimaces as he is overtaken by another male runner who is wearing the number 161 on his chest .', ' Man in a blue shirt and red shorts running .', ' Brown-haired male running and competing in a race .', ' A very fit man runs in a race .', ' This man is running in a race ( note the number on his shirt ) and seems to be pushing it , on a paved walk right outside the city .', ' A man giving two thumbs up as he runs a race .', ' A runner dressed in red , white , and blue is running .', ' A man races another man in the background', ' Guy running head first focusing on winning .']","[0.34562620520591736, 0.326015830039978, 0.3116682767868042, 0.30917418003082275, 0.3064092695713043, 0.305351585149765, 0.30345723032951355, 0.3033108711242676, 0.3024553656578064, 0.3024541735649109]","['2925158918.jpg', '3282649301.jpg', '2924306387.jpg', '817654759.jpg', '6720912181.jpg', '7151177989.jpg', '2925163942.jpg', '2925158918.jpg', '3463268965.jpg', '6357647385.jpg']",0,0,0,A man in a red shirt and blue shorts runs a race with the number 214 on his shirt,A man in a red shirt and blue shorts runs a race with the number 214 on his shirt
3302986588.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/3302986588.jpg,"[' A little boy in a green shirt holds a blue umbrella in front of a doorway framed by orange signs with Asian writing on them .', ' A young boy with a blue umbrella waits outside a shop .', ' A young boy standing in front of a building holding a blue umbrella .', ' A young boy is standing in muddy streets holding an umbrella .', ' Chinese boy standing on a street corner .', ' A person is riding a bicycle in a city past a shop called "" Kenji "" .', ' A woman with a handbag walks past a chinese store of some sort .', ' An Asian woman is posing with a red umbrella in a marketplace in China .', ' a small child with a bike outside of a shop', ' An Oriental traveler awaits his turn at the currency exchange .']","[0.4309508502483368, 0.4092291593551636, 0.36140376329421997, 0.33435818552970886, 0.333255410194397, 0.32610076665878296, 0.3250502645969391, 0.32175618410110474, 0.32020124793052673, 0.3183535635471344]","['3302986588.jpg', '3302986588.jpg', '3302986588.jpg', '3698636872.jpg', '4553840733.jpg', '4808316459.jpg', '3817884749.jpg', '7640940298.jpg', '1339866098.jpg', '476769369.jpg']",1,1,1,A young boy in a green shirt holds a blue umbrella in front of a doorway framed by orange signs,A young boy in a green shirt holds a blue umbrella in front of a doorway framed by orange signs
6953298252.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/6953298252.jpg,"[' A soccer player in a yellow jersey heads a soccer ball while a player in an orange jersey is in close pursuit .', ' A man in a black and yellow outfit has just kicked a soccer ball , with another player watching in the background .', ' Two young men on opposing soccer teams are competing to get the ball on a soccer field .', ' Three young men , two wearing orange jerseys and one wearing a yellow jersey fighting for control of a soccer ball during a soccer game .', ' Two men in lime green shirts and black pants are playing soccer .', ' two players take down the player with the ball in a football game', ' Two male soccer players in game action .', ' Two opposing soccer players both go for the ball with the one in yellow heading the ball .', ' Three soccer players , two in orange one in yellow , running for the ball on a soccer field .', ' A soccer game in mid match , with a person in yellow about to get the ball .']","[0.3197323679924011, 0.31802821159362793, 0.31613948941230774, 0.31406283378601074, 0.3126806914806366, 0.3110063672065735, 0.310925155878067, 0.31066855788230896, 0.3098352551460266, 0.30817362666130066]","['6953298252.jpg', '7274653822.jpg', '2987121689.jpg', '7099370205.jpg', '6447635819.jpg', '2933643390.jpg', '495033548.jpg', '6953298252.jpg', '7099370205.jpg', '4242020679.jpg']",1,1,1,Two opposing soccer players both go for the ball with the one in yellow heading the ball.,Two opposing soccer players both go for the ball with the one in yellow heading the ball.
4103240621.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/4103240621.jpg,"[' A group of children and adults are gathered in an outdoor desert setting as if preparing for or returning from an outing , with several kids wearing matching light blue backpacks and a Saguaro cactus in the far left background .', ' A group of children and adults who are all wearing blue backpacks are standing on a sidewalk trail in the desert .', ' A group of young children wearing backpacks are gathered together and watching a woman in brown shorts and a white t-shirt .', ' There are two girls in the foreground of a group of people and they are both carrying shoulder bookbags .', ' A group of elementary students are on a field trip .', ' Children are on a field trip .', "" A group of children wearing hats are walking in a line , one of the children is holding a women 's hand with a hat and backpack ."", ' A large group of children with backpacks and four adult women are standing on a path and some are standing by the directory sign .', ' A group of children with backpacks on and two adult women standing in a group .', ' a group of tourists are walking down a paved trail .']","[0.3706521987915039, 0.37036991119384766, 0.3397690951824188, 0.3298640549182892, 0.3280951678752899, 0.32727065682411194, 0.3233976364135742, 0.3210241496562958, 0.3205566704273224, 0.3196866512298584]","['4103240621.jpg', '4104001356.jpg', '170614554.jpg', '2752923489.jpg', '4104001356.jpg', '7364636816.jpg', '4699396026.jpg', '4104001356.jpg', '4103240621.jpg', '2898710898.jpg']",1,1,1,A group of children and adults are gathered in an outdoor desert setting as if preparing for or returning from an out,A group of children and adults are gathered in an outdoor desert setting as if preparing for or returning from an out
367248403.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/367248403.jpg,"[' Two friends await their demise as a man with a giant snowball held above his head waits for the perfect time to strike', ' One person holds a giant snowball over two others on the ground in a snowy background .', ' Three people are playing in a snowy landscape , one is holding a large snowball ready to drop it on the others .', ' Three people are laying down in the snow with snowshoe gear on .', ' Two men and a woman are laying in the snow after snow shooing .', ' A man holding a large chunk of snow over two people on the ground .', ' Three males and one female are posing for a photograph with snow on the ground and mountains covered with green trees and snow in the background .', ' Two women from Florida experience snow for the first time , jumping for joy at the sight and feel of the cold , wet northern treasure .', ' Three people laying in the snow .', ' Two people wearing snowshoes jump into the air to pose for a photo .']","[0.3648315966129303, 0.3613671064376831, 0.35096901655197144, 0.34615543484687805, 0.3458247780799866, 0.3400733768939972, 0.33823448419570923, 0.33344241976737976, 0.33296331763267517, 0.33276239037513733]","['367248403.jpg', '367248403.jpg', '367248403.jpg', '4324845330.jpg', '6914819541.jpg', '367248403.jpg', '5408221986.jpg', '2243345188.jpg', '4324845330.jpg', '4262694145.jpg']",1,1,1,A man holds a large snowball above two people who are lying on the ground in the snow.,A man holds a large snowball above two people who are lying on the ground in the snow.
233581449.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/233581449.jpg,"[' Older lady feeding and nurturing her cats in the summer time .', ' A loving woman kneeling down near 3 cats while tending to and feeding an injured cat .', ' An older woman wearing a blue shirt and white skirt is squatting down with two black cats and a multicolored cat in front of her .', ' A white-haired woman wearing a blue shirt is squatting with three cats near her .', ' An old woman watches a cat investigates two rabbits .', ' An kneeling woman is petting two puppies .', ' Adult with glasses feeding a newborn kitten with a tiny bottle .', ' Person dressed in black with a blue hat next to several cats outside .', ' Two women tend to some animals .', ' Woman in a green shirt holding kittens .']","[0.37368255853652954, 0.3646576404571533, 0.3522718846797943, 0.34183692932128906, 0.32521703839302063, 0.31653159856796265, 0.3132874369621277, 0.31242531538009644, 0.3110303580760956, 0.30968520045280457]","['233581449.jpg', '233581449.jpg', '233581449.jpg', '233581449.jpg', '4089787993.jpg', '3548430221.jpg', '3631839768.jpg', '3539817989.jpg', '865573132.jpg', '2817132182.jpg']",1,1,1,An older woman in a blue shirt and white skirt is squatting down with three cats in front of her.,An older woman in a blue shirt and white skirt is squatting down with three cats in front of her.
2766926202.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/2766926202.jpg,"[' Two people are standing in shallow water , waving sparklers around', ' Two children playing with fireworks in shallow water', ' Two children wearing glow necklaces play with sparklers while standing in water .', ' Two people are twirling fire sticks whilst standing on the sand .', ' Bright light sparkles off water splashed up by two young guys .', ' People lighting sparklers .', ' The children play with sparklers at night .', ' Three children playing with sparklers .', ' Little kids playing with sparklers at night .', ' Two fire dancers performing at night .']","[0.4057665467262268, 0.38594940304756165, 0.3667980134487152, 0.3415828049182892, 0.3320796489715576, 0.3248794972896576, 0.32198938727378845, 0.3210805654525757, 0.32085859775543213, 0.3188311457633972]","['2766926202.jpg', '2766926202.jpg', '2766926202.jpg', '3209620285.jpg', '826919541.jpg', '2550011909.jpg', '2550011909.jpg', '2550011909.jpg', '3217266166.jpg', '4364402091.jpg']",1,1,1,"Two people are standing in shallow water, waving sparklers around.","Two people are standing in shallow water, waving sparklers around."
44201115.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/44201115.jpg,"[' A woman in blue jeans and a cyan tank top poses while petting a German Shepherd beside her .', ' A woman sitting in a tan chair beside of a dog while smiling at the camera .', ' A woman in a green shirt sitting in a chair with a dog .', ' A woman is happy to be petting her german shepard .', ' A woman in a green shirt is petting a dog .', ' A pretty woman in a black shirt is kneeling next to a white and brown dog , holding his face .', ' The girl with the black T-shirt is out with a large brown dog .', ' A light brown puppy wearing a muzzle stands upright against a woman with red nails .', ' The woman in blue shorts and a brown vest has a black dog to the right of her and a dog behind her .', ' A woman in a purple shirt and a brown puppy sit near a fountain']","[0.3608255982398987, 0.3500712513923645, 0.34965625405311584, 0.3410821557044983, 0.34081095457077026, 0.3297532796859741, 0.3207177221775055, 0.31914693117141724, 0.31253746151924133, 0.3113381862640381]","['44201115.jpg', '44201115.jpg', '44201115.jpg', '44201115.jpg', '44201115.jpg', '385452927.jpg', '2403376030.jpg', '4727548331.jpg', '1685463722.jpg', '195962790.jpg']",1,1,1,A woman in blue jeans and a green tank top is sitting in a chair with a German Shepherd dog beside her,A woman in blue jeans and a green tank top is sitting in a chair with a German Shepherd dog beside her
3264464625.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/3264464625.jpg,"["" A male is splashing around at a pool at someone 's home ."", ' Two people are in a swimming pool with water splashing around .', ' A man is jumping into a screened-in outdoor pool .', ' A young man in the pool with brown hair squirting water out of his hands .', ' The woman is in a pool and being splashed', ' A young man wearing goggles , is jumping out of a pool , splashing water everywhere .', ' A boy is being splashed in a swimming pool .', ' A boy in swimming trunks is splashing in a swimming pool .', ' A person doing the backstroke in an outdoor pool .', ' A group of people are in a swimming pool , being splashed .']","[0.34068211913108826, 0.337237149477005, 0.3357950747013092, 0.3334309756755829, 0.33331727981567383, 0.33263954520225525, 0.3280518651008606, 0.3279535472393036, 0.32654017210006714, 0.32640013098716736]","['2753682793.jpg', '3459419203.jpg', '2863501449.jpg', '300175582.jpg', '3459419203.jpg', '6898063797.jpg', '708860480.jpg', '524031846.jpg', '3636491114.jpg', '3264464625.jpg']",0,0,1,A young man in swimming trunks is splashing in a swimming pool.,A young man in swimming trunks is splashing in a swimming pool.
4086326509.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/4086326509.jpg,"[' A large group of women , wearing pink shirts and black pants , have their arms raised with the right arm outstretched and the left arm bent inwards .', ' Many women in pink shirts and black pants posing with their arms out .', ' There is a large group of young women wearing pink and black adjacent to a group of young women wearing blue and black and all of them are standing in the same pose with one arm bent and one arm straight out .', ' Dancers in a sport even performing for the stands .', ' A group of people in pink shirts waving in a parade .', ' Onlookers watch a group of dancers arms interlocked and synchronized kicks .', ' A large group , wearing pink shirts , waves to onlookers .', ' The dancers show great precision and balance with outstretched arms .', ' Women , who appear to be part of a dance troop , point .', ' A dance group performs in a parade in china .']","[0.38294291496276855, 0.3723604083061218, 0.3502749800682068, 0.32840561866760254, 0.32332929968833923, 0.3185436427593231, 0.31723061203956604, 0.31682562828063965, 0.31677016615867615, 0.3167612552642822]","['4086326509.jpg', '4086326509.jpg', '4086326509.jpg', '3906226917.jpg', '2102835360.jpg', '2430234766.jpg', '2102835360.jpg', '3603357375.jpg', '7806899062.jpg', '395125320.jpg']",1,1,1,A large group of women in pink shirts and black pants are performing a dance routine with their arms raised.,A large group of women in pink shirts and black pants are performing a dance routine with their arms raised.
2378149488.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/2378149488.jpg,"[' Boy with a red crown in a shopping cart .', ' Kid wearing a paper crown sitting in a shopping cart .', ' Dark-haired child wearing jacket and paper crown while sitting in shopping cart .', ' A young boy is wearing a paper crown while sitting in a grocery cart .', ' A young man waits on the steps of a stationary trolley in Berlin .', ' A young boy in a paper crown is sitting in a shopping basket .', ' A tired child resting in a shopping cart .', ' A boy sits inside a shopping cart .', ' A man pushing a cart selling treats of some kind .', ' A boy inside a shopping cart .']","[0.38285595178604126, 0.3705340325832367, 0.3657267987728119, 0.3553783893585205, 0.34252166748046875, 0.3319363296031952, 0.33118531107902527, 0.33060574531555176, 0.32170072197914124, 0.31989964842796326]","['2378149488.jpg', '2378149488.jpg', '2378149488.jpg', '2378149488.jpg', '543797471.jpg', '2378149488.jpg', '5356318668.jpg', '3215695965.jpg', '3045600419.jpg', '3215695965.jpg']",1,1,1,A young boy is sitting in a shopping cart while wearing a paper crown.,A young boy is sitting in a shopping cart while wearing a paper crown.
4859789355.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/4859789355.jpg,"[' A large black gorilla peers down at a group of young people from above while the peer inside his enclosure from below .', ' Four kids are climbing on a fake black bear .', ' People are transporting pigs on a truck .', ' Men partake in the act of roasting a pig .', ' Two men are loading a pig into a cage on the back of a truck that is already filled with caged pigs .', ' Men working to keep a truckload of many pigs in cages contained .', ' A cart has been overloaded , lifting the animal attached .', ' Asian men are packing pigs onto a truck as people drive by in their carts and scooters .', ' A little girl is leaning forward into a cage of cows .', ' At an open-air market stacked with colorful pet supplies , two men in jeans squatted down , peering at the puppy pressed up outside the cage filled with its litter mates .']","[0.35341644287109375, 0.340647429227829, 0.33811548352241516, 0.33610934019088745, 0.3341732323169708, 0.32948851585388184, 0.3151112198829651, 0.311967670917511, 0.3117580711841583, 0.3092045485973358]","['4859789355.jpg', '2670560883.jpg', '5083928348.jpg', '2652843146.jpg', '5083928348.jpg', '5083928348.jpg', '5958182.jpg', '5083928348.jpg', '526746449.jpg', '4533366411.jpg']",1,1,1,A large black gorilla peers down at a group of young people from above while the peer inside his enclosure from,A large black gorilla peers down at a group of young people from above while the peer inside his enclosure from
