image_name,image_path,retrieved_captions_b16,retrieved_scores_b16,retrieved_image_names_b16,hit@5_b16,raw_b16,answer_b16,retrieved_captions_b32,retrieved_scores_b32,retrieved_image_names_b32,hit@5_b32,raw_b32,answer_b32
000000378116.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000378116.jpg,"['The person in the bodysuit is surfing a wave.', 'A young surfer in a wetsuit surfs a small wave.', 'Man surfing a wave on a dull day.', 'Woman in black body suit surfing on a small wave.', 'A surfer takes a spill on a small wave.']","[0.30653971433639526, 0.30626586079597473, 0.3011588752269745, 0.3011176586151123, 0.2998345196247101]","['000000148739.jpg', '000000252701.jpg', '000000050943.jpg', '000000148739.jpg', '000000220584.jpg']",0,A surfer in a black wetsuit is riding a wave.,A surfer in a black wetsuit is riding a wave.,"['Man surfing a wave on a dull day.', 'A man in a wet suit is surfing.', 'A man is surfing on a small wave.', 'A young surfer in a wetsuit surfs a small wave.', 'A surfer takes a spill on a small wave.']","[0.3312528729438782, 0.32915014028549194, 0.3258833885192871, 0.32492056488990784, 0.32455286383628845]","['000000050943.jpg', '000000278973.jpg', '000000051314.jpg', '000000252701.jpg', '000000220584.jpg']",0,A surfer in a wetsuit is riding a small wave.,A surfer in a wetsuit is riding a small wave.
000000128476.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000128476.jpg,"['A display of several elaborately decorated pink and white cakes.', 'a bunch of heart shaped cakes are on display', 'A able topped with lots of heart shaped cakes.', 'Large collection of cakes shaped like hearts on a display.', 'The cake is prepared and ready to be eaten.']","[0.33079221844673157, 0.31910744309425354, 0.3000425696372986, 0.29619014263153076, 0.2774216830730438]","['000000128476.jpg', '000000128476.jpg', '000000128476.jpg', '000000128476.jpg', '000000173383.jpg']",1,A display of several elaborately decorated pink and white cakes.,A display of several elaborately decorated pink and white cakes.,"['A display of several elaborately decorated pink and white cakes.', 'a bunch of heart shaped cakes are on display', 'Two women are selling cakes and other items inside of an outdoor stand.', 'A smiling man sitting by a very nice looking cake.', 'a young kid sits in front of a birth day cake ']","[0.3540979325771332, 0.3149673044681549, 0.30493056774139404, 0.30490779876708984, 0.30382969975471497]","['000000128476.jpg', '000000128476.jpg', '000000300276.jpg', '000000156643.jpg', '000000180101.jpg']",1,A display of several elaborately decorated pink and white cakes.,A display of several elaborately decorated pink and white cakes.
000000353180.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000353180.jpg,"['Over ten men pushing a charter bus with a woman watching.', 'A group of people who are pushing a school bus.', 'Men climbing on board a bus that needs to be repaired.', 'A group of people getting off of a bus.', 'A group of people getting off of a bus .']","[0.28783297538757324, 0.2877761423587799, 0.2841489315032959, 0.2756064534187317, 0.2756064534187317]","['000000353180.jpg', '000000353180.jpg', '000000445834.jpg', '000000507797.jpg', '000000507797.jpg']",1,A group of people getting off of a bus.,A group of people getting off of a bus.,"['Over ten men pushing a charter bus with a woman watching.', 'Men are standing around on a city bus.', 'People line up to take a city bus.', 'A group of people who are pushing a school bus.', 'A group of people getting off of a bus .']","[0.33313146233558655, 0.2999441921710968, 0.2989910840988159, 0.294432669878006, 0.29231786727905273]","['000000353180.jpg', '000000463199.jpg', '000000377723.jpg', '000000353180.jpg', '000000507797.jpg']",1,A group of people are pushing a charter bus with a woman watching.,A group of people are pushing a charter bus with a woman watching.
000000233370.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000233370.jpg,"['A woman lies on the ground under a suitcase.', 'A person lying on the ground with a suit case on top of them.', 'A person laying crushed underneath a black piece of luggage.', 'Someone who is laying down under a suitcase.', 'a female in a black shirt is in a suitcase']","[0.3540712594985962, 0.34694361686706543, 0.3117152154445648, 0.29820960760116577, 0.29182204604148865]","['000000233370.jpg', '000000233370.jpg', '000000233370.jpg', '000000233370.jpg', '000000127660.jpg']",1,A woman lies on the ground under a suitcase.,A woman lies on the ground under a suitcase.,"['A person lying on the ground with a suit case on top of them.', 'A woman lies on the ground under a suitcase.', 'a cellophone broken into pieces by a womans feet', 'Someone who is laying down under a suitcase.', 'A doll in a open suitcase on the ground.']","[0.3513730764389038, 0.34777554869651794, 0.33775803446769714, 0.31714990735054016, 0.31121835112571716]","['000000233370.jpg', '000000233370.jpg', '000000036660.jpg', '000000233370.jpg', '000000180296.jpg']",1,A person lies on the ground under a suitcase.,A person lies on the ground under a suitcase.
000000205647.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000205647.jpg,"['A Fedex truck drives in front of hills.', 'Two large trucks are parked near each other.', 'A semi truck pulling a chain of three trailers.', 'A truck with two trailers moves down a road. ', 'The small maroon car drives near two large trucks.']","[0.3508463501930237, 0.2659064531326294, 0.2633933424949646, 0.25976234674453735, 0.25238150358200073]","['000000205647.jpg', '000000154000.jpg', '000000205647.jpg', '000000478474.jpg', '000000155341.jpg']",1,A Fedex truck drives in front of hills.,A Fedex truck drives in front of hills.,"['A Fedex truck drives in front of hills.', 'Truck viewed from the back with vans and trucks visible in the background of the image.', 'Two large trucks are parked near each other.', 'A truck with two trailers moves down a road. ', 'An eighteen wheeler truck is parked in a lot. ']","[0.42179787158966064, 0.32334405183792114, 0.3203623592853546, 0.31704121828079224, 0.31217387318611145]","['000000205647.jpg', '000000338428.jpg', '000000154000.jpg', '000000478474.jpg', '000000123131.jpg']",1,A Fedex truck drives in front of hills.,A Fedex truck drives in front of hills.
000000336265.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000336265.jpg,"['A person trying to reach a Frisbee in a field with high brown grass.', 'A guy playing in a big grassy field with a disc.', 'A man standing on top of a grass covered field with a frisbee.', 'A little boy standing in a field below a kite.', 'A man in a grassy field about to catch a frisbee.']","[0.3267703354358673, 0.3089568018913269, 0.3043269217014313, 0.30318504571914673, 0.2992137670516968]","['000000259097.jpg', '000000223955.jpg', '000000423104.jpg', '000000221291.jpg', '000000328238.jpg']",0,A man in a grassy field about to catch a frisbee.,A man in a grassy field about to catch a frisbee.,"['Man on a marked field holding a frisbee in his hand. ', 'A man standing on top of a grass covered field with a frisbee.', 'A man holding a red frisbee while standing on lush green field.', 'A man in a grassy field about to catch a frisbee.', 'A person trying to reach a Frisbee in a field with high brown grass.']","[0.3161596357822418, 0.3133818209171295, 0.3124748468399048, 0.30968308448791504, 0.30747175216674805]","['000000409198.jpg', '000000423104.jpg', '000000223955.jpg', '000000328238.jpg', '000000259097.jpg']",0,A man in a field with a frisbee.,A man in a field with a frisbee.
000000342295.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000342295.jpg,"['Someone put their art collection in their bath tub.', 'A white toilet sitting next to a bath tub filled with paintings.', 'a bathtub with several large paintings in it', 'A bathroom view with a toilet and picture frames inside a tub.', 'A very old bathroom has dusty toilet and clawfoot tub.']","[0.34201157093048096, 0.33198311924934387, 0.325290709733963, 0.29870083928108215, 0.2847781479358673]","['000000342295.jpg', '000000342295.jpg', '000000342295.jpg', '000000342295.jpg', '000000023666.jpg']",1,A bathroom view with a toilet and picture frames inside a tub.,A bathroom view with a toilet and picture frames inside a tub.,"['A white toilet sitting next to a bath tub filled with paintings.', 'Someone put their art collection in their bath tub.', 'a bathtub with several large paintings in it', 'A bathroom view with a toilet and picture frames inside a tub.', 'A toilet with a poster above it in a bathroom']","[0.3813759684562683, 0.36207205057144165, 0.34933793544769287, 0.31612351536750793, 0.30506664514541626]","['000000342295.jpg', '000000342295.jpg', '000000342295.jpg', '000000342295.jpg', '000000394328.jpg']",1,A white toilet sitting next to a bath tub filled with paintings.,A white toilet sitting next to a bath tub filled with paintings.
000000163746.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000163746.jpg,"['Girls playing on a beach with an airplane flying above them. ', 'A pretty young girl standing next to another pretty young girl on a beach.', 'The photo shows the many ways to enjoy the beach--kite flying, bathing, lying in the sun, walking along the sand.', 'Two people on a beach flying  akite', 'two girls walk off the windy beach while a kite flies overhead']","[0.3234507441520691, 0.2698309123516083, 0.2548658549785614, 0.24664407968521118, 0.2464769184589386]","['000000163746.jpg', '000000163746.jpg', '000000308587.jpg', '000000263679.jpg', '000000294695.jpg']",1,Two girls walk off the windy beach while a kite flies overhead.,Two girls walk off the windy beach while a kite flies overhead.,"['Girls playing on a beach with an airplane flying above them. ', 'There are 2 girls walking on the beach and a kite in the sky.', 'two girls walk off the windy beach while a kite flies overhead', 'Two people on a beach flying  akite', 'A pretty young girl standing next to another pretty young girl on a beach.']","[0.35940298438072205, 0.3081509470939636, 0.29880473017692566, 0.2919255495071411, 0.280897855758667]","['000000163746.jpg', '000000294695.jpg', '000000294695.jpg', '000000263679.jpg', '000000163746.jpg']",1,Two girls walking on the beach with an airplane flying above them.,Two girls walking on the beach with an airplane flying above them.
000000097924.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000097924.jpg,"['This is a horse being put into a trailer.', 'Three people try to guide a horse into a trailer. ', 'Two irking horses pulling a piece of equipment guided by a man.', 'a couple of horses pull a contraption ', 'A horse drawn carriage being pulled through the mud']","[0.3036857545375824, 0.2852688133716583, 0.27014610171318054, 0.25214052200317383, 0.24228620529174805]","['000000097924.jpg', '000000097924.jpg', '000000317433.jpg', '000000317433.jpg', '000000047571.jpg']",1,Three people try to guide a horse into a trailer.,Three people try to guide a horse into a trailer.,"['Three people try to guide a horse into a trailer. ', 'This is a horse being put into a trailer.', 'Two irking horses pulling a piece of equipment guided by a man.', 'A farmer with draught horses uses a plow to furrow', 'A game at an outdoor fair called ""Ball In The Bog""']","[0.3274458944797516, 0.31685206294059753, 0.28318876028060913, 0.2783828675746918, 0.2774152159690857]","['000000097924.jpg', '000000097924.jpg', '000000317433.jpg', '000000132408.jpg', '000000110042.jpg']",1,Three people try to guide a horse into a trailer.,Three people try to guide a horse into a trailer.
000000164115.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000164115.jpg,"['A surfboard is stowed in a rack alongside a walkway.', 'a surf board leaning on a wheel barrel ', 'A surfboard sitting next to a shopping cart.', 'a white and yellow surfboard in a bicycles rack ', 'The ocean sits near a sidewalk and viewing contraption. ']","[0.3105636239051819, 0.30185818672180176, 0.29569560289382935, 0.2947766184806824, 0.2908039093017578]","['000000164115.jpg', '000000107554.jpg', '000000164115.jpg', '000000164115.jpg', '000000333956.jpg']",1,A surfboard is stowed in a rack alongside a walkway.,A surfboard is stowed in a rack alongside a walkway.,"['A surfboard is stowed in a rack alongside a walkway.', 'a surf board leaning on a wheel barrel ', 'There are a lot of surf boards leaning against the building.', 'a yellow sign of a person carrying a surf board', 'A blue, yellow and green surfboard sticking out of a sandy beach.']","[0.36010435223579407, 0.35558682680130005, 0.3316304087638855, 0.32045355439186096, 0.31755027174949646]","['000000164115.jpg', '000000107554.jpg', '000000529939.jpg', '000000098497.jpg', '000000204329.jpg']",1,A surfboard is leaning against a wall on a sidewalk.,A surfboard is leaning against a wall on a sidewalk.
000000375763.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000375763.jpg,"['Sheep are standing together outside in a field', ""The sheep with most of it's wool shaved off stands near the herd."", 'Curious sheep on a large, well used pasture.', 'Several sheep standing around in the grass. ', 'a bunch of sheep are standing behind a fence']","[0.30092769861221313, 0.3002181947231293, 0.29807204008102417, 0.29746943712234497, 0.29701319336891174]","['000000364322.jpg', '000000295231.jpg', '000000410428.jpg', '000000295231.jpg', '000000290592.jpg']",0,Several sheep are standing together in a field.,Several sheep are standing together in a field.,"['A number of sheep gathered together looking around while standing on grass.', 'Sheep are standing together outside in a field', 'The sheep gathered in the meadow wait to be told where to go', 'Several sheep standing around in the grass. ', 'A group of sheep standing next to each other on a field.']","[0.33099105954170227, 0.32073697447776794, 0.3195987939834595, 0.3187906742095947, 0.31627410650253296]","['000000364322.jpg', '000000364322.jpg', '000000364322.jpg', '000000295231.jpg', '000000198960.jpg']",0,Several sheep standing together in a field.,Several sheep standing together in a field.
000000423944.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000423944.jpg,"['Two mannequins featuring a display of fashionable clothing.', 'A man and woman in costume like clothing standing together.', 'A couple is posing together dressed in outlandish attire', 'There are two people dressed up in formal attire', 'Headless statues show of clothing beneath a colored background.']","[0.26183801889419556, 0.25971853733062744, 0.25638917088508606, 0.24782013893127441, 0.23781493306159973]","['000000423944.jpg', '000000151657.jpg', '000000151657.jpg', '000000151657.jpg', '000000423944.jpg']",1,Two mannequins featuring a display of fashionable clothing.,Two mannequins featuring a display of fashionable clothing.,"['a couple of people that are dressed up dancing', 'Two mannequins featuring a display of fashionable clothing.', 'There are two people dressed up in formal attire', 'Headless statues show of clothing beneath a colored background.', 'A man standing in front of a woman.']","[0.2954821288585663, 0.2812460958957672, 0.2793261408805847, 0.26741117238998413, 0.26393717527389526]","['000000060932.jpg', '000000423944.jpg', '000000151657.jpg', '000000423944.jpg', '000000313034.jpg']",1,Two mannequins featuring a display of fashionable clothing.,Two mannequins featuring a display of fashionable clothing.
000000080273.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000080273.jpg,"['a young boy is standing on a snowboard ', 'man on his knees with his snow board still attached, hands on hips', 'A man on a snowboard on a groomed slope.', 'A male snowboarder sits with his board on a snowy hill.', 'A snow boarder is going down the slope on his board.']","[0.3163791596889496, 0.31078067421913147, 0.3052147924900055, 0.30383992195129395, 0.302006334066391]","['000000097278.jpg', '000000094944.jpg', '000000125257.jpg', '000000193429.jpg', '000000125257.jpg']",0,A man on a snowboard on a groomed slope.,A man on a snowboard on a groomed slope.,"['a young boy is standing on a snowboard ', 'A person in a green jacket skiing down a slope', 'man on his knees with his snow board still attached, hands on hips', 'A young man is snowboarding on top of some snow. ', 'A person standing in the snow near a snow board.']","[0.3516635298728943, 0.345684677362442, 0.3400335907936096, 0.3363749086856842, 0.33227473497390747]","['000000097278.jpg', '000000094614.jpg', '000000094944.jpg', '000000023359.jpg', '000000326128.jpg']",0,A person in a green jacket is snowboarding down a snowy slope.,A person in a green jacket is snowboarding down a snowy slope.
000000356169.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000356169.jpg,"['A street going trough the center of a small town.', 'A stormy cloud overshadows houses and a neighborhood intersection.', 'There are cars on the street in the distance.', 'A wet road in a rural neighborhood. ', 'Vehicle traffic on a hilly street in a small town.']","[0.3077230155467987, 0.3059348464012146, 0.2958504557609558, 0.2925772964954376, 0.28541189432144165]","['000000563653.jpg', '000000356169.jpg', '000000054967.jpg', '000000356169.jpg', '000000309391.jpg']",1,A street going trough the center of a small town.,A street going trough the center of a small town.,"['A street going trough the center of a small town.', 'A wet road in a rural neighborhood. ', 'There are cars on the street in the distance.', 'A stormy cloud overshadows houses and a neighborhood intersection.', 'Vehicle traffic on a hilly street in a small town.']","[0.33927059173583984, 0.3309617042541504, 0.32985183596611023, 0.32820460200309753, 0.3226219713687897]","['000000563653.jpg', '000000356169.jpg', '000000054967.jpg', '000000356169.jpg', '000000309391.jpg']",1,A stormy cloud overshadows houses and a neighborhood intersection.,A stormy cloud overshadows houses and a neighborhood intersection.
000000282912.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000282912.jpg,"['A giraffe at a zoo eating some grass.', 'the neck and head of a giraffe at the zoo', 'A Giraffe looking down in front of a fence.', 'A giraffe at the zoo leans down to feed', 'A giraffe in the display at the zoo.']","[0.3253094553947449, 0.32062825560569763, 0.3200905919075012, 0.31771737337112427, 0.31667935848236084]","['000000151662.jpg', '000000471567.jpg', '000000469652.jpg', '000000301981.jpg', '000000289586.jpg']",0,A giraffe at a zoo leans down to feed.,A giraffe at a zoo leans down to feed.,"['A giraffe standing in his enclosure at the zoo.', 'A very cute giraffe making a funny face.', 'A giraffe in the display at the zoo.', 'A picture of a giraffe standing in a zoo exhibit.', 'A giraffe walking about in a large enclosure. ']","[0.3457034230232239, 0.3421742022037506, 0.34074515104293823, 0.3402027487754822, 0.3396958112716675]","['000000301981.jpg', '000000017031.jpg', '000000289586.jpg', '000000498857.jpg', '000000289659.jpg']",0,A giraffe standing in his enclosure at the zoo.,A giraffe standing in his enclosure at the zoo.
000000004395.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000004395.jpg,"['A young man wearing a white shirt and tie.', 'a man that has a shirt and a tie', 'A man wearing a shirt and a pixilated looking neck tie.', 'Man in a dress shirt and tie looks in front of him. ', 'A guy wearing a tie has his hands in his pockets. ']","[0.33198073506355286, 0.32856371998786926, 0.3239234685897827, 0.31384342908859253, 0.3123270869255066]","['000000004395.jpg', '000000471087.jpg', '000000067534.jpg', '000000004395.jpg', '000000476415.jpg']",1,A man wearing a shirt and a tie looks in front of him.,A man wearing a shirt and a tie looks in front of him.,"['A person stands and shows his tie off.', 'A man wearing a shirt and a pixilated looking neck tie.', 'A man is showing off his religious tie', 'A man wearing a neck tie and a white shirt.', 'a man that has a shirt and a tie']","[0.357940673828125, 0.34437093138694763, 0.34334900975227356, 0.3427934944629669, 0.34125110507011414]","['000000476415.jpg', '000000067534.jpg', '000000460683.jpg', '000000258541.jpg', '000000471087.jpg']",0,A man wearing a neck tie and a white shirt.,A man wearing a neck tie and a white shirt.
000000194940.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000194940.jpg,"['Three small dishes have different kinds of vegetables. ', 'There are several bowls with veggies in them', 'Four bowls of snacks of vegetables and crackers.', 'Four containers of cooked rice, carrots, beans and an egg', 'a couple of tins with some food in them']","[0.309345543384552, 0.3062938451766968, 0.2953979969024658, 0.287965327501297, 0.28633227944374084]","['000000194940.jpg', '000000194940.jpg', '000000314182.jpg', '000000221872.jpg', '000000567898.jpg']",1,Four bowls of vegetables and crackers are on a table.,Four bowls of vegetables and crackers are on a table.,"['The small black bowls have peppers and carrots in them.', 'a couple of tins with some food in them', 'The blender is being used to liquify vegetables  for sauces during dinner preparation.', 'The healthy lunch is packed up and ready to be eaten. ', 'A serving of rice, carrots, green pod beans and an egg each in their own small plastic containers.']","[0.3343959152698517, 0.3197324275970459, 0.3149803578853607, 0.3125933110713959, 0.31072136759757996]","['000000194940.jpg', '000000567898.jpg', '000000320706.jpg', '000000251119.jpg', '000000221872.jpg']",1,A blender is on a table next to four small bowls of vegetables.,A blender is on a table next to four small bowls of vegetables.
000000218439.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000218439.jpg,"['A kid on a bed with dozens of photos on the wall behind him.', 'Guy sitting down and using his cell during the party', 'a man on his phone in some kind of room', 'A man on a cell phone with some tools on a bed nearby.', 'A guy in a green shirt holding his cell phone to take a picture.']","[0.32430654764175415, 0.28120502829551697, 0.2746122479438782, 0.27350568771362305, 0.2728353440761566]","['000000218439.jpg', '000000498747.jpg', '000000273420.jpg', '000000273420.jpg', '000000120420.jpg']",1,A man in a green shirt is sitting on a bed with a cup in his hand and a cell phone in his other,A man in a green shirt is sitting on a bed with a cup in his hand and a cell phone in his other,"['A guy in a green shirt casually plays the Nintendo Wii.', 'a guy playing wii in a blurry photo', 'A man holding a Wii controller making a very funny face', ' Playing Wii with the nunchuk never looked so good.', 'Blurry photo of a young man playing a video game.']","[0.32392197847366333, 0.3171860873699188, 0.3161778151988983, 0.31552863121032715, 0.31445446610450745]","['000000109313.jpg', '000000506178.jpg', '000000391140.jpg', '000000474021.jpg', '000000506178.jpg']",0,A man in a green shirt is sitting on a bed with a wall covered in photos and holding a cell phone.,A man in a green shirt is sitting on a bed with a wall covered in photos and holding a cell phone.
000000193162.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000193162.jpg,"['a cow walks as a man on a quad follows it ', 'a man on a three wheeler following behind a two dogs and a cow', 'A man is right behind a cow on green grass.', 'An old man walking a big brown cow around.', 'Why would the cow be grazing in front of those homes?\n']","[0.32279306650161743, 0.31190913915634155, 0.30768632888793945, 0.28485608100891113, 0.2811187207698822]","['000000193162.jpg', '000000193162.jpg', '000000193162.jpg', '000000399764.jpg', '000000361268.jpg']",1,A man is right behind a cow on green grass.,A man is right behind a cow on green grass.,"['a cow walks as a man on a quad follows it ', 'a man on a three wheeler following behind a two dogs and a cow', 'A man is right behind a cow on green grass.', 'A man plowing with oxen on a dirt road.', 'Two men guiding cows while behind on horses. ']","[0.33201730251312256, 0.31909123063087463, 0.3069283664226532, 0.30133605003356934, 0.29910317063331604]","['000000193162.jpg', '000000193162.jpg', '000000193162.jpg', '000000455219.jpg', '000000276024.jpg']",1,A man is right behind a cow on green grass.,A man is right behind a cow on green grass.
000000279769.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000279769.jpg,"['The banana is laying next to an almost empty bowl.', 'a small stereo a banana and a flashlight', 'A banana resting on a paper towel atop a wooden table.', 'The various pictures are featuring bananas and holders.', 'A opened peeld banana half way eatened. ']","[0.33016833662986755, 0.3173382878303528, 0.3099435865879059, 0.30912432074546814, 0.30564072728157043]","['000000348708.jpg', '000000163951.jpg', '000000279769.jpg', '000000193926.jpg', '000000190853.jpg']",1,A banana resting on a paper towel atop a wooden table.,A banana resting on a paper towel atop a wooden table.,"['The banana is laying next to an almost empty bowl.', 'A banana and a nearly empty bowl of food resting on top of a table.', 'A banana resting on a paper towel atop a wooden table.', 'The plate has a banana being sliced near cookies.', 'a banana some papers and a pencil on a wooden table']","[0.3930213749408722, 0.3597595691680908, 0.34575679898262024, 0.34231990575790405, 0.340287983417511]","['000000348708.jpg', '000000348708.jpg', '000000279769.jpg', '000000521540.jpg', '000000279769.jpg']",1,A banana resting on a paper towel atop a wooden table.,A banana resting on a paper towel atop a wooden table.
000000216296.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000216296.jpg,"['A tennis player makes a quick shuffle to return the ball.', 'a tennis player who has just made a shot.', 'The tennis player does not know what to expect with the next serve.', 'The tennis player throws the ball up to serve', 'A tennis match with one of the players serving the ball.']","[0.2842583954334259, 0.2775261104106903, 0.2764081656932831, 0.27559584379196167, 0.27485620975494385]","['000000325347.jpg', '000000386352.jpg', '000000397279.jpg', '000000376900.jpg', '000000083172.jpg']",0,A tennis player makes a quick shuffle to return the ball.,A tennis player makes a quick shuffle to return the ball.,"[""The tennis player's feet leave the ground as he hits the ball. "", 'The tennis player does not know what to expect with the next serve.', 'Strike a pose, you hunky young tennis player!', 'The tennis player throws the ball up to serve', 'A man hitting a tennis ball during a tennis match.']","[0.3085373044013977, 0.30703097581863403, 0.30589911341667175, 0.3018929660320282, 0.3004535436630249]","['000000236426.jpg', '000000397279.jpg', '000000248112.jpg', '000000376900.jpg', '000000064718.jpg']",0,A man hitting a tennis ball during a tennis match.,A man hitting a tennis ball during a tennis match.
000000060886.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000060886.jpg,"['A baseball team celebrates on the field together.', 'A baseball team crowd together on the field', 'A baseball team all huddled together on the baseball field . ', 'The entire baseball team has gathered on the field for a celebration. ', 'Several baseball players in the middle of a game.']","[0.30922991037368774, 0.302933931350708, 0.30263373255729675, 0.30091550946235657, 0.29398736357688904]","['000000060886.jpg', '000000060886.jpg', '000000060886.jpg', '000000060886.jpg', '000000359540.jpg']",1,A baseball team is huddled together on the field celebrating.,A baseball team is huddled together on the field celebrating.,"['A baseball team celebrates on the field together.', 'A baseball team playing a baseball game in front of a crowd.', 'Several baseball players in the middle of a game.', 'A baseball team all huddled together on the baseball field . ', 'a number of baseball players on a field ']","[0.34038761258125305, 0.32376834750175476, 0.3221268653869629, 0.31833648681640625, 0.316226989030838]","['000000060886.jpg', '000000065798.jpg', '000000359540.jpg', '000000060886.jpg', '000000229601.jpg']",1,A baseball team celebrates on the field together.,A baseball team celebrates on the field together.
000000044652.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000044652.jpg,"['A nice jet plane flying into some grey skies.', 'An aircraft is flying in a cloudy sky. ', 'A big plane flying low  on a cloudy sky', 'A white plane flies in the cloudy sky.', 'A biplane flying upside down leaving a large vapor trail.']","[0.306903213262558, 0.3028102219104767, 0.30219876766204834, 0.2971656024456024, 0.2966492772102356]","['000000392481.jpg', '000000392481.jpg', '000000543528.jpg', '000000383621.jpg', '000000199977.jpg']",0,A biplane flying upside down leaving a large vapor trail.,A biplane flying upside down leaving a large vapor trail.,"['A nice jet plane flying into some grey skies.', 'A tri-motor, vintage airplane on final approach to land.', 'An aircraft is flying in a cloudy sky. ', 'A biplane leaves a smoke trail while doing a trick.', 'A biplane flying upside down leaving a large vapor trail.']","[0.3483232259750366, 0.3438103497028351, 0.33224740624427795, 0.33114829659461975, 0.32970911264419556]","['000000392481.jpg', '000000137950.jpg', '000000392481.jpg', '000000199977.jpg', '000000199977.jpg']",0,A biplane flying upside down leaving a large vapor trail.,A biplane flying upside down leaving a large vapor trail.
000000223959.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000223959.jpg,"['Man in yellow top getting ready to play tennis.', 'A man in a defensive stance holding a racquet.', 'A young man in a yellow shirt preparing to serve in an tennis match.', 'A man getting ready to serve the ball in a tennis game.', 'The tennis player looks solemn holding his racket.']","[0.3299349248409271, 0.31425681710243225, 0.31412383913993835, 0.31146320700645447, 0.30895569920539856]","['000000384670.jpg', '000000199310.jpg', '000000384670.jpg', '000000521956.jpg', '000000361147.jpg']",0,A man in a yellow shirt and black shorts is holding a tennis racket on a tennis court.,A man in a yellow shirt and black shorts is holding a tennis racket on a tennis court.,"['A man holds a tennis racket in his hand and looks up.', 'A man holding a tennis racket over his head.', 'A man holding a tennis racket is holding up his hand.', 'A young man holds up a tennis racket.', 'A man is holding a tennis racket while posing.']","[0.3360748589038849, 0.32997947931289673, 0.32686474919319153, 0.32626575231552124, 0.32611167430877686]","['000000382009.jpg', '000000152686.jpg', '000000193743.jpg', '000000321790.jpg', '000000342128.jpg']",0,A man holding a tennis racket over his head.,A man holding a tennis racket over his head.
000000079188.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000079188.jpg,"['Two giraffes are shown standing in a grassy field.', 'Two giraffes, one looking toward the camera, stand on some grass.', 'Two giraffes are standing in the tall grass.', 'An adult and a younger giraffe are facing the same direction.', 'Two tall giraffes graze on bushes in an open field.']","[0.32296493649482727, 0.32228025794029236, 0.3221046030521393, 0.32100722193717957, 0.3201690912246704]","['000000445365.jpg', '000000445365.jpg', '000000079188.jpg', '000000079565.jpg', '000000394611.jpg']",1,"Two giraffes, one looking toward the camera, stand on some grass.","Two giraffes, one looking toward the camera, stand on some grass.","['A couple giraffes staring in the same direction', 'a couple of giraffes are standing in a field', 'Two giraffe standing next to each other on a field.', 'Two tall giraffe standing next to each other.', 'Two giraffes standing in a field looking in the same direction.']","[0.3430541753768921, 0.3421408236026764, 0.34183216094970703, 0.3416198492050171, 0.34075480699539185]","['000000504580.jpg', '000000320425.jpg', '000000165336.jpg', '000000480842.jpg', '000000079188.jpg']",1,Two giraffes standing in a field looking in the same direction.,Two giraffes standing in a field looking in the same direction.
