,image_name,image_path,retrieved_captions,retrieved_scores,retrieved_image_names,hit@1,hit@5,hit@10,raw_rag,answer_rag,references,bleu_rag,rouge1_rag,rouge2_rag,rougeL_rag,clipscore_rag
40,000000227478.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000227478.jpg,"['A black and white photo of a couple sitting on two park benches.', 'Two people are sitting on chairs talking on at a corner.', 'two people sitting on a bench near trees', 'A couple of guys that were eating and are now on their cell phones.', 'Two young boys sitting on a bench texting on their cell phones.', 'two people sitting on benches with trees in the background', 'Two people sit on a bench with pigeons and other people nearby.', 'Some people are sitting on the benches and relaxing. ', 'People sitting on a park bench watching cars go by.', 'Two women waiting at a bench next to a street.']","[0.3567807376384735, 0.33460912108421326, 0.3323991000652313, 0.32858800888061523, 0.3272479772567749, 0.32604947686195374, 0.32584354281425476, 0.32507479190826416, 0.3248819410800934, 0.3226434290409088]","['000000089697.jpg', '000000008211.jpg', '000000227478.jpg', '000000345356.jpg', '000000073533.jpg', '000000351530.jpg', '000000548780.jpg', '000000209222.jpg', '000000553669.jpg', '000000517069.jpg']",0,1,1,Two people are sitting on a bench with trees in the background.,Two people are sitting on a bench with trees in the background.,"['two women sitting on a park bench, one looking over her shoulder', 'Two women sit next to each other on a park bench.', 'two people sitting on a bench near trees', 'A pair of girls sit on a bench outside.', 'Black and white photograph of women on an old park bench']",0.24384183193426084,0.7000000000000001,0.4444444444444444,0.7000000000000001,0.3251633644104004
41,000000429109.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000429109.jpg,"['a bus and some cars parked outside a station', 'The buses are parked next to the pole.', 'Several buses on a street near a covered bus stop.', 'Double-Decker buses line up at a bus stop.', 'some red and black buses are parked and a building', 'A fire truck parked in a parking lot with other trucks. ', 'Red bus sitting in a bus station parking spot.', 'The rail trolley is driving in front of other automobiles. ', 'there is a white and a red bus that is stopped on this street', 'Cars and a bus stopped for a train at a crossing.']","[0.33592724800109863, 0.33451327681541443, 0.33154505491256714, 0.3281710743904114, 0.32524046301841736, 0.32221800088882446, 0.32191145420074463, 0.31964239478111267, 0.31865066289901733, 0.31793588399887085]","['000000243867.jpg', '000000336658.jpg', '000000429109.jpg', '000000334371.jpg', '000000452321.jpg', '000000500613.jpg', '000000452321.jpg', '000000376625.jpg', '000000303305.jpg', '000000057149.jpg']",0,1,1,Several buses on a street near a covered bus stop.,Several buses on a street near a covered bus stop.,"['A street filled with buses and a white van.', 'Electric trolleys, bus, limo bus, and bicycle on a street.', 'Trains and buses in a town with a large mountain behind it.', 'Several buses are gathered on a street with palm trees.', 'Several buses on a street near a covered bus stop.']",1.0,1.0,1.0,1.0,0.33154505491256714
42,000000016958.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000016958.jpg,"['A living room with an old fireplace and desk.', 'View of two desks with chairs next to a fireplace in an old style living room.', 'A room with furniture and a fire place.', 'A sitting room with old furniture roped off to the public. ', 'A room with a fireplace and a wooden table.', 'The chair and couch are in the room with the fireplace.', 'an image of a very old fashioned living room', 'a room with a fire place and a group of chairs ', 'A living room with fireplace, table, and piano.', 'a living room with a fireplace and a table and chair.']","[0.3376654088497162, 0.33612582087516785, 0.32989782094955444, 0.32868126034736633, 0.3232758939266205, 0.3140050768852234, 0.31335774064064026, 0.29924288392066956, 0.2982723116874695, 0.2971290946006775]","['000000016958.jpg', '000000016958.jpg', '000000031248.jpg', '000000546964.jpg', '000000016958.jpg', '000000453722.jpg', '000000458410.jpg', '000000016958.jpg', '000000367569.jpg', '000000016958.jpg']",1,1,1,A living room with an old fireplace and furniture.,A living room with an old fireplace and furniture.,"['A room with a fireplace and a wooden table.', 'a living room with a fireplace and a table and chair.', 'A living room with an old fireplace and desk.', 'View of two desks with chairs next to a fireplace in an old style living room.', 'a room with a fire place and a group of chairs']",0.8633400213704505,0.8888888888888888,0.875,0.8888888888888888,0.3339148759841919
43,000000479912.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000479912.jpg,"['View from gate of jet connected to jet way for passengers to board or deplane', 'The airplane is on the ground, but getting ready for takeoff.', 'some planes on an air port run way', 'A JAL jetliner on the tarmac at an airport.', 'An airplane pulled up to a gate on the tarmac.', 'a white and red plane parked on a tarmac', 'One white and red plane and one grey plane on the ground', 'An airplane sits outside, ready at the airport.', 'The plane is parked at the gate at the airport terminal.', 'A plane pulled up to a gate with the jet bridge out. ']","[0.3277953267097473, 0.31604939699172974, 0.31253185868263245, 0.31060683727264404, 0.31055498123168945, 0.307720810174942, 0.30559056997299194, 0.30548804998397827, 0.30435293912887573, 0.30279526114463806]","['000000348881.jpg', '000000490413.jpg', '000000099054.jpg', '000000013348.jpg', '000000477441.jpg', '000000384350.jpg', '000000408112.jpg', '000000477441.jpg', '000000348881.jpg', '000000110721.jpg']",0,0,0,An airplane is parked at the gate with the jet bridge out.,An airplane is parked at the gate with the jet bridge out.,"['A white airplane parked on a runway under a blue sky.', 'The loading dock is attached to the side of a four engine airliner.', 'A AIRPLANE THAT HAS LANDED ON A RUNWAY YELLOW LINE', 'A large passenger jumbo jet takes passengers on the runway', 'An airplane with one wing stands motionless on the tarmac.']",0.04926862021119254,0.3636363636363636,0.09999999999999999,0.3636363636363636,0.31496959924697876
44,000000575357.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000575357.jpg,"['A dog chasing a coaster frisbee in a field near a wire fence.', 'A dog runs after a frisbee by a fence.', 'A brown curly haired dog chasing after a red frisbee', 'A brown dog leaping to catch a flying disc.', 'A dog leaping to catch a red frisbee.', 'a dog is jumping in the air toward a disk', 'A tan dog leaping to catch a Frisbee', 'A dog and some cattle by a fence..', 'A dog that is jumping in the air looking at a frisbee.', 'A dog or bear in a controlled area doing something with balls.']","[0.37258318066596985, 0.34121307730674744, 0.3141156733036041, 0.3134974241256714, 0.306535005569458, 0.30543386936187744, 0.30420583486557007, 0.29741570353507996, 0.2953569293022156, 0.29417678713798523]","['000000575357.jpg', '000000575357.jpg', '000000575357.jpg', '000000225670.jpg', '000000017029.jpg', '000000225670.jpg', '000000255664.jpg', '000000329447.jpg', '000000575357.jpg', '000000042296.jpg']",1,1,1,A dog leaping to catch a red frisbee.,A dog leaping to catch a red frisbee.,"['A dog that is jumping in the air looking at a frisbee.', 'A brown curly haired dog chasing after a red frisbee', 'A dog runs after a frisbee by a fence.', 'A dog chasing a coaster frisbee in a field near a wire fence.', 'there is a dog in the air going to catch a frisbee']",0.17830986745012709,0.6,0.33333333333333326,0.6,0.3065350651741028
45,000000357567.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000357567.jpg,"['a bathroom with a toilet and a blue striped shower curtain.', 'A shower curtain sits open in an empty and clean bathroom. ', 'The shower curtain is centered in the middle of the tub.', 'A small bathroom with the shower curtains open.', 'A view of a bathroom with the shower curtain open.', 'A bathroom with matching shower curtain and rug', 'Small white bathroom with a black-and-white shower curtain. ', 'a bathroom with a tub and a shower curtain ', 'A bathroom sink, toilet and shower with the curtain half open.', 'The bathroom is clean and ready to be used. ']","[0.3535690903663635, 0.32919827103614807, 0.3248421251773834, 0.32138773798942566, 0.3169538080692291, 0.3099927008152008, 0.30949199199676514, 0.3070629835128784, 0.2957462966442108, 0.29331162571907043]","['000000357567.jpg', '000000006213.jpg', '000000311081.jpg', '000000311081.jpg', '000000547816.jpg', '000000357567.jpg', '000000547816.jpg', '000000292005.jpg', '000000167898.jpg', '000000023666.jpg']",1,1,1,"A small bathroom with a toilet, a sink, and a blue striped shower curtain.","A small bathroom with a toilet, a sink, and a blue striped shower curtain.","['A small bathroom with a white toilet next to a shower curtain covered bath tub.', 'An open door showing a shower with the curtain closed.', 'A toilet, counter and shower in a bathroom.', 'A bathroom with matching shower curtain and rug', 'a bathroom with a toilet and a blue striped shower curtain.']",0.598247802883698,0.88,0.6956521739130435,0.88,0.3422226011753082
46,000000275791.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000275791.jpg,"['A blue and yellow train is traveling down the tracks near some water and boats.', 'A purple train with a yellow front is under neath an over path.', 'There is a water shuttle going down a canal.', 'A large trains travels past a river that contains several different boats', 'Yellow and blue train moving along its tracks near a river.', 'A large passenger boat is floating down a canal.', 'A yellow and blue train is next to an overhang.', 'A boat in the water next to a rail in a tunnel.', 'Colorful commuter train goes through a marina area on a cloudy day', 'a tub boat pulling a small barge through the water']","[0.3226093351840973, 0.3155820369720459, 0.3064681887626648, 0.3054911196231842, 0.2941349744796753, 0.28692427277565, 0.2791641652584076, 0.2763802409172058, 0.2756187319755554, 0.2665223777294159]","['000000275791.jpg', '000000539143.jpg', '000000378139.jpg', '000000275791.jpg', '000000275791.jpg', '000000378139.jpg', '000000232538.jpg', '000000113051.jpg', '000000495146.jpg', '000000144932.jpg']",1,1,1,A blue and yellow train is traveling down the tracks near some water and boats.,A blue and yellow train is traveling down the tracks near some water and boats.,"['A large trains travels past a river that contains several different boats', 'A large long train on a steel track.', 'Covered boats are in the water by the shore.', 'Yellow and blue train moving along its tracks near a river.', 'A blue and yellow train is traveling down the tracks near some water and boats.']",1.0,1.0,1.0,1.0,0.3226093649864197
47,000000452784.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000452784.jpg,"['A person washing their hands near a bowl of broccoli.', 'A view of a piece of broccoli with a person holding it.', 'The cook is rinsing a draining the greens at her kitchen sink.', 'A person holding a piece of broccoli with an insect on it. ', 'Two fingers holding a  small piece of broccoli ', 'Someone is cooking a vegtable stir fry for dinner', 'The broccoli platter in the dish is mostly eaten up.', 'a person washing something under the running water of a faucet next to a bowl of greens.', 'Hand showing vegetable that has being chewed near garden area.', 'A plate is left sitting half eaten with mostly broccoli remaining.']","[0.37408629059791565, 0.33289170265197754, 0.3316879868507385, 0.3307490050792694, 0.3236226737499237, 0.3163852393627167, 0.3150755763053894, 0.3137207329273224, 0.31108415126800537, 0.31071919202804565]","['000000452784.jpg', '000000019221.jpg', '000000452784.jpg', '000000019221.jpg', '000000019221.jpg', '000000308430.jpg', '000000527695.jpg', '000000452784.jpg', '000000560178.jpg', '000000231097.jpg']",1,1,1,A person is washing their hands near a bowl of broccoli.,A person is washing their hands near a bowl of broccoli.,"['A plate of food that includes lentils and leafy greens.', 'a person washing something under the running water of a faucet next to a bowl of greens.', 'The cook is rinsing a draining the greens at her kitchen sink.', 'a big orange bowl full of assorted veggies with hands above it', 'A person washing their hands near a bowl of broccoli.']",0.7598356856515925,0.9523809523809523,0.8421052631578948,0.9523809523809523,0.37830933928489685
48,000000386912.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000386912.jpg,"['A woman sitting at a desk in her work station', 'a woman is sitting in front of a desk', 'A woman sitting in a room near some computers.', 'this woman is at a desk using a computer', 'a woman at her desk sits intently and happy', 'A woman works at a computer workstation in an office.', 'The home office space seems to be very cluttered.', 'A very busy woman working on her computer.', 'A woman that is sitting down in front of a table.', 'a person sitting at a desk with a monitor and keyboard']","[0.3438194990158081, 0.31083548069000244, 0.29739758372306824, 0.2971399128437042, 0.2927262485027313, 0.28281912207603455, 0.2768644392490387, 0.2704789340496063, 0.26837387681007385, 0.26474127173423767]","['000000386912.jpg', '000000386912.jpg', '000000435208.jpg', '000000325838.jpg', '000000386912.jpg', '000000325838.jpg', '000000190236.jpg', '000000325838.jpg', '000000226147.jpg', '000000160556.jpg']",1,1,1,A woman sitting at a desk in front of a computer.,A woman sitting at a desk in front of a computer.,"['a person sitting at a desk with a keyboard and monitor', 'a woman at her desk sits intently and happy', 'A woman sitting at a desk in her work station', 'The woman is working on her computer at the desk.', 'a woman is sitting in front of a desk']",0.7941386679207173,0.7999999999999999,0.631578947368421,0.7000000000000001,0.31584465503692627
49,000000084431.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000084431.jpg,"['A ham pizza with grated parmesan is on a plate in front of a TV.', 'A piece of pizza sitting on a plate while a t.v. is on. ', 'a single slice of pizza with ham slices on it  on a plate', 'One of the slices of pizza on the dish is turned upside down. ', 'a slice of pizza sitting on top of a table.', 'A pizza with Canadian bacon and pineapple in a fluted pan.', 'A large slice of pizza on a plate ', 'A big slice of pizza on a plate next to a glass of beverage', 'A pizza sits half eaten on a plate.', 'A pineapple and ham pizza in a pizza tin']","[0.3746974468231201, 0.36147475242614746, 0.35939785838127136, 0.34564486145973206, 0.33705252408981323, 0.3311510384082794, 0.32864663004875183, 0.326897531747818, 0.3252449333667755, 0.3250975012779236]","['000000084431.jpg', '000000084431.jpg', '000000084431.jpg', '000000565597.jpg', '000000206027.jpg', '000000075456.jpg', '000000337498.jpg', '000000337498.jpg', '000000127476.jpg', '000000075456.jpg']",1,1,1,A slice of pizza with ham and cheese on it sits on a plate in front of a television.,A slice of pizza with ham and cheese on it sits on a plate in front of a television.,"['A slice of pizza sitting on top of a white plate.', 'A slice of pizza with toppings on a plate.', 'A piece of pizza sitting on a plate while a t.v. is on.', 'a single slice of pizza with ham slices on it  on a plate', 'A ham pizza with grated parmesan is on a plate in front of a TV.']",0.5908871032231056,0.6875,0.4666666666666666,0.6875,0.3995051383972168
50,000000192607.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000192607.jpg,"['A man standing next to a truck near a forest hillside.', 'A man standing next to a muddy pick up truck.', 'A man and his truck on a trail in a forest.', 'A muddied man standing next to a muddied truck.', 'A man on a beech vehicle making his way thru the sand.', 'A man stands in front of a pickup truck.', 'a man in a red shirt sitting on the tire of a broken down truck', 'Car with pedestrians parked in gravel lot near ski area.', 'A man sits on the tires of a car that rests on the ground. ', 'This veteran traveler is satisfied with the lift, riding in the back of a pickup truck.']","[0.34194687008857727, 0.3320246636867523, 0.30662959814071655, 0.3001016080379486, 0.27005821466445923, 0.26775509119033813, 0.2654329836368561, 0.2640460729598999, 0.26285138726234436, 0.2626630365848541]","['000000192607.jpg', '000000192607.jpg', '000000192607.jpg', '000000192607.jpg', '000000441586.jpg', '000000192607.jpg', '000000442456.jpg', '000000097679.jpg', '000000442456.jpg', '000000400815.jpg']",1,1,1,A man standing next to a muddy pick up truck.,A man standing next to a muddy pick up truck.,"['A man standing next to a truck near a forest hillside.', 'A man standing next to a muddy pick up truck.', 'A man stands in front of a pickup truck.', 'A man and his truck on a trail in a forest.', 'A muddied man standing next to a muddied truck.']",1.0,1.0,1.0,1.0,0.3320246934890747
51,000000326128.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000326128.jpg,"['man on his knees with his snow board still attached, hands on hips', 'A man sitting down with a snowboard strapped on', 'A person sitting on the side of a mountain with a snow board.', 'A snow boarder sits in the snow looking at the camera. ', 'Skier in full snow gear posing for a picture.', 'a young boy is standing on a snowboard ', 'A person standing in the snow near a snow board.', 'The snow skier is happy to pose for a picture.', 'The skier is happy to pose for the picture.', 'A skier is standing and posing for a photo']","[0.3315627872943878, 0.324966162443161, 0.3202257454395294, 0.31748783588409424, 0.31701329350471497, 0.31649601459503174, 0.31550657749176025, 0.31474119424819946, 0.3138786256313324, 0.31282371282577515]","['000000094944.jpg', '000000193429.jpg', '000000074860.jpg', '000000193429.jpg', '000000470952.jpg', '000000097278.jpg', '000000326128.jpg', '000000216516.jpg', '000000326128.jpg', '000000451714.jpg']",0,0,1,A skier is standing and posing for a photo.,A skier is standing and posing for a photo.,"['The man is posing for a picture with his snowboard.', 'The skier is happy to pose for the picture.', 'A man that is standing with a snowboard in the snow.', 'A man standing on a snowboard on a mountain peak.', 'A person standing in the snow near a snow board.']",0.1744391898986843,0.4444444444444444,0.25,0.4444444444444444,0.30888354778289795
52,000000052413.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000052413.jpg,"['A child holding a pink toy cell phone with ""Princess Aurora"" inside it.', 'A person holding up a toy cell phone.', 'A photo of someone holding a fake pink cell phone.', 'there is a adult that is holding a pink princess phone', 'Someone is holding a pick cellular flip phone. ', 'A little girl in a pink shirt holding a game controller.', 'A baby laying on a floor next to a purple cell phone.', 'The cog is getting cozy with the remote control.', 'A child in a room with a remote in hand.', 'Those look like remote or game controls in their hands.']","[0.42574119567871094, 0.3603423833847046, 0.35944482684135437, 0.3526298701763153, 0.3419869840145111, 0.3344078063964844, 0.3341538608074188, 0.3268719017505646, 0.32601383328437805, 0.3208032548427582]","['000000052413.jpg', '000000052413.jpg', '000000052413.jpg', '000000052413.jpg', '000000052413.jpg', '000000559543.jpg', '000000439773.jpg', '000000273642.jpg', '000000144984.jpg', '000000571598.jpg']",1,1,1,"A child holding a pink toy cell phone with ""Princess Aurora"" inside it.","A child holding a pink toy cell phone with ""Princess Aurora"" inside it.","['A child holding a pink toy cell phone with ""Princess Aurora"" inside it.', 'there is a adult that is holding a pink princess phone', 'Someone is holding a pick cellular flip phone.', 'A person holding up a toy cell phone.', 'A photo of someone holding a fake pink cell phone.']",1.0,1.0,1.0,1.0,0.425741046667099
53,000000450399.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000450399.jpg,"['The people are selecting their donuts at the counter.', 'Women serving baked goods under a canopy ', 'Krispy Kreme donuts fill up a long table.', 'Several people are working behind the counter of a bakery.', 'Amish men and women making homemade doughnuts at a flea market.', 'People on both sides of a counter at a small food market.', 'three people standing in front of trays of doughnuts and bagels', 'Two adults working behind a counter displaying pastries.', 'A bagel machine is making bagels while people people work in the background.', 'The store makes fresh doughnuts on site for the customers.']","[0.35585474967956543, 0.34967368841171265, 0.33242422342300415, 0.33043256402015686, 0.32830503582954407, 0.308440238237381, 0.3076815903186798, 0.30747705698013306, 0.3026975989341736, 0.30242425203323364]","['000000529122.jpg', '000000300276.jpg', '000000349152.jpg', '000000450399.jpg', '000000450399.jpg', '000000125936.jpg', '000000370677.jpg', '000000245311.jpg', '000000535523.jpg', '000000450399.jpg']",0,1,1,The people are selecting their donuts at the counter.,The people are selecting their donuts at the counter.,"['a man is standing behind a glass counter', 'Several people are working behind the counter of a bakery.', 'a couple of people ordering food at a bakery', 'The store makes fresh doughnuts on site for the customers.', 'Amish men and women making homemade doughnuts at a flea market.']",0.06376715693797415,0.4210526315789474,0.23529411764705882,0.4210526315789474,0.3558548092842102
54,000000277051.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000277051.jpg,"['Little birds on the back of chairs at an outdoor restaurant ', 'Two sparrows sit n a table with a red tablecloth at an outdoor cafe. ', 'two little sparrows standing on a table by a knife', 'This is two birds pecking at the remnants of a burger at an outdoor restaurant.', 'two gray white and brown birds a knife and a red table', 'A couple of small birds standing on top of a table.', 'a few birds eating stuff off the ground', 'Two birds preparing to eat food off of a plate that was left on a table outside by the ocean.', 'Two birds perched on a table near a plate of food.', 'What has attracted this many birds to the plaza?']","[0.3647948205471039, 0.3607003390789032, 0.35044851899147034, 0.3444921374320984, 0.3394208550453186, 0.31298983097076416, 0.3054175078868866, 0.30478352308273315, 0.302504301071167, 0.2962210476398468]","['000000065288.jpg', '000000277051.jpg', '000000277051.jpg', '000000210032.jpg', '000000277051.jpg', '000000277051.jpg', '000000123585.jpg', '000000210032.jpg', '000000277051.jpg', '000000060823.jpg']",0,1,1,Two birds perched on a table near a plate of food.,Two birds perched on a table near a plate of food.,"['two little sparrows standing on a table by a knife', 'two gray white and brown birds a knife and a red table', 'A couple of small birds standing on top of a table.', 'Two sparrows sit n a table with a red tablecloth at an outdoor cafe.', 'Two birds perched on a table near a plate of food.']",1.0,1.0,1.0,1.0,0.30250439047813416
55,000000235857.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000235857.jpg,"['A brown cow and two black cows eating grass in a field. ', 'Three cows two black and one brown grazing in a green field.', 'Black cows standing in the grass of a pasture.', 'some black cattle are grazing in a green field', 'Brown and black cows are eating grass by a fence.', 'A cow is grazing while two cows in the background look on. ', 'one black cow sniffing another black cows head', 'A photograph of two cows grazing on a green pasture.', 'Some cows eat grass together in a field. ', 'Three cows grazing in a field of green grass']","[0.36736729741096497, 0.356189489364624, 0.3306196331977844, 0.3300431966781616, 0.3292154371738434, 0.32741257548332214, 0.3222695291042328, 0.3211178183555603, 0.31806591153144836, 0.3168196380138397]","['000000235857.jpg', '000000235857.jpg', '000000244411.jpg', '000000500663.jpg', '000000459396.jpg', '000000459396.jpg', '000000125806.jpg', '000000357081.jpg', '000000235857.jpg', '000000235857.jpg']",1,1,1,A brown cow and two black cows eating grass in a field.,A brown cow and two black cows eating grass in a field.,"['Some cows eat grass together in a field.', 'Three cows grazing in a field of green grass', 'Three cows two black and one brown grazing in a green field.', 'A brown cow and two black cows eating grass in a field.', 'some cows are eating grass in a field']",1.0,1.0,1.0,1.0,0.3673672676086426
56,000000422670.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000422670.jpg,"['a close up of a child on a couch', 'A baby is reaching up toward the camera.', 'A small child is reaching for the camera.', 'A young child with a pacifier lying down in his bed', 'A baby with food on her face and her tongue sticking out.', 'A young boy laying in bed with a pacifier in his mouth', 'a baby laying on a floor near a cell phone', 'A LITTLE BABY IS LAYING ON THE FLOOR NEXT TO A CELL PHONE', 'A little boy laying down holding a wii remote.', 'A picture of a young boy laying on top of a bed.']","[0.30959394574165344, 0.30244213342666626, 0.30160126090049744, 0.2984425723552704, 0.2848232090473175, 0.28318122029304504, 0.2831648588180542, 0.28190678358078003, 0.2803373634815216, 0.2787729799747467]","['000000422670.jpg', '000000422670.jpg', '000000422670.jpg', '000000040757.jpg', '000000420840.jpg', '000000040757.jpg', '000000439773.jpg', '000000439773.jpg', '000000190637.jpg', '000000199551.jpg']",1,1,1,A baby is reaching up toward the camera.,A baby is reaching up toward the camera.,"['A small child is reaching for the camera.', 'a close up of a child on a couch', 'A baby is reaching up toward the camera.', 'A boy reaching towards his reflection in a mirror like object.', 'The little baby is reaching up with his hand.']",1.0,1.0,1.0,1.0,0.30244210362434387
57,000000396568.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000396568.jpg,"[""A red and black BNSF train travels along it's tracks."", 'Multiple orange train engines on tracks with trees on each side.', 'The train engine number 6309 is operated by BNSF. ', 'An orange and green train reads ""BNSF"" on the side.', 'Orange train on tracks in the country side.', 'Orange train engine pulling a train in a freight yard.', 'An orange train engine moves down the track with one train car behind it.', 'The freight train is painted orange and yellow. ', 'Train engine pulling one freight car along rails', 'An orange and black train with train cars passing trees.']","[0.327711284160614, 0.3170759975910187, 0.3157136142253876, 0.3139236867427826, 0.3105122745037079, 0.31024980545043945, 0.31019338965415955, 0.30757713317871094, 0.3074129819869995, 0.30610209703445435]","['000000419096.jpg', '000000440508.jpg', '000000030675.jpg', '000000493566.jpg', '000000440508.jpg', '000000477623.jpg', '000000379800.jpg', '000000030675.jpg', '000000379800.jpg', '000000396568.jpg']",0,0,1,An orange and black BNSF train travels along it's tracks with trees on each side.,An orange and black BNSF train travels along it's tracks with trees on each side.,"['An orange and black train with train cars passing trees.', 'An orange train is going down the tracks.', 'A train chugs along parallel to a lush forest.', 'a black and red train going down a track by some trees', 'A diesel locomotive hauling some freight through the countyside']",0.195647514979229,0.5384615384615384,0.25,0.5384615384615384,0.32347649335861206
58,000000125572.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000125572.jpg,"['Big Ben and part of parliament from across the street.', 'The palace of Westminster, featuring Elizabeth tower that holds Big Ben.', 'A traffic light on the intersection of a city, with a large building and a bicyclist in the background.', 'A city view with buildings, bikers and walkers.  ', 'A busy street by large Gothic style buildings.', 'a woman riding a bike in the street and a building with a clock in the background', 'Traffic passing in front of a cathedral type building', 'Big Ben set against a grey cloudy sky.', 'People in cars, on bikes, and walking near city buildings.', 'People and buses on a city street under cloudy skies.']","[0.31395646929740906, 0.30448365211486816, 0.28059226274490356, 0.2746634781360626, 0.27404019236564636, 0.27314579486846924, 0.2727380394935608, 0.2677134871482849, 0.2658769190311432, 0.26478955149650574]","['000000135890.jpg', '000000528578.jpg', '000000319607.jpg', '000000138639.jpg', '000000329614.jpg', '000000125572.jpg', '000000361142.jpg', '000000544306.jpg', '000000138639.jpg', '000000226802.jpg']",0,0,1,A busy street with a large building and a clock tower in the background.,A busy street with a large building and a clock tower in the background.,"['a woman riding a bike in the street and a building with a clock in the background', 'Girl on bicycle on road in front of large building.', 'People moving around on the streets surrounding an old castle.', 'The Big Ben clock tower towering over the city of London.', 'A lady is riding her bike and approaching the huge castle like building.']",0.07069301148938888,0.7096774193548386,0.3448275862068966,0.5806451612903226,0.23659557104110718
59,000000378116.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000378116.jpg,"['Man surfing a wave on a dull day.', 'A man in a wet suit is surfing.', 'A man is surfing on a small wave.', 'A young surfer in a wetsuit surfs a small wave.', 'A surfer takes a spill on a small wave.', 'a guy wearing a wet suit surfing the wave', 'this is a man riding a board on waves', 'A person in a black wetsuit surfing on a wave alone', 'a man wearing a wet suit riding the wave', 'A man in a wet suit riding a wave on a surf board.\n']","[0.3312528729438782, 0.32915014028549194, 0.3258833885192871, 0.32492056488990784, 0.32455286383628845, 0.32390809059143066, 0.32378989458084106, 0.3230767250061035, 0.32047519087791443, 0.32046476006507874]","['000000050943.jpg', '000000278973.jpg', '000000051314.jpg', '000000252701.jpg', '000000220584.jpg', '000000054164.jpg', '000000574520.jpg', '000000297595.jpg', '000000393056.jpg', '000000007278.jpg']",0,0,0,A man in a black wetsuit surfs a small wave alone.,A man in a black wetsuit surfs a small wave alone.,"['A person riding a wave on top of a surfboard.', 'A man in a wet-suit surfing on a board.', 'A surfer wearing a wetsuit is riding a wave.', 'A male surfer enjoying surfing the ocean waves.', 'a person riding a surf board on a wave']",0.269855346668251,0.5714285714285713,0.3157894736842105,0.5714285714285713,0.33300065994262695
60,000000128476.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000128476.jpg,"['A display of several elaborately decorated pink and white cakes.', 'a bunch of heart shaped cakes are on display', 'military personnel cutting up pieces of cake to be passed out.', 'Two women are selling cakes and other items inside of an outdoor stand.', 'A smiling man sitting by a very nice looking cake.', 'a woman sits behind a case of pastries ', 'a young kid sits in front of a birth day cake ', 'a man is carving into a cake covered in fruit', 'Two women are looking at many colorful, heart shaped cakes. ', 'A able topped with lots of heart shaped cakes.']","[0.3540979325771332, 0.3149673044681549, 0.3086114823818207, 0.30493056774139404, 0.30490779876708984, 0.3048117756843567, 0.30382969975471497, 0.30243980884552, 0.30238059163093567, 0.2974385917186737]","['000000128476.jpg', '000000128476.jpg', '000000434459.jpg', '000000300276.jpg', '000000156643.jpg', '000000449312.jpg', '000000180101.jpg', '000000156643.jpg', '000000128476.jpg', '000000128476.jpg']",1,1,1,A display of several elaborately decorated pink and white cakes.,A display of several elaborately decorated pink and white cakes.,"['a bunch of heart shaped cakes are on display', 'A able topped with lots of heart shaped cakes.', 'Large collection of cakes shaped like hearts on a display.', 'Two women are looking at many colorful, heart shaped cakes.', 'A display of several elaborately decorated pink and white cakes.']",1.0,1.0,1.0,1.0,0.3540979027748108
